iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Date observed,Description,Common name,Recorded by,Captive/Cultivated,Quality grade,coordinateUncertaintyInMeters
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:36692565,49.670392,-123.159911,2019-12-15T13:27:00-08:00,,,John D Reynolds,false,needs_id,11
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:36692590,49.670289,-123.160356,2019-12-15T13:25:00-08:00,,,John D Reynolds,false,research,12
Parmelia sulcata,54734,Parmelia sulcata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,sulcata,iNat:36692604,49.670558,-123.160369,2019-12-15T13:23:00-08:00,,,John D Reynolds,false,needs_id,9
Hypogymnia,117988,Hypogymnia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,,iNat:36692605,49.671075,-123.157333,2019-12-15T13:45:00-08:00,,,John D Reynolds,false,needs_id,14
Menegazzia,123678,Menegazzia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Menegazzia,,iNat:36692609,49.670375,-123.160325,2019-12-15T13:26:00-08:00,,,John D Reynolds,false,needs_id,8
Usnea,67747,Usnea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,,iNat:36692610,49.670708,-123.160325,2019-12-15T13:22:00-08:00,,,John D Reynolds,false,needs_id,13
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:36692695,49.671067,-123.159592,2019-12-15T13:51:00-08:00,,,John D Reynolds,false,research,10
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:36692696,49.671197,-123.158294,2019-12-15T13:38:00-08:00,,,John D Reynolds,false,research,16
Peltigera aphthosa,119675,Peltigera aphthosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,aphthosa,iNat:36871749,49.383575,-123.401169,2019-12-22T11:14:39-08:00,,,Ben Keen,false,research,
Calycina citrina,955949,Calycina citrina,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Pezizellaceae,,,Calycina,citrina,iNat:36871999,49.380287,-123.405548,2019-12-22T10:20:39-08:00,,,Ben Keen,false,research,
Peltigera aphthosa,119675,Peltigera aphthosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,aphthosa,iNat:36872028,49.381325,-123.403702,2019-12-22T10:25:52-08:00,,,Ben Keen,false,needs_id,5
Ochrolechia,71060,Ochrolechia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Ochrolechiaceae,,,Ochrolechia,,iNat:36888790,49.340298,-123.268342,2019-12-23,,,Derek Killby,false,needs_id,
Cladonia furcata,54607,Cladonia furcata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,furcata,iNat:36888952,49.340298,-123.268342,2019-12-23,,,Derek Killby,false,needs_id,
Platismatia herrei,117876,Platismatia herrei,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,herrei,iNat:36889263,49.340298,-123.268342,2019-12-23,,,Derek Killby,false,needs_id,
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:36889871,49.34007,-123.268749,2019-12-23,,,Derek Killby,false,needs_id,
Kretzschmaria deusta,128051,Kretzschmaria deusta,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Kretzschmaria,deusta,iNat:36928253,49.388699,-123.368141,2019-12-24T13:29:41-08:00,,,Ben Keen,false,research,
Peltigera membranacea,117858,Peltigera membranacea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,membranacea,iNat:36928442,49.389549,-123.367767,2019-12-24T13:11:31-08:00,,,Ben Keen,false,needs_id,
Lobaria pulmonaria,48711,Lobaria pulmonaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,pulmonaria,iNat:36946375,49.396263,-123.351013,2019-12-25T10:08:01-08:00,,,Ben Keen,false,research,
Chlorociboria,54595,Chlorociboria,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Chlorociboriaceae,,,Chlorociboria,,iNat:36949731,49.381607,-123.335091,2019-12-25T13:33:11-08:00,,,Ben Keen,false,needs_id,
Ochrolechia laevigata,179755,Ochrolechia laevigata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Ochrolechiaceae,,,Ochrolechia,laevigata,iNat:36975909,49.708925,-123.145694,2019-12-25T16:52:42-08:00,,,Gwen L'Hirondelle,false,needs_id,10
Tuckermanopsis platyphylla,1019558,Tuckermanopsis platyphylla,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Tuckermanopsis,platyphylla,iNat:36976610,49.709567,-123.145244,2019-12-25T16:52:42-08:00,,,Gwen L'Hirondelle,false,needs_id,2752
Peltigera aphthosa,119675,Peltigera aphthosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,aphthosa,iNat:37048601,49.404808,-123.335022,2019-12-28T12:16:12-08:00,,,Ben Keen,false,research,
Rhytisma punctatum,333838,Rhytisma punctatum,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,,Rhytismataceae,,,Rhytisma,punctatum,iNat:37055047,49.390583,-123.331718,2019-12-28T10:34:15-08:00,,,Ben Keen,false,research,
Peltigera,54294,Peltigera,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,,iNat:37055196,49.390388,-123.333153,2019-12-28T10:42:24-08:00,,,Ben Keen,false,needs_id,
Lecanora thysanophora,182613,Lecanora thysanophora,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Lecanora,thysanophora,iNat:37083307,49.392174,-123.350708,2019-12-29T15:54:56-08:00,,,Ben Keen,false,needs_id,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:37138433,49.416428,-123.312088,2019-12-25T16:08:17-06:00,,,Tobin Sparling (he/him),false,needs_id,4
Lobaria pulmonaria,48711,Lobaria pulmonaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,pulmonaria,iNat:37163475,49.373663,-123.288568,2020-01-01,,,Derek Killby,false,research,
Parmelia sulcata,54734,Parmelia sulcata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,sulcata,iNat:37163532,49.373663,-123.288568,2020-01-01,,,Derek Killby,false,needs_id,
Graphis scripta,117987,Graphis scripta,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Graphis,scripta,iNat:37163777,49.373663,-123.288568,2020-01-01,,,Derek Killby,false,research,
Parmelia sulcata,54734,Parmelia sulcata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,sulcata,iNat:37164222,49.373663,-123.288568,2020-01-01,,,Derek Killby,false,needs_id,
Ramalina farinacea,54758,Ramalina farinacea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Ramalinaceae,,,Ramalina,farinacea,iNat:37168703,49.339936,-123.267076,2020-01-01,,,Derek Killby,false,needs_id,
Umbilicaria deusta,182503,Umbilicaria deusta,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,,Umbilicariaceae,,,Umbilicaria,deusta,iNat:37290167,49.3315,-123.264512,2020-01-04T13:54:00-08:00,,,Randal,false,research,
Parmelia sulcata,54734,Parmelia sulcata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,sulcata,iNat:37406594,49.821747,-123.132745,2020-01-08T11:20:40+00:00,,,,false,needs_id,
Lepraria finkii,463344,Lepraria finkii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Stereocaulaceae,,,Lepraria,finkii,iNat:37439738,49.713962,-123.163317,2020-01-09T14:42:45+00:00,,,,false,needs_id,10
Evernia,123176,Evernia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,,iNat:37440441,49.7126,-123.16342,2020-01-09T15:16:29+00:00,,,,false,needs_id,10
Evernia,123176,Evernia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,,iNat:37440454,49.712602,-123.163375,2020-01-09T15:17:32+00:00,,,,false,needs_id,5
Usnea,67747,Usnea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,,iNat:37505911,49.389732,-123.367111,2020-01-11T15:37:37-08:00,,,Ben Keen,false,needs_id,
Evernia prunastri,123175,Evernia prunastri,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,prunastri,iNat:37506045,49.386055,-123.380356,2020-01-11T14:06:13-08:00,,,Ben Keen,false,research,
Parmelia sulcata,54734,Parmelia sulcata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,sulcata,iNat:37506053,49.386055,-123.380356,2020-01-11T14:06:08-08:00,,,Ben Keen,false,research,
Umbilicaria,59968,Umbilicaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,,Umbilicariaceae,,,Umbilicaria,,iNat:37699207,49.37383,-123.286773,2020-01-17T11:09:00-08:00,,,Randal,false,needs_id,
Scytinium palmatum,532308,Scytinium palmatum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Collemataceae,,,Scytinium,palmatum,iNat:37699209,49.37383,-123.286773,2020-01-17T11:08:00-08:00,,,Randal,false,needs_id,
Lecanorales,48327,Lecanorales,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,,,,,,iNat:37699210,49.373745,-123.287067,2020-01-17T11:07:00-08:00,,,Randal,false,needs_id,
Melanohalea,461455,Melanohalea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Melanohalea,,iNat:37699211,49.373877,-123.28671,2020-01-17T11:06:00-08:00,,,Randal,false,needs_id,
Nephroma laevigatum,117847,Nephroma laevigatum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Nephromataceae,,,Nephroma,laevigatum,iNat:37699212,49.373812,-123.286695,2020-01-17T11:05:00-08:00,,,Randal,false,needs_id,
Umbilicariaceae,59970,Umbilicariaceae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,,Umbilicariaceae,,,,,iNat:37699214,49.37392,-123.286702,2020-01-17T11:04:00-08:00,,,Randal,false,needs_id,
Cladonia coniocraea,155093,Cladonia coniocraea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,coniocraea,iNat:37699216,49.37393,-123.286705,2020-01-17T11:03:00-08:00,,,Randal,false,needs_id,
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:37699226,49.37422,-123.286445,2020-01-17T10:53:00-08:00,,,Randal,false,research,
Parmelia,54735,Parmelia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,,iNat:37699227,49.374223,-123.286482,2020-01-17T10:52:00-08:00,,,Randal,false,needs_id,
Parmelia sulcata,54734,Parmelia sulcata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,sulcata,iNat:37699239,49.375945,-123.285113,2020-01-17T10:28:00-08:00,,,Randal,false,research,
Cladonia squamosa,117963,Cladonia squamosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,squamosa,iNat:37699244,49.374962,-123.286485,2020-01-17T10:19:00-08:00,,,Randal,false,research,
Peltigera aphthosa,119675,Peltigera aphthosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,aphthosa,iNat:37732331,49.342049,-123.408272,2020-01-18T15:39:17-08:00,,,Ben Keen,false,research,
Peltigera,54294,Peltigera,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,,iNat:37757120,49.381355,-123.334511,2020-01-19T11:41:54-08:00,,,Ben Keen,false,needs_id,
Cladonia squamosa,117963,Cladonia squamosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,squamosa,iNat:37955541,49.734819,-123.097162,2020-01-25T11:08:13-10:00,,,Keegan Durovich,false,research,10
Hypogymnia,117988,Hypogymnia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,,iNat:37955759,49.734795,-123.097186,2020-01-25T11:10:04-10:00,,,Keegan Durovich,false,needs_id,10
Parmeliaceae,54321,Parmeliaceae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,,,,,iNat:38199702,49.386678,-123.380229,2020-02-01T14:32:34-08:00,,,Ben Keen,false,needs_id,5
Rhizocarpon,117899,Rhizocarpon,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,,iNat:38200088,49.379196,-123.388242,2020-02-01T13:24:09-08:00,,,Ben Keen,false,needs_id,5
Cladonia bellidiflora,123391,Cladonia bellidiflora,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,bellidiflora,iNat:38200533,49.375515,-123.389397,2020-02-01T12:53:54-08:00,,,Ben Keen,false,research,
Hypoxylon,48804,Hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Hypoxylaceae,,,Hypoxylon,,iNat:38205966,49.365689,-123.255436,2020-02-01T12:00:16+00:00,,,,false,needs_id,906
Platismatia,117886,Platismatia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,,iNat:38206342,49.365865,-123.255792,2020-02-01T13:14:05+00:00,,,,false,needs_id,24
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:38208321,49.82211,-123.133974,2020-02-01T09:08:40-05:00,,,Zach Baranowski,false,needs_id,
Usnea,67747,Usnea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,,iNat:38208374,49.82211,-123.133974,2020-02-01T09:08:49-05:00,,,Zach Baranowski,false,needs_id,
Pseudoplectania vogesiaca,351980,Pseudoplectania vogesiaca,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Sarcosomataceae,,,Pseudoplectania,vogesiaca,iNat:38244314,49.400917,-123.336029,2020-02-02T12:20:21-08:00,,,Ben Keen,false,needs_id,
Peltigera membranacea,117858,Peltigera membranacea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,membranacea,iNat:38361871,49.831421,-123.137396,2020-02-01T10:25:22-05:00,,,Zach Baranowski,false,needs_id,
Peltigera aphthosa,119675,Peltigera aphthosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,aphthosa,iNat:38361880,49.830689,-123.144967,2020-02-01T10:36:13-05:00,,,Zach Baranowski,false,research,
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:38361885,49.830689,-123.144967,2020-02-01T10:36:39-05:00,,,Zach Baranowski,false,needs_id,
Icmadophila ericetorum,119695,Icmadophila ericetorum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Icmadophilaceae,,,Icmadophila,ericetorum,iNat:38361891,49.830748,-123.143505,2020-02-01T10:52:18-05:00,,,Zach Baranowski,false,research,
Lobaria pulmonaria,48711,Lobaria pulmonaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,pulmonaria,iNat:38426649,49.374705,-123.288786,2020-02-08T08:20:18-08:00,,,Derek Killby,false,research,
Evernia prunastri,123175,Evernia prunastri,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,prunastri,iNat:38426721,49.374699,-123.288831,2020-02-08T08:20:18-08:00,,,Derek Killby,false,research,
Parmeliaceae,54321,Parmeliaceae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,,,,,iNat:38429942,49.374699,-123.288831,2020-02-08T08:23:52-08:00,,,Derek Killby,false,needs_id,
Graphis scripta,117987,Graphis scripta,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Graphis,scripta,iNat:38430275,49.374699,-123.288831,2020-02-08T08:23:52-08:00,,,Derek Killby,false,research,
Lecanoromycetes,54743,Lecanoromycetes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,iNat:38436188,49.399052,-123.357872,2020-02-08T12:04:34-08:00,,,Ben Keen,false,needs_id,
Nectria cinnabarina,118012,Nectria cinnabarina,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Nectriaceae,,,Nectria,cinnabarina,iNat:38446984,49.388741,-123.351814,2020-02-08T16:50:29-08:00,,,Ben Keen,false,needs_id,
Physciaceae,60717,Physciaceae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Caliciales,,,,Physciaceae,,,,,iNat:38496844,49.330936,-123.262096,2020-02-09T15:19:28-08:00,,,Zoë Davis,false,needs_id,5
Lecanoromycetes,54743,Lecanoromycetes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,iNat:38496854,49.330879,-123.262038,2020-02-09T15:20:13-08:00,,,Zoë Davis,false,needs_id,5
Usnea longissima,122681,Usnea longissima,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,longissima,iNat:38552919,49.724722,-123.099361,2020-02-02T13:23:09-05:00,,,Zach Baranowski,false,research,
Parmeliaceae,54321,Parmeliaceae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,,,,,iNat:38619907,49.371303,-123.288208,2020-02-13T13:56:23+00:00,,,,false,needs_id,4
Parmelia sulcata,54734,Parmelia sulcata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,sulcata,iNat:38660890,49.37732,-123.328063,2020-02-14T16:21:02+00:00,,,Chantal,false,research,
Evernia mesomorpha,182670,Evernia mesomorpha,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,mesomorpha,iNat:38660942,49.376725,-123.327667,2020-02-14T16:20:57+00:00,,,Chantal,false,needs_id,
Punctelia rudecta,151767,Punctelia rudecta,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Punctelia,rudecta,iNat:38661318,49.379322,-123.329278,2020-02-14T16:17:32+00:00,,,Chantal,false,needs_id,
Lecanora thysanophora,182613,Lecanora thysanophora,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Lecanora,thysanophora,iNat:38693464,49.369962,-123.424012,2020-02-15T16:43:53+00:00,,,Chantal,false,needs_id,
Peltigera,54294,Peltigera,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,,iNat:38694028,49.368692,-123.428437,2020-02-15T16:33:04+00:00,,,Chantal,false,needs_id,
Parmelioideae,1094690,Parmelioideae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,,,iNat:38695338,49.36797,-123.428392,2020-02-15T16:23:21+00:00,,,Chantal,false,needs_id,
Hypogymnia,117988,Hypogymnia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,,iNat:38698996,49.668885,-123.129161,2020-02-14,,,judith holm,false,needs_id,85
Hypogymnia enteromorpha,222048,Hypogymnia enteromorpha,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,enteromorpha,iNat:38714443,49.668814,-123.129087,2020-02-14,,,judith holm,false,needs_id,85
Lecanora caesiorubella,117968,Lecanora caesiorubella,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Lecanora,caesiorubella,iNat:38715434,49.669177,-123.129178,2020-02-14,,,judith holm,false,needs_id,85
Parmelia,54735,Parmelia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,,iNat:38716494,49.668736,-123.128642,2020-02-14,,,judith holm,false,needs_id,85
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:38717995,49.668766,-123.128714,2020-02-14,,,judith holm,false,needs_id,85
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:38718241,49.668957,-123.128885,2020-02-14,,,judith holm,false,needs_id,42
Cladonia coniocraea,155093,Cladonia coniocraea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,coniocraea,iNat:38738913,49.39782,-123.355828,2020-02-16T15:55:03+00:00,,,Chantal,false,needs_id,
Lobaria,48714,Lobaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,,iNat:38744805,49.395958,-123.35112,2020-02-16T15:25:20+00:00,,,Chantal,false,needs_id,
Usnea,67747,Usnea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,,iNat:38744951,49.41742,-123.323325,2020-02-16T14:58:52+00:00,,,Chantal,false,needs_id,
