iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Observation count,Coordinates,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,First Reported By,First Source,First Place Name,First Catalogue Number,First observationId,First Date Reported,Last Reported By,Last Source,Last Place Name,Last Catalogue Number,Last observationId,Last Date Reported
Sphaerophorus,55243,Sphaerophorus,,28,"{""iNat:1921296"":[49.677487,-123.147243],""iNat:25713065"":[49.400993,-123.210797],""iNat:31930575"":[49.9579,-123.119111],""iNat:31930617"":[49.949672,-123.097878],""iNat:48484669"":[49.788167,-123.121076],""iNat:50369544"":[49.370684,-123.243847],""iNat:50512734"":[49.674163,-123.130855],""iNat:67211588"":[49.396023,-123.204545],""iNat:75220238"":[49.641442,-123.165467],""iNat:85166773"":[49.401053,-123.209278],""iNat:89814937"":[49.832339,-123.188613],""iNat:98938992"":[49.426906,-123.206322],""iNat:99723948"":[49.368896,-123.352684],""iNat:117784469"":[49.8125,-123.169472],""iNat:123128456"":[49.398697,-123.207603],""iNat:123849350"":[49.81292,-123.170775],""iNat:126737642"":[49.786953,-123.118683],""iNat:127860215"":[49.675158,-123.131089],""iNat:139300047"":[49.401286,-123.209916],""iNat:154361267"":[49.402728,-123.209073],""iNat:156831046"":[49.368058,-123.398078],""iNat:156831047"":[49.368103,-123.398011],""iNat:164223023"":[49.900428,-123.327538],""iNat:165237853"":[49.373511,-123.191832],""iNat:165321930"":[49.36591,-123.255507],""iNat:175586915"":[49.451263,-123.218972],""iNat:175586935"":[49.450592,-123.218362],""iNat:186179089"":[49.81307,-123.17253]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Sphaerophoraceae,,,Sphaerophorus,,Riley Pollom,iNat,,,iNat:1921296,2015-09-05T22:49:03.000Z,Elora Jane,iNat,,,iNat:186179089,2023-10-04T15:48:52.000Z
Peltigera,54294,Peltigera,,57,"{""iNat:1921297"":[49.677484,-123.14743],""iNat:16895168"":[49.377,-123.39],""iNat:17166313"":[49.854537,-123.091797],""iNat:22436385"":[49.345028,-123.429174],""iNat:25949830"":[49.89839,-123.176895],""iNat:31688004"":[49.94962,-123.102448],""iNat:32119626"":[49.957681,-123.119514],""iNat:32119653"":[49.956536,-123.111511],""iNat:34325139"":[49.353085,-123.239136],""iNat:34548976"":[49.739,-123.099902],""iNat:37055196"":[49.390388,-123.333153],""iNat:37757120"":[49.381355,-123.334511],""iNat:38694028"":[49.368692,-123.428437],""iNat:49674721"":[49.389992,-123.351753],""iNat:52838125"":[49.390958,-123.319611],""iNat:57888415"":[49.373262,-123.291717],""iNat:58570855"":[49.77657,-123.117075],""iNat:62169559"":[49.955836,-123.108397],""iNat:63913219"":[49.712733,-123.108188],""iNat:63923366"":[49.344963,-123.362633],""iNat:66214787"":[49.808578,-123.140682],""iNat:67324899"":[49.390337,-123.333992],""iNat:72202851"":[49.333675,-123.264214],""iNat:72868398"":[49.741835,-123.104295],""iNat:72959254"":[49.464981,-123.395233],""iNat:80146033"":[49.789152,-123.140448],""iNat:85810143"":[49.670203,-123.160119],""iNat:91677422"":[49.386417,-123.238122],""iNat:94532202"":[49.948922,-123.081275],""iNat:95787411"":[49.581592,-123.317652],""iNat:99637759"":[49.749664,-123.049995],""iNat:100107916"":[49.455741,-123.231945],""iNat:104953540"":[49.551519,-123.238389],""iNat:104953543"":[49.551472,-123.238381],""iNat:108140539"":[49.343589,-123.400299],""iNat:112466475"":[49.335622,-123.264049],""iNat:116589842"":[49.356842,-123.411758],""iNat:118560094"":[49.46787,-123.23835],""iNat:120689835"":[49.389991,-123.351575],""iNat:130712292"":[49.778095,-123.114272],""iNat:131066632"":[49.723923,-123.095435],""iNat:131343179"":[49.838195,-123.154311],""iNat:146653055"":[49.709709,-123.136116],""iNat:148728358"":[49.339772,-123.419212],""iNat:149414761"":[49.437234,-123.48016],""iNat:154522798"":[49.388369,-123.353975],""iNat:161886769"":[49.669435,-123.138909],""iNat:165293154"":[49.361236,-123.260436],""iNat:165321938"":[49.365935,-123.255508],""iNat:165636547"":[49.381389,-123.240556],""iNat:168076619"":[49.381444,-123.240178],""iNat:168133084"":[49.380456,-123.236519],""iNat:168764893"":[49.356111,-123.258611],""iNat:176557323"":[49.92219,-122.980476],""iNat:177057910"":[49.4097,-123.383611],""iNat:181934123"":[49.410237,-123.379662],""iNat:186073181"":[49.346389,-123.264167]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,,Riley Pollom,iNat,,,iNat:1921297,2015-09-05T22:50:45.000Z,Gavin Petersen,iNat,,,iNat:186073181,2023-10-03T17:45:16.000Z
Cladonia,49490,Cladonia,,297,"{""iNat:3184560"":[49.404551,-123.211112],""iNat:7552613"":[49.443397,-123.337105],""iNat:8582988"":[49.68285,-123.153978],""iNat:8583033"":[49.682878,-123.154481],""iNat:8583106"":[49.42297,-123.232095],""iNat:8954900"":[49.730129,-123.158691],""iNat:9514730"":[49.408448,-123.457832],""iNat:9844046"":[49.815325,-123.16294],""iNat:13896616"":[49.706944,-123.144447],""iNat:14169544"":[49.759832,-123.046698],""iNat:14759045"":[49.644722,-123.080276],""iNat:15203051"":[49.729166,-123.182713],""iNat:15850187"":[49.94408,-123.057162],""iNat:15977532"":[49.90282,-123.327065],""iNat:16369752"":[49.398457,-123.353199],""iNat:16568467"":[49.408518,-123.362882],""iNat:16605271"":[49.351116,-123.393115],""iNat:16895163"":[49.377,-123.39],""iNat:16948905"":[49.407719,-123.363029],""iNat:17736708"":[49.674556,-123.13199],""iNat:17736883"":[49.674556,-123.13199],""iNat:17953650"":[49.761565,-123.036387],""iNat:18764596"":[49.644437,-123.211445],""iNat:19238808"":[49.379124,-123.407615],""iNat:19500212"":[49.3726,-123.292294],""iNat:20433885"":[49.340702,-123.365936],""iNat:20791570"":[49.340506,-123.269628],""iNat:20792302"":[49.373831,-123.286994],""iNat:21155063"":[49.355781,-123.237347],""iNat:21645949"":[49.400211,-123.211347],""iNat:21645950"":[49.400211,-123.211347],""iNat:21645952"":[49.400211,-123.211347],""iNat:22164245"":[49.400713,-123.207177],""iNat:23208694"":[49.751667,-123.135559],""iNat:24150022"":[49.50008,-123.419504],""iNat:25488535"":[49.521762,-123.236842],""iNat:26155076"":[49.825449,-123.135164],""iNat:26155237"":[49.825449,-123.135164],""iNat:26156056"":[49.825449,-123.135164],""iNat:27474415"":[49.927819,-123.163763],""iNat:27735678"":[49.399259,-123.208395],""iNat:28537596"":[49.761161,-123.036241],""iNat:29310754"":[49.686263,-123.145445],""iNat:31687941"":[49.948569,-123.09858],""iNat:31947148"":[49.948272,-123.080131],""iNat:31947198"":[49.927906,-123.040711],""iNat:31947211"":[49.927867,-123.040992],""iNat:31994589"":[49.944969,-123.05545],""iNat:31994590"":[49.945019,-123.055519],""iNat:31994600"":[49.945053,-123.055969],""iNat:31994660"":[49.945258,-123.057167],""iNat:32124418"":[49.927925,-123.040681],""iNat:32128033"":[49.942831,-123.054981],""iNat:32185370"":[49.946193,-123.065365],""iNat:33919528"":[49.388721,-123.367645],""iNat:34230137"":[49.696884,-123.13047],""iNat:34649784"":[49.399226,-123.211983],""iNat:34714607"":[49.332253,-123.262548],""iNat:35272288"":[49.415477,-123.207539],""iNat:36692561"":[49.670394,-123.159942],""iNat:36692562"":[49.671361,-123.159378],""iNat:36692563"":[49.670911,-123.159478],""iNat:36692565"":[49.670392,-123.159911],""iNat:37138433"":[49.416428,-123.312088],""iNat:38361885"":[49.830689,-123.144967],""iNat:39232175"":[49.447949,-123.428283],""iNat:39234084"":[49.446063,-123.437495],""iNat:39235354"":[49.441985,-123.436671],""iNat:39473715"":[49.713998,-123.163702],""iNat:39742623"":[49.74246,-123.117451],""iNat:39907030"":[49.757753,-123.127886],""iNat:40060733"":[49.745329,-123.141029],""iNat:40103905"":[49.757533,-123.127703],""iNat:40372363"":[49.69397,-123.134318],""iNat:40697221"":[49.708333,-123.135278],""iNat:40699843"":[49.714857,-123.164253],""iNat:40782747"":[49.711922,-123.110613],""iNat:41882191"":[49.717217,-123.12374],""iNat:45981100"":[49.413932,-123.336957],""iNat:46915708"":[49.489978,-123.237206],""iNat:46917566"":[49.489981,-123.236381],""iNat:48750035"":[49.90205,-123.327134],""iNat:49536315"":[49.673611,-123.121667],""iNat:51189908"":[49.717713,-123.12504],""iNat:51373448"":[49.527831,-123.243131],""iNat:51714915"":[49.398737,-123.207301],""iNat:51753001"":[49.506105,-123.202063],""iNat:51943750"":[49.34108,-123.26877],""iNat:54125950"":[49.380604,-123.237694],""iNat:57162465"":[49.395538,-123.324988],""iNat:57461593"":[49.641905,-123.084408],""iNat:57462262"":[49.642232,-123.083828],""iNat:58110202"":[49.763868,-123.045642],""iNat:58110393"":[49.762258,-123.048315],""iNat:58661847"":[49.390897,-123.333305],""iNat:61448844"":[49.809692,-123.141197],""iNat:62247346"":[49.435957,-123.307269],""iNat:63747007"":[49.581587,-123.224862],""iNat:63850677"":[49.345448,-123.38627],""iNat:63850742"":[49.345433,-123.386397],""iNat:63907473"":[49.711151,-123.115172],""iNat:65026541"":[49.391191,-123.206945],""iNat:65026554"":[49.391191,-123.206945],""iNat:67221809"":[49.33368,-123.262688],""iNat:68143527"":[49.744472,-123.114736],""iNat:68143746"":[49.744561,-123.114472],""iNat:68905913"":[49.374158,-123.186997],""iNat:69335135"":[49.751653,-123.113169],""iNat:69356093"":[49.751878,-123.112939],""iNat:69400835"":[49.751764,-123.112919],""iNat:69680434"":[49.444871,-123.295823],""iNat:71236778"":[49.337508,-123.264201],""iNat:71248855"":[49.331264,-123.265372],""iNat:71268166"":[49.331637,-123.264745],""iNat:71344292"":[49.361212,-123.260422],""iNat:71398603"":[49.5421,-123.242692],""iNat:71917884"":[49.742894,-123.116236],""iNat:72132360"":[49.440267,-123.22525],""iNat:72195229"":[49.335236,-123.261269],""iNat:72195230"":[49.336581,-123.256225],""iNat:73034003"":[49.336303,-123.261087],""iNat:73355181"":[49.742556,-123.116711],""iNat:73773423"":[49.635845,-123.205957],""iNat:75522389"":[49.407297,-123.46047],""iNat:81813537"":[49.752959,-122.943106],""iNat:81816634"":[49.752941,-122.943068],""iNat:81816643"":[49.752941,-122.943068],""iNat:81816679"":[49.752941,-122.943068],""iNat:82576156"":[49.723375,-122.998993],""iNat:82576888"":[49.723452,-122.999425],""iNat:82578198"":[49.723327,-122.99914],""iNat:82578434"":[49.723332,-122.999137],""iNat:82578832"":[49.723057,-122.99925],""iNat:82579022"":[49.72333,-122.999137],""iNat:82579174"":[49.723057,-122.99925],""iNat:82579630"":[49.720417,-123.001146],""iNat:82581912"":[49.723235,-122.999361],""iNat:82631619"":[49.724037,-122.998415],""iNat:82632138"":[49.724082,-122.998738],""iNat:83145222"":[49.787258,-123.124097],""iNat:83722248"":[49.376195,-123.390337],""iNat:83874671"":[49.379585,-123.338915],""iNat:84393780"":[49.833761,-123.136649],""iNat:87465327"":[49.379835,-123.3386],""iNat:91449027"":[49.395963,-123.46371],""iNat:91572478"":[49.395174,-123.463739],""iNat:92152785"":[49.377978,-123.192533],""iNat:92868897"":[49.392627,-123.466174],""iNat:92877620"":[49.393059,-123.472731],""iNat:92922939"":[49.739794,-123.075929],""iNat:92926209"":[49.393352,-123.472134],""iNat:94531781"":[49.94605,-123.065186],""iNat:94661553"":[49.667469,-123.127183],""iNat:98302751"":[49.437942,-123.480518],""iNat:98394980"":[49.374161,-123.187461],""iNat:98558002"":[49.386657,-123.350056],""iNat:98938979"":[49.423575,-123.206458],""iNat:98939141"":[49.764553,-123.041861],""iNat:99303829"":[49.395884,-123.463626],""iNat:99303851"":[49.3957,-123.463975],""iNat:99306535"":[49.393417,-123.446928],""iNat:99637722"":[49.750019,-123.051826],""iNat:99637737"":[49.750038,-123.05101],""iNat:99654173"":[49.757572,-123.055748],""iNat:99660578"":[49.76432,-123.033699],""iNat:99719810"":[49.369981,-123.350932],""iNat:99719921"":[49.37035,-123.352173],""iNat:99723823"":[49.37035,-123.352173],""iNat:99723896"":[49.369774,-123.353256],""iNat:99723917"":[49.368896,-123.352684],""iNat:99723924"":[49.368896,-123.352684],""iNat:99754897"":[49.640787,-123.219055],""iNat:102891047"":[49.33395,-123.256408],""iNat:104557700"":[49.713542,-123.065156],""iNat:104953539"":[49.551542,-123.238358],""iNat:104953553"":[49.551419,-123.238442],""iNat:104953554"":[49.551442,-123.238472],""iNat:106152993"":[49.395218,-123.463602],""iNat:106277836"":[49.590062,-123.222038],""iNat:106783104"":[49.360962,-123.259319],""iNat:107089683"":[49.754376,-123.116413],""iNat:107090737"":[49.744481,-123.115219],""iNat:107460624"":[49.749923,-123.050461],""iNat:107573309"":[49.373834,-123.286889],""iNat:107578902"":[49.54858,-123.244828],""iNat:107613061"":[49.357341,-123.233048],""iNat:107953633"":[49.458571,-123.239927],""iNat:109508569"":[49.378928,-123.333363],""iNat:110318813"":[49.697975,-123.140951],""iNat:110470688"":[49.398483,-123.353172],""iNat:110470996"":[49.399037,-123.355042],""iNat:110801570"":[49.560422,-123.229613],""iNat:112214267"":[49.430627,-123.446003],""iNat:112905666"":[49.71066,-123.116985],""iNat:114459915"":[49.680278,-123.120589],""iNat:115286986"":[49.33657,-123.261138],""iNat:115933245"":[49.35125,-123.235525],""iNat:118039583"":[49.360612,-123.274353],""iNat:118064364"":[49.389253,-123.484685],""iNat:118285665"":[49.47952,-123.42093],""iNat:118327133"":[49.458524,-123.570354],""iNat:118618726"":[49.365654,-123.263977],""iNat:122777658"":[49.448041,-123.469594],""iNat:123128528"":[49.39895,-123.20807],""iNat:123151649"":[49.681753,-123.145539],""iNat:123914933"":[49.467543,-123.340013],""iNat:124509991"":[49.686481,-123.134567],""iNat:128200079"":[49.814625,-123.172653],""iNat:130270891"":[49.928174,-122.983401],""iNat:132504227"":[49.405003,-123.211236],""iNat:136190999"":[49.397652,-123.353513],""iNat:136309995"":[49.67351,-123.121816],""iNat:137075182"":[49.668304,-123.130936],""iNat:137322176"":[49.420454,-123.488983],""iNat:137937256"":[49.373514,-123.19135],""iNat:138225916"":[49.337151,-123.269194],""iNat:139686414"":[49.354279,-123.262093],""iNat:139998936"":[49.712007,-123.116805],""iNat:140847107"":[49.376727,-123.290313],""iNat:141999221"":[49.683872,-123.150375],""iNat:142796909"":[49.340494,-123.272089],""iNat:143095433"":[49.789496,-123.121613],""iNat:144755122"":[49.882478,-123.228383],""iNat:146653087"":[49.709337,-123.137258],""iNat:147177269"":[49.363003,-123.234688],""iNat:148725465"":[49.839722,-123.154608],""iNat:148729147"":[49.342097,-123.420022],""iNat:148865109"":[49.710968,-123.117218],""iNat:148876391"":[49.711014,-123.117245],""iNat:148990950"":[49.340458,-123.269708],""iNat:149152535"":[49.354645,-123.337774],""iNat:149245452"":[49.336139,-123.421801],""iNat:149274178"":[49.340839,-123.431206],""iNat:149342736"":[49.719654,-123.130149],""iNat:151370302"":[49.66375,-123.170747],""iNat:151537301"":[49.336967,-123.409348],""iNat:151541635"":[49.340729,-123.41259],""iNat:151542847"":[49.341015,-123.413132],""iNat:151542868"":[49.335514,-123.411789],""iNat:151550734"":[49.335484,-123.407921],""iNat:151551597"":[49.339588,-123.417412],""iNat:154053758"":[49.379062,-123.332303],""iNat:154213819"":[49.40245,-123.524217],""iNat:154645100"":[49.685306,-123.149826],""iNat:157468010"":[49.669128,-123.157403],""iNat:157468037"":[49.670856,-123.162175],""iNat:160814429"":[49.828618,-123.146405],""iNat:163262939"":[49.334893,-123.255617],""iNat:163262948"":[49.334757,-123.255504],""iNat:163262949"":[49.334709,-123.255405],""iNat:163262960"":[49.334969,-123.255368],""iNat:163263015"":[49.334301,-123.255892],""iNat:164934709"":[49.365281,-123.265691],""iNat:166625179"":[49.403312,-123.466422],""iNat:168013994"":[49.667607,-123.129616],""iNat:168014036"":[49.668085,-123.130425],""iNat:168014074"":[49.66804,-123.130428],""iNat:168521699"":[49.331738,-123.26194],""iNat:173503215"":[49.46693,-123.34037],""iNat:174569213"":[49.790473,-123.12446],""iNat:174792515"":[49.786557,-123.108655],""iNat:175587195"":[49.447533,-123.200272],""iNat:175828301"":[49.397633,-123.205452],""iNat:176004331"":[49.673757,-123.125169],""iNat:176005232"":[49.674047,-123.12552],""iNat:176006712"":[49.674002,-123.125537],""iNat:176007646"":[49.674037,-123.125548],""iNat:176555296"":[49.957808,-123.050708],""iNat:177057089"":[49.40993,-123.379789],""iNat:177057136"":[49.410123,-123.379562],""iNat:177057211"":[49.409868,-123.380101],""iNat:177057623"":[49.408918,-123.382727],""iNat:177058256"":[49.408238,-123.382244],""iNat:177089229"":[49.400722,-123.210175],""iNat:177096522"":[49.688293,-123.134079],""iNat:177348591"":[49.671833,-123.112831],""iNat:177348619"":[49.671833,-123.112831],""iNat:177352756"":[49.676445,-123.110992],""iNat:177879592"":[49.648242,-123.082313],""iNat:177880059"":[49.64844,-123.082382],""iNat:180960552"":[49.911927,-123.173339],""iNat:181492581"":[49.398708,-123.376663],""iNat:181492884"":[49.40815,-123.38112],""iNat:181494481"":[49.408205,-123.383645],""iNat:181496819"":[49.409138,-123.382095],""iNat:181498831"":[49.409858,-123.380133],""iNat:181498960"":[49.40995,-123.380013],""iNat:181499207"":[49.410162,-123.379867],""iNat:181683073"":[49.410255,-123.379683],""iNat:181934330"":[49.410228,-123.379653],""iNat:181934603"":[49.410278,-123.379683],""iNat:182487239"":[49.674347,-123.119819],""iNat:185663733"":[49.337723,-123.26366],""iNat:185805930"":[49.445738,-123.334328],""iNat:186899057"":[49.364444,-123.286389],""iNat:187100686"":[49.923411,-122.983683],""iNat:187200011"":[49.695697,-123.115875]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,FreckLes,iNat,,,iNat:87465327,2015-04-05T23:37:00.000Z,judith holm,iNat,,,iNat:187200011,2023-10-08T17:35:00.000Z
Caloscypha fulgens,153035,Caloscypha fulgens,,14,"{""iNat:3184574"":[49.415339,-123.207201],""iNat:23208350"":[49.751667,-123.135559],""iNat:111702663"":[49.701883,-123.155812],""iNat:111989154"":[49.783339,-123.14381],""iNat:112295232"":[49.781911,-123.144269],""iNat:114500732"":[49.783899,-123.1437],""iNat:117414479"":[49.784042,-123.143647],""iNat:121288255"":[49.398219,-123.206818],""iNat:121884029"":[49.385958,-123.229858],""iNat:122566820"":[49.755063,-122.929992],""iNat:122597362"":[49.945564,-123.071525],""iNat:122597371"":[49.951142,-123.093619],""iNat:123031128"":[49.79372,-123.131897],""iNat:123130318"":[49.401455,-123.209367]}",Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Caloscyphaceae,,,Caloscypha,fulgens,Riley Pollom,iNat,,,iNat:3184574,2016-05-15T21:06:18.000Z,Oliver Pankratz,iNat,,,iNat:123130318,2022-06-23T17:55:33.000Z
Pilophorus,128925,Pilophorus,,1,"{""iNat:3184576"":[49.423418,-123.206716]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Pilophorus,,Riley Pollom,iNat,,,iNat:3184576,2016-05-15T21:44:24.000Z,Riley Pollom,iNat,,,iNat:3184576,2016-05-15T21:44:24.000Z
Parmelia sulcata,54734,Parmelia sulcata,,47,"{""iNat:3184582"":[49.420001,-123.205932],""iNat:17041766"":[49.386093,-123.372113],""iNat:21131790"":[49.397953,-123.359924],""iNat:36692604"":[49.670558,-123.160369],""iNat:37163532"":[49.373663,-123.288568],""iNat:37164222"":[49.373663,-123.288568],""iNat:37406594"":[49.821747,-123.132745],""iNat:37506053"":[49.386055,-123.380356],""iNat:37699239"":[49.375945,-123.285113],""iNat:38660890"":[49.37732,-123.328063],""iNat:39410620"":[49.652015,-123.117624],""iNat:41409059"":[49.385711,-123.392056],""iNat:44691613"":[49.37498,-123.286347],""iNat:50555461"":[49.672368,-123.130017],""iNat:50555880"":[49.672357,-123.130312],""iNat:50556801"":[49.672352,-123.130313],""iNat:50618547"":[49.556967,-123.236505],""iNat:50854088"":[49.8075,-123.140556],""iNat:67603714"":[49.340228,-123.268806],""iNat:67603715"":[49.340194,-123.2688],""iNat:67603716"":[49.340806,-123.27005],""iNat:67865392"":[49.744364,-123.114939],""iNat:67933457"":[49.744214,-123.115364],""iNat:68068867"":[49.744497,-123.114786],""iNat:69232659"":[49.407489,-123.464803],""iNat:69430409"":[49.75268,-123.11446],""iNat:70067773"":[49.699311,-123.178344],""iNat:71180861"":[49.48916,-123.247087],""iNat:71238208"":[49.337111,-123.268706],""iNat:71268153"":[49.331637,-123.264745],""iNat:72202840"":[49.336636,-123.256203],""iNat:104951135"":[49.559006,-123.235214],""iNat:104951151"":[49.558422,-123.235275],""iNat:107575165"":[49.37418,-123.286488],""iNat:108350141"":[49.336487,-123.261192],""iNat:110710333"":[49.672047,-123.158347],""iNat:112852074"":[49.698568,-123.166844],""iNat:121287455"":[49.700378,-123.159486],""iNat:145621975"":[49.397406,-123.358486],""iNat:149172271"":[49.36335,-123.264911],""iNat:150050305"":[49.711097,-123.147469],""iNat:151551602"":[49.339802,-123.417648],""iNat:151556567"":[49.343521,-123.417145],""iNat:164689887"":[49.356937,-123.249569],""iNat:169713367"":[49.470007,-123.339309],""iNat:181759597"":[49.78117,-123.120392],""iNat:184214093"":[49.368889,-123.258889]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,sulcata,Riley Pollom,iNat,,,iNat:3184582,2016-05-15T23:17:32.000Z,Gavin Petersen,iNat,,,iNat:184214093,2023-09-21T01:25:52.000Z
Cladonia bellidiflora,123391,Cladonia bellidiflora,,52,"{""iNat:5948224"":[49.673116,-123.119488],""iNat:14005104"":[49.673108,-123.122125],""iNat:14169462"":[49.759832,-123.046698],""iNat:16875201"":[49.376838,-123.390254],""iNat:17166302"":[49.970015,-123.171115],""iNat:17455978"":[50.023943,-123.183151],""iNat:34815917"":[49.401483,-123.209772],""iNat:38200533"":[49.375515,-123.389397],""iNat:39133742"":[49.671893,-123.130345],""iNat:40004468"":[49.742286,-123.117427],""iNat:40782410"":[49.712222,-123.110556],""iNat:41267640"":[49.710718,-123.140907],""iNat:41882215"":[49.718153,-123.124057],""iNat:53371637"":[49.809475,-123.165086],""iNat:60338456"":[49.392372,-123.219061],""iNat:64367071"":[49.400178,-123.209443],""iNat:81816637"":[49.752941,-122.943068],""iNat:81816646"":[49.752941,-122.943068],""iNat:81816650"":[49.752941,-122.943068],""iNat:81816652"":[49.752941,-122.943068],""iNat:81816656"":[49.752941,-122.943068],""iNat:81816663"":[49.752941,-122.943068],""iNat:81816664"":[49.752941,-122.943068],""iNat:81816689"":[49.752941,-122.943068],""iNat:85516977"":[49.714836,-123.111632],""iNat:107611875"":[49.354859,-123.239075],""iNat:107612066"":[49.355346,-123.238536],""iNat:109492239"":[49.819877,-123.165133],""iNat:114089702"":[49.335391,-123.265862],""iNat:119508921"":[49.715028,-123.18318],""iNat:121752727"":[49.682778,-123.145833],""iNat:124615480"":[49.788117,-123.121086],""iNat:127864639"":[49.672447,-123.130372],""iNat:129771457"":[49.669297,-123.12967],""iNat:130385443"":[49.466937,-123.340267],""iNat:130943775"":[49.911263,-123.160269],""iNat:132276332"":[49.673083,-123.122064],""iNat:142539615"":[49.711403,-123.115136],""iNat:142980691"":[49.333153,-123.267678],""iNat:144187312"":[49.383628,-123.407142],""iNat:149172477"":[49.363219,-123.265136],""iNat:149342734"":[49.71867,-123.130584],""iNat:168178384"":[49.673358,-123.107628],""iNat:169713324"":[49.468631,-123.339851],""iNat:175671381"":[49.6746,-123.120478],""iNat:175671751"":[49.671803,-123.124074],""iNat:175671898"":[49.673997,-123.125537],""iNat:177342135"":[49.673279,-123.125481],""iNat:182486054"":[49.673714,-123.119331],""iNat:184212617"":[49.368889,-123.256667],""iNat:184214802"":[49.676472,-123.112992],""iNat:184328214"":[49.676436,-123.112922]}",Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,bellidiflora,judith holm,iNat,,,iNat:5948224,2014-05-30T00:00:00.000Z,Gavin Petersen,iNat,,,iNat:184212617,2023-09-21T00:47:26.000Z
Chlorociboria,54595,Chlorociboria,,9,"{""iNat:5971851"":[49.670636,-123.130367],""iNat:18770643"":[49.656836,-123.110409],""iNat:19238761"":[49.380772,-123.405828],""iNat:26383157"":[49.776538,-123.117237],""iNat:34744820"":[49.738135,-123.096794],""iNat:36949731"":[49.381607,-123.335091],""iNat:47633032"":[49.704274,-123.135211],""iNat:122890970"":[49.751305,-123.129303],""iNat:124063828"":[49.813397,-123.17343]}",Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Chlorociboriaceae,,,Chlorociboria,,judith holm,iNat,,,iNat:5971851,2014-10-07T00:00:00.000Z,Elora Jane,iNat,,,iNat:124063828,2022-06-29T20:49:24.000Z
