Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Vicia gigantea,Hook.,,giant vetch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Vicia,gigantea,,,,native,S5 (2019),,confirmed,observed,1913-06-01,W. Taylor,UBC,UBC: V24625,,2015-04-29,judithofsquamish,https://www.inaturalist.org/observations/10691028,,53322,
Vicia hirsuta,(L.) Gray,,hairy tare,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Vicia,hirsuta,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-05-15,elsemikkelsen,https://www.inaturalist.org/observations/46898042,,56188,
Vicia sativa,L.,,common vetch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Vicia,sativa,,,,exotic,SNA (2000),,new 2020,observed,,,,,,2020-06-12,benkeen,https://www.inaturalist.org/observations/49395284,,53324,
Alnus alnobetula ssp. sinuata,(Regel) Raus,,Sitka Alder,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Alnus,alnobetula,,sinuata,,native,S5 (2000),,confirmed,observed,2012-07-25,Erin R. Manton,UBC,UBC: V238603,,2017-09-05,judithofsquamish,https://www.inaturalist.org/observations/8896389,UBC & LGL: Alnus viridis ssp. sinuata,939032,
Alnus incana ssp. tenuifolia,(L.) Moench (Nutt.) Breitung,,mountain alder,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Alnus,incana,,tenuifolia,,native,S5 (2019),,reported,unobserved,,,,,,,,,,79567,
Alnus rubra,Bong.,,red alder,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Alnus,rubra,,,,native,S5 (2015),,confirmed,observed,2015-06-26,B. Brett,2015 Squamish Bioblitz part of Whistler BB Bob Brett),,,2016-04-09,judithofsquamish,https://www.inaturalist.org/observations/9105921,,56034,
Betula glandulosa,Michx.,,dwarf resin birch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Betula,glandulosa,,,,native,S5 (2015),,new 2017,observed,,,,,,2017-06-11,judithofsquamish,https://www.inaturalist.org/observations/8737368,,75763,
Betula occidentalis,Hook.,,water birch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Betula,occidentalis,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-05-24,raduscurtescu,https://www.inaturalist.org/observations/80190566,,75764,
Betula papyrifera,Marshall,,paper birch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Betula,papyrifera,,,,native,S4 (2001),,confirmed,observed,2004-05-05,T. Taylor,report,,,2018-10-19,judithofsquamish,https://www.inaturalist.org/observations/17715279,,49883,
Corylus cornuta,Marshall,,beaked hazelnut,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,Corylus,cornuta,,,,native,S5 (2000),,new 2018,observed,,,,,,2018-09-24,keeganjd,https://www.inaturalist.org/observations/16893419,iNat: needs i.d.,53374,
Castanea sativa,Mill.,,sweet chestnut,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,Castanea,sativa,,,,,not in CDC records,,new 2021,observed,,,,,,2021-07-09,elsemikkelsen,https://www.inaturalist.org/observations/86360744,iNat: needs i.d.,121763,
Quercus garryana var. garryana,Dougl. Ex Hook.,,Garry oak,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,Quercus,garryana,,,garryana,native,S5 (2019),,reported,unobserved,,,,,,,,,,63890,
Quercus robur,L.,,English oak,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Fagaceae,,,Quercus,robur,,,,exotic,SNA (2000),,confirmed,observed,2007-08-19,Frank Lomer,UBC,UBC: V233608,,2015-07-09,judithofsquamish,http://www.inaturalist.org/observations/4481820,,56133,
Juglans regia,L.,,persian walnut,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Juglandaceae,,,Juglans,regia,,,,exotic,SNA,,reported,unobserved,1978-08-15,John Pinder-Moss,UBC,UBC: V166524,,,,,UBC:  Gambier Id Camp Artaban,63935,
Juncus albescens,(Lange) Fern.,,northern white rush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Juglandaceae,,,Juncus,albescens,,,,native,S3,,reported,unobserved,,,,,,,,,,164251,
Myrica gale,L.,,sweet gale,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Myricaceae,,,Myrica,gale,,,,native,S5 (2000),,confirmed,observed,1997-05-18,Gerald B. Straley,UBC,UBC: V226286,,2015-03-27,judithofsquamish,http://www.inaturalist.org/observations/4395945,,82203,
Aucuba sp.,Thunb.,,acuba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Garryales,,,Garryaceae,,,Aucuba,,,,,exotic,,,new 2018,observed,,,,,,2018-11-12,benkeen,https://www.inaturalist.org/observations/18362907,,56207,
Apocynum androsaemifolium,L.,,spreading dogbane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Apocynoideae,,Apocynum,androsaemifolium,,,,native,S5 (2000),,confirmed,observed,1965-07-09,J. P. Luitjens,UBC,UBC: V162172,,2017-07-09,judithofsquamish,https://www.inaturalist.org/observations/8408138,,47359,
Vinca major,L.,,greater periwinkle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Rauvolfioideae,,Vinca,major,,,,exotic,SNA (2019),,new 2017,observed,,,,,,2017-04-21,derekkillby,https://www.inaturalist.org/observations/20955245,,53326,
Vinca minor,L.,,lesser periwinkle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Rauvolfioideae,,Vinca,minor,,,,exotic,SNA (2001),,confirmed,observed,1949-07-24,Vladimir J. Krajina,UBC,UBC: V88787,,2018-05-02,gwenlh,https://www.inaturalist.org/observations/12297450,,55844,
Centaurium erythraea,Rafn,,common centaury,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Gentianaceae,,,Centaurium,erythraea,,,,exotic,SNA (2019),,reported,unobserved,1989-07-18,,RBCM,V158284B,,,,,RBCM:   C. umbellatum,56236,
Gentiana glauca,Pallas,,glaucous gentian,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Gentianaceae,,,Gentiana,glauca,,,,native,S5 (2019,,reported,unobserved,,,,,,,,,,144087,
Gentiana sceptrum,Griseb.,,king's scepter gentian,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Gentianaceae,,,Gentiana,sceptrum,,,,native,S5 (2000),,confirmed,observed,1931-08-17,Jas kap,UBC,UBC: V45174,,2018-08-18,citizen1,https://www.inaturalist.org/observations/15731103,,77244,
Galium aparine,L.,,catchweed bedstraw,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Rubiaceae,Rubioideae,,Galium,aparine,,,,native,S5 (2015),,confirmed,observed,1973-06-21,Charles E. Beil,UBC,UBC: V176072,,2019-04-17,benkeen,https://www.inaturalist.org/observations/22639249,,53059,
Galium odoratum,(L.) Scop.,,sweet woodruff,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Rubiaceae,Rubioideae,,Galium,odoratum,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-05-02,benkeen,https://www.inaturalist.org/observations/44604472,,56065,
Galium trifidum,L.,,three-petal bedstraw,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Rubiaceae,Rubioideae,,Galium,trifidum,,,,native,S4? (2007),,confirmed,observed,1911-07-01,J.A. Wattie,UBC,UBC: V56288,,2018-09-22,keeganjd,https://www.inaturalist.org/observations/16821695,,77216,
Galium triflorum,michx.,,sweet-scented bedstraw,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Rubiaceae,Rubioideae,,Galium,triflorum,,,,native,S5,,reported,unobserved,,,,,,,,,,53065,
Erodium cicutarium,(L.) L'Hér. ex Aiton,,common stork's-bill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Erodium,cicutarium,,,,exotic,SNA (2000),,new 2018,observed,,Eli Wilson,UBC,UBC: V44910,,2018-08-18,citizen1,https://www.inaturalist.org/observations/15735864,,47687,
Geranium carolinianum,L.,,Carolina crane's-bill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Geranium,carolinianum,,,,native,S5 (2015),,reported,unobserved,1913-11-02,Fred Perry,UBC,UBC: V45195,,,,,UBC:  West Vancouver near Caulfield,58917,
Geranium dissectum,L.,,cut-leaved crane's-bill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Geranium,dissectum,,,,exotic,SNA (2001),,reported,unobserved,,J.K. Henry,UBC,UBC: V17279,,,,,UBC:  Bowen Island,53075,
Geranium macrorrhizum,L.,,rock crane's-bill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Geranium,macrorrhizum,,,,exotic,not in CDC records,,new 2020,observed,,,,,,2020-05-20,benkeen,https://www.inaturalist.org/observations/44604793,,320685,
Geranium molle,L.,,dove's-foot crane's-bill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Geranium,molle,,,,exotic,SNA (2001),,confirmed,observed,1958-06-22,W.M. Bird,UBC,UBC: V80102,,2021-04-17,benkeen,https://www.inaturalist.org/observations/74291814,,53076,
Geranium pratense,L.,,meadow crane's-bill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Geranium,pratense,,,,exotic,not in CDC records,,new 2021,observed,,,,,,2021-06-01,eschott,https://www.inaturalist.org/observations/81660878,,55722,
Geranium robertianum,L.,,herb Robert,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,Geraniaceae,,,Geranium,robertianum,,,,exotic,SNA (2001),,confirmed,observed,2002-05-23,Helen Kennedy,UBC,UBC: V219764,,2021-05-06,roslynmohr,https://www.inaturalist.org/observations/77677456,,55925,
Ajuga reptans,L.,,carpet bugle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Ajugoideae,,Ajuga,reptans,,,,exotic,SNA (2001),,confirmed,observed,1978-08-15,John Pinder-Moss,UBC,UBC: V166527,,2019-05-01,benkeen,https://www.inaturalist.org/observations/24337952,,56099,
Clinopodium douglasii,(Benth.) Kuntze,,yerba buena,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,,,Clinopodium,douglasii,,,,native,S5 (2015),,confirmed,observed,1993-05-24,Terry Taylor,RBCM,V182030,,2020-09-06,steveansell,https://www.inaturalist.org/observations/66724600,RBCM:  Bowen Island,53203,
Galeopsis tetrahit,L.,,common hemp-nettle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,,Galeopsis,tetrahit,,,,exotic,SNA (2001),,new 2016,observed,,,,,,2016-06-30,hillanddale,https://www.inaturalist.org/observations/9531661,,55979,
Glechoma hederacea,L.,,ground-ivy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Glechoma,hederacea,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-05-08,gwenlh,https://www.inaturalist.org/observations/45327986,,55830,
Lamium galeobdolon,(L.) Crantz,,yellow archangel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,,Lamium,galeobdolon,,,,exotic,SNA (2007),,new 2020,observed,,,,,,2020-04-30,emonty,https://www.inaturalist.org/observations/44474496,,204339,
Lamium purpureum,L.,,red deadnettle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,,Lamium,purpureum,,,,exotic,SNA (2000),,new 2021,observed,,,,,,2021-03-27,raduscurtescu,https://www.inaturalist.org/observations/72235280,,55851,
Lycopus europaeus,L.,,European water-horehound,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Lycopus,europaeus,,,,native,S5 (2019),,new 2021,observed,,,,,,2021-08-29,benkeen,https://www.inaturalist.org/observations/92930111,,133036,
Lycopus uniflorus,Michx.,,northern bugleweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Lycopus,uniflorus,,,,native,S5 (2015),,confirmed,observed,2015-08-00,Fred Perry,UBC,UBC: V49211,,2021-08-05,cgbc,https://www.inaturalist.org/observations/16857648,,77915,
Melissa officinalis,L.,,lemon balm,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Melissa,officinalis,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-07-01,benkeen,https://www.inaturalist.org/observations/85287027,,59901,
Mentha arvensis,L.,,corn mint,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Mentha,arvensis,,,,native,S5 (2015),,new 2018,observed,,,,,,2018-07-14,judithofsquamish,https://www.inaturalist.org/observations/14398923,,58188,
Mentha canadensis,L.,,American cornmint,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Mentha,canadensis,,,,native,S5,,new 2020,observed,,,,,,2020-07-14,benkeen,https://www.inaturalist.org/observations/53116685,,77991,
Origanum vulgare,L.,,oregano,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Origanum,vulgare,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-07-25,benkeen,https://www.inaturalist.org/observations/54331789,,61396,
Prunella vulgaris ssp. lanceolata,L. (W. Bartram) Hultén,,selfheal,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Prunella,vulgaris,,lanceolata,,native,S5 (2019),,reported,unobserved,,,,,,,,,,60213,
Prunella vulgaris ssp. vulgaris,L.,,common selfheal,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Prunella,vulgaris,,vulgaris,,exotic,SNA (2000),,new 2020,observed,,,,,,2020-07-01,microbin,https://www.inaturalist.org/observations/51662280,,81287,
Satureja douglasii,(Benth.) Brig. in Engl. & Prant.,,yerba buena,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,,Satureja,douglasii,,,,native,S5 (2019),,reported,unobserved,1993-05-24,,RBCM,V182030,,,,,RBCM:  Bowen Island,53203,
Scutellaria lateriflora,L.,,side-flowering skullcap,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Scutellarioideae,,Scutellaria,lateriflora,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-17,benkeen,https://www.inaturalist.org/observations/31020809,,79017,
Stachys byzantina,K. Koch,,lamb's ears,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,,Stachys,byzantina,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-03-10,gwenlh,https://www.inaturalist.org/observations/40795478,,127480,
Stachys chamissonis var. cooleyae,Benth. (A. Heller) G. Mulligan & D. Munro,,Cooley's hedge-nettle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Lamioideae,,Stachys,chamissonis,,,cooleyae,native,S5 (2019),,new 2020,observed,,,,,,2020-06-29,pswift57,https://www.inaturalist.org/observations/51545884,,52627,
Pinguicula vulgaris,L.,,common butterwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lentibulariaceae,,,Pinguicula,vulgaris,,,,native,S3S4 (2001),,confirmed,observed,1965-07-29,B. Fraser,UBC,UBC: V158295,,2019-05-30,judithofsquamish,https://www.inaturalist.org/observations/27473970,"UBC:  Garibaldi PP Sentinel Gl foreland, P. vulgaris macroceras iNat does not recognize ssp.",606728,
Utricularia gibba,L.,,humped bladderwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lentibulariaceae,,,Utricularia,gibba,,,,native,S4 (2019),,new 2019,observed,,,,,,2019-08-17,benkeen,https://www.inaturalist.org/observations/31020692,,79464,
Utricularia macrorhiza,Leconte,,common bladderwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lentibulariaceae,,,Utricularia,macrorhiza,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-06-10,benkeen,https://www.inaturalist.org/observations/49192833,,79465,
Utricularia minor,L.,,lesser bladderwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lentibulariaceae,,,Utricularia,minor,,,,native,S5? (2015),,reported,unobserved,1982-08-02,A.A. Rose,UBC,UBC: V176400,,,,,UBC:  NW side of Squamish River Rd at Mile 15,79466,
Ligustrum vulgare,L.,,common privet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Oleaceae,,,Ligustrum,vulgare,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-09-26,benkeen,https://www.inaturalist.org/observations/16953216,,119805,
Castilleja elmeri,Fernald,,elmer indian-paintbrush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Castilleja,elmeri,,,,native,S4 (2015),,reported,unobserved,1961-08-19,E.B. Petersen,UBC,UBC: V97862,,,,,"UBC:  Garibaldi PP Little Diamond Head. see https://www.inaturalist.org/observations/29204903 Mark Egger wrote  """"This looks like the North Cascades form of C. elmeri, which does extend into BC. Did you consider that species?""",147018,
Castilleja hispida var. hispida,Benth.,,harsh indian-paintbrush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Castilleja,hispida,,,hispida,native,S4 (2015),,confirmed,observed,1948-05-11,C.B.W. Rogers,UBC,UBC: V195761,,2015-04-18,steveansell,https://www.inaturalist.org/observations/66762877,UBC:West Vancouver Copper Cove,234938,
Castilleja miniata,Douglas ex Hook.,,giant red indian paintbrush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Castilleja,miniata,,,,native,S5 (2000),,confirmed,observed,1926-08-03,George A. Hardy,RBCM,V008057,,2021-08-08,ibnbattuta,https://www.inaturalist.org/observations/92109372,,76148,
Castilleja parviflora var. albida,Bong.,,small-flower indian-paintbrush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Castilleja,parviflora,,,albida,native,S3S4 (2016),,reported,unobserved,1973-08-27,Vladimir J. Krajina,UBC,UBC: V151750,,,,,UBC:  Garibaldi PP Table Mt.,154246,
Castilleja parviflora var. parviflora,Bong.,,small-flower indian-paintbrush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Castilleja,parviflora,,,parviflora,native,S5,,confirmed,observed,1926-07-25,George A. Hardy,RBCM,V008109,,2018-07-21,judithofsquamish,https://www.inaturalist.org/observations/14677376,UBC:  Garibaldi PP Little Diamond Head,154248,
Castilleja rhexiifolia,Rydb.,,rhexia-leaved indian-paintbrush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Castilleja,rhexiifolia,,,,native,S5 (2015),,reported,unobserved,1964-09-20,Vladimir J. Krajina,UBC,UBC: V108880,,,,,,117513,
Euphrasia nemorosa,(Pers.) Wallr.,,common eyebright,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Euphrasia,nemorosa,,,,exotic,not in CDC records,,new 2018,observed,,,,,,2018-08-18,citizen1,https://www.inaturalist.org/observations/15731477,,118893,
Kopsiopsis hookeri,(Walp.) Govaerts,,small ground-cone,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Kopsiopsis,hookeri,,,,native,S4 (2015),,confirmed,observed,2001-06-05,Frank Lomer,UBC,UBC: V235042,,2012-06-17,judithofsquamish,https://www.inaturalist.org/observations/6040661,,77611,
Melampyrum lineare var. lineare,Desr.,,American cow-wheat,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Melampyrum,lineare,,,lineare,native,S5 (2015),,reported,unobserved,1942-08-18,John W. Eastham,UBC,UBC: V29830,,,,,UBC:  Garibaldi Alpine Lodge,241667,
Pedicularis bracteosa,Benth.,,towering lousewort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Pedicularis,bracteosa,,,,native,S5 (2000),,confirmed,observed,1913-00-00,W. Taylor,UBC,UBC: V30030,,2019-08-25,lenachiasson,https://www.inaturalist.org/observations/31994709,,49646,
Pedicularis racemosa,Douglas ex Benth.,,leafy lousewort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Pedicularis,racemosa,,,,native,S4S5 (2015),,confirmed,observed,1914-00-00,W. Taylor,UBC,UBC: V138985,,2020-08-19,yudel,https://www.inaturalist.org/observations/84275882,UBC:  Garibaldi,78372,
Erythranthe alsinoides,(Benth.) G.L. Nesom & N.S. Fraga,,wingstem monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,alsinoides,,,,native,S4? (2015),,confirmed,observed,1974-05-29,Charles E. Beil,UBC,UBC: V176113,,2011-05-29,hillanddale,https://www.inaturalist.org/observations/9551225,,771843,
Erythranthe caespitosa,(Greene) G.L. Nesom,,large mountain monkey-flower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,caespitosa,,,,native,S5 (2019),,new 2017,observed,,,,,,2017-08-29,sunfishmoonlight,https://www.inaturalist.org/observations/7712117,"iNat also recognizes E. tilingii, but that it doesn't grow in BC or WA. see discussion in observation: https://www.inaturalist.org/observations/31947178",474721,
Erythranthe guttata,(DC.) G.L. Nesom,,seep monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,guttata,,,,native,S5 (2015),,confirmed,observed,1990-05-22,Bev Benedict,UBC,UBC: V207911b,,2021-08-03,jmclatchie,https://www.inaturalist.org/observations/90078299,,470643,
Erythranthe lewisii,(Pursh) G.L. Nesom & N.S. Fraga,,lewis' monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,lewisii,,,,native,S5 (2015),,new 2021,observed,,,,,,2021-08-05,grahamsorenson,https://www.inaturalist.org/observations/90351958,,777190,
Erythranthe microphylla,(Benth.) G.L. Nesom,,small-leaf monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,microphylla,,,,native,S4 (2015),,reported,unobserved,1990-05-22,Bev Benedict,UBC,UBC: V207911a,,,,,UBC:  Horseshoe Bay East side #99,453717,
Erythranthe nasuta,(Greene) G.L. Nesom,,little-yellow monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,nasuta,,,,native,S4S5 (2019),,reported,unobserved,,,,,,,,,,545973,
Callitriche heterophylla var. bolanderi,Pursh (Hegelm.) Calder & Roy L. Taylor,,diverse-leaved water-starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Callitriche,heterophylla,,,bolanderi,native,S4S5 (2020),,reported,unobserved,,,,,,,,,,60158,
Callitriche heterophylla var. heterophylla,Pursh,,northern water-starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Callitriche,heterophylla,,,heterophylla,native,S2S3 (2000),,reported,unobserved,1917-05-05,John Davidson,UBC,UBC: V43619,,,,,,75937,
Callitriche palustris,L.,,narrow-fruited water-starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Callitriche,palustris,,,,native,S5 (2015),,confirmed,observed,1941-09-06,John W. Eastham,UBC,UBC: V7016,,2019-08-20,judithofsquamish,https://www.inaturalist.org/observations/31387531,iNat: needs i.d.,75937,
Collinsia grandiflora,Lindl.,,giant blue-eyed mary,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Collinsia,grandiflora,,,,native,S4 (2015),,confirmed,observed,1897-06-00,Albert J. Hill,UBC,UBC: V30388,,2021-04-21,jbindernagel,https://www.inaturalist.org/observations/74768335,,76409,
Collinsia parviflora,Lindl.,,maiden blue-eyed mary,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Collinsia,parviflora,,,,native,S5 (2015),,confirmed,observed,1974-06-24,Charles E. Beil,UBC,UBC: V176132,,2021-05-08,ahusdon,https://www.inaturalist.org/observations/77939952,,59013,
Cymbalaria muralis,"G. Gaertn., B. Mey. & Scherb.",,ivy-leaved toadflax,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Cymbalaria,muralis,,,,exotic,SNA (2001),,new 2019,observed,,,,,,2019-08-17,benkeen,https://www.inaturalist.org/observations/31025545,,55727,
Digitalis purpurea,L.,,purple foxglove,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Digitalis,purpurea,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-06-20,roslynmohr,https://www.inaturalist.org/observations/83883127,,53983,
Limosella aquatica,L.,,water mudwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Limosella,aquatica,,,,native,S4 (2015),,new 2018,observed,,,,,,2018-07-14,judithofsquamish,https://www.inaturalist.org/observations/14398840,,59016,
Linaria purpurea,(L.) Mill.,,purple toadflax,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Linaria,purpurea,,,,exotic,SNA (2001),,new 2021,observed,,,,,,2021-05-26,sidalcea,https://www.inaturalist.org/observations/80421931,,77778,
Linaria vulgaris,Mill.,,butter-and-eggs,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Linaria,vulgaris,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-08-28,gwenlh,https://www.inaturalist.org/observations/57885728,,50790,
