iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Author,Date observed,Place name,Recorded by
Pteridium aquilinum pubescens,52684,Pteridium aquilinum var. pubescens,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Dennstaedtiineae,,,Dennstaedtiaceae,,,Pteridium,aquilinum,HOWE:8023,49.571817,-123.223838,(L.) Kuhn,2022-08-03,,lauramaypollock
Lycopus uniflorus,77915,Lycopus uniflorus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Lycopus,uniflorus,HOWE:8024,49.530275,-123.217583,Michx.,2019-07-07,,Ben Keen
Asarum caudatum,52858,Asarum caudatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Piperales,,,,Aristolochiaceae,Asaroideae,,Asarum,caudatum,HOWE:8025,49.520417,-123.22185,Lindl.,2020-06-28,,Taylor Justason
Asarum caudatum,52858,Asarum caudatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Piperales,,,,Aristolochiaceae,Asaroideae,,Asarum,caudatum,HOWE:8026,49.520072,-123.221747,Lindl.,2022-03-31,,sarahtown
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,HOWE:8027,49.519131,-123.2157,Bong,2021-06-28,,
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,HOWE:8028,49.520038,-123.223755,Bong,2020-06-28,,Janel Saydam
Cornus unalaschkensis,1096279,Cornus unalaschkensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Cornales,,,,Cornaceae,,,Cornus,unalaschkensis,HOWE:8029,49.518787,-123.214159,Ledeb.,2020-06-28,,Taylor Justason
Cupressus nootkatensis,126792,Cupressus nootkatensis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Cupressus,nootkatensis,HOWE:8030,49.518447,-123.214247,D.Don,2020-06-28,,Taylor Justason
Elliottia pyroliflora,126553,Elliottia pyroliflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Phyllodoceae,Elliottia,pyroliflora,HOWE:8031,49.516817,-123.21202,(Bong.) S.W. Brim & P.F. Stevens,2020-06-28,,Taylor Justason
Maianthemum racemosum amplexicaule,53012,Maianthemum racemosum ssp. amplexicaule,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,racemosum,HOWE:8032,49.52012,-123.221917,(L.) Link,2019-06-02,,kadbury
Maianthemum racemosum amplexicaule,53012,Maianthemum racemosum ssp. amplexicaule,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,racemosum,HOWE:8033,49.520246,-123.221785,(L.) Link,2020-06-28,,Taylor Justason
Monotropa hypopitys,59986,Monotropa hypopitys,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,HOWE:8034,49.518403,-123.21325,L.,2021-07-25,,kristinop
Orthilia secunda,78288,Orthilia secunda,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Orthilia,secunda,HOWE:8035,49.519567,-123.214913,L.,2020-06-28,,Taylor Justason
Orthilia secunda,78288,Orthilia secunda,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Orthilia,secunda,HOWE:8036,49.518414,-123.213394,L.,2020-06-28,,Taylor Justason
Rhododendron albiflorum,126556,Rhododendron albiflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,albiflorum,HOWE:8037,49.516525,-123.211808,Hook.,2020-06-28,,Taylor Justason
Rhododendron menziesii,553849,Rhododendron menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Ericoideae,Rhodoreae,Rhododendron,menziesii,HOWE:8038,49.518342,-123.214041,Craven,2020-06-28,,Taylor Justason
Rubus pedatus,130220,Rubus pedatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,pedatus,HOWE:8039,49.519667,-123.218483,Sm.,2020-06-28,,Taylor Justason
Rubus pedatus,130220,Rubus pedatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,pedatus,HOWE:8040,49.519717,-123.215322,Sm.,2020-06-28,,Taylor Justason
Rubus spectabilis,47543,Rubus spectabilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,spectabilis,HOWE:8041,49.518342,-123.214364,Pursh,2020-06-28,,Taylor Justason
Streptopus amplexifolius,79273,Streptopus amplexifolius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Streptopoideae,,Streptopus,amplexifolius,HOWE:8042,49.519797,-123.214653,(L.) DC.,2020-06-28,,Taylor Justason
Tiarella trifoliata trifoliata,51649,Tiarella trifoliata var. trifoliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Tiarella,trifoliata,HOWE:8043,49.518713,-123.214187,L.,2020-06-28,,Taylor Justason
Tiarella trifoliata trifoliata,51649,Tiarella trifoliata var. trifoliata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Tiarella,trifoliata,HOWE:8044,49.520461,-123.219787,L.,2020-06-28,,Taylor Justason
Vaccinium membranaceum,48347,Vaccinium membranaceum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,membranaceum,HOWE:8045,49.519622,-123.217736,Douglas ex Torr.,2020-06-28,,Taylor Justason
Abies amabilis,75240,Abies amabilis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Abies,amabilis,HOWE:8046,49.516344,-123.211633,Douglas ex J. Forbes,2020-06-28,,Taylor Justason
Abies amabilis,75240,Abies amabilis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Abies,amabilis,HOWE:8047,49.51572,-123.213993,Douglas ex J. Forbes,2020-06-28,,Taylor Justason
Luetkea pectinata,77842,Luetkea pectinata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Spiraeeae,Luetkea,pectinata,HOWE:8048,49.51322,-123.213251,(Pursh) Kuntze.,2020-06-28,,Taylor Justason
Micranthes ferruginea,78024,Micranthes ferruginea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Micrantheae,Micranthes,ferruginea,HOWE:8049,49.512089,-123.210492,(Graham) Brouillet & Gornall,2020-06-28,,Taylor Justason
Rubus spectabilis,47543,Rubus spectabilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,spectabilis,HOWE:8050,49.515719,-123.214151,Pursh,2020-06-28,,Taylor Justason
Sambucus racemosa arborescens,543175,Sambucus racemosa var. arborescens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Viburnaceae,,,Sambucus,racemosa,HOWE:8051,49.515538,-123.214324,L.,2020-06-28,,Taylor Justason
Spinulum annotinum,204168,Spinulum annotinum,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,,Lycopodiaceae,Lycopodioideae,,Spinulum,annotinum,HOWE:8052,49.514339,-123.213617,(L.) A. Haines,2020-06-28,,Taylor Justason
Streptopus amplexifolius,79273,Streptopus amplexifolius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Streptopoideae,,Streptopus,amplexifolius,HOWE:8053,49.511861,-123.212158,(L.) DC.,2020-06-28,,Taylor Justason
Vaccinium ovalifolium,63820,Vaccinium ovalifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,ovalifolium,HOWE:8054,49.514031,-123.213806,Sm.,2020-06-28,,Taylor Justason
Actaea rubra,49870,Actaea rubra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Ranunculaceae,Ranunculoideae,Actaeeae,Actaea,rubra,HOWE:8055,49.486722,-123.223358,(Alton) Willd.,2020-05-22,,Taylor Justason
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:8056,49.48131,-123.214808,(L.) Benth. & Hook.,2020-08-09,,jfclarke
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:8057,49.48228,-123.217587,(L.) Benth. & Hook.,2022-09-03,,Mavaddat Javid
Chimaphila menziesii,62238,Chimaphila menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Chimaphila,menziesii,HOWE:8058,49.482728,-123.21702,(R. Br. ex D. Don) Spreng,2022-09-19,,cchurch99
Claytonia sibirica,55767,Claytonia sibirica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,sibirica,HOWE:8059,49.486558,-123.222459,L.,2020-07-14,,allyt
Claytonia sibirica,55767,Claytonia sibirica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,sibirica,HOWE:8060,49.486402,-123.222615,L.,2022-06-11,,hayleyeweb
Claytonia sibirica,55767,Claytonia sibirica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Montiaceae,,,Claytonia,sibirica,HOWE:8061,49.483535,-123.220562,L.,2022-07-23,,mgenuist
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,HOWE:8062,49.481293,-123.214007,Bong,2021-06-26,,Eric Hagen
Dicentra formosa formosa,51049,Dicentra formosa ssp. formosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,,Papaveraceae,Fumarioideae,Corydaleae,Dicentra,formosa,HOWE:8063,49.486426,-123.222654,(Haw.) Walp.,2022-06-11,,hayleyeweb
Hemitomes congestum,54663,Hemitomes congestum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Hemitomes,congestum,HOWE:8064,49.482055,-123.212053,A. Gray,2020-09-08,,kristinop
Linnaea borealis longiflora,81026,Linnaea borealis ssp. longiflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Linnaeoideae,,Linnaea,borealis,HOWE:8065,49.482508,-123.220262,L.,2021-08-11,,Taylor Justason
Lycopodium clavatum,77914,Lycopodium clavatum,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,,Lycopodiaceae,Lycopodioideae,,Lycopodium,clavatum,HOWE:8066,49.481342,-123.213906,L.,2022-09-03,,Mavaddat Javid
Monotropa hypopitys,59986,Monotropa hypopitys,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,HOWE:8067,49.48265,-123.210647,L.,2022-09-03,,Mavaddat Javid
Monotropa hypopitys,59986,Monotropa hypopitys,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,HOWE:8068,49.483375,-123.210022,L.,2021-07-09,,terphead02
Monotropa hypopitys,59986,Monotropa hypopitys,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,HOWE:8069,49.482075,-123.213131,L.,2020-08-09,,Steve Ansell
Nothochelone nemorosa,78231,Nothochelone nemorosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Cheloneae,Nothochelone,nemorosa,HOWE:8070,49.482464,-123.216056,(Dougl. ex Lindl.) Straw,2017-08-11,,Steve Ansell
Nothochelone nemorosa,78231,Nothochelone nemorosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Cheloneae,Nothochelone,nemorosa,HOWE:8071,49.482012,-123.21277,(Dougl. ex Lindl.) Straw,2020-08-09,,Steve Ansell
Oplopanax horridus,83914,Oplopanax horridus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Araliaceae,,,Oplopanax,horridus,HOWE:8072,49.482341,-123.210879,(Sm.) Miq.,2012-08-04,,lhurteau
Pyrola picta,62239,Pyrola picta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Pyrola,picta,HOWE:8073,49.481835,-123.213427,Sm.,2020-08-09,,Steve Ansell
Rubus spectabilis,47543,Rubus spectabilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,spectabilis,HOWE:8074,49.486552,-123.222307,Pursh,2020-07-14,,allyt
Rubus spectabilis,47543,Rubus spectabilis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Rubeae,Rubus,spectabilis,HOWE:8075,49.486469,-123.222633,Pursh,2020-05-22,,Taylor Justason
Digitalis purpurea,53983,Digitalis purpurea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Digitalideae,Digitalis,purpurea,HOWE:8076,49.478058,-123.223378,L.,2022-09-03,,Mavaddat Javid
Equisetum telmateia braunii,57032,Equisetum telmateia ssp. braunii,Plantae,Tracheophyta,,,Polypodiopsida,Equisetidae,,Equisetales,,,,Equisetaceae,,,Equisetum,telmateia,HOWE:8077,49.476378,-123.222231,Ehrh.,2022-08-13,,Ola Pytkowski
Ilex aquifolium,53856,Ilex aquifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Aquifoliales,,,,Aquifoliaceae,,,Ilex,aquifolium,HOWE:8078,49.473784,-123.222481,L.,2022-06-11,,hayleyeweb
Ilex aquifolium,53856,Ilex aquifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Aquifoliales,,,,Aquifoliaceae,,,Ilex,aquifolium,HOWE:8079,49.47377,-123.222328,L.,2021-11-26,,keevafitzpatrick
Streptopus amplexifolius,79273,Streptopus amplexifolius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Streptopoideae,,Streptopus,amplexifolius,HOWE:8080,49.477178,-123.222903,(L.) DC.,2020-05-22,,Taylor Justason
Streptopus amplexifolius,79273,Streptopus amplexifolius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Liliaceae,Streptopoideae,,Streptopus,amplexifolius,HOWE:8081,49.473236,-123.222289,(L.) DC.,2020-05-22,,Taylor Justason
Struthiopteris spicant,774894,Struthiopteris spicant,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,Blechnaceae,,,Struthiopteris,spicant,HOWE:8082,49.474655,-123.221214,(L.) F.W. Weiss,2021-11-26,,keevafitzpatrick
Abies amabilis,75240,Abies amabilis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Abies,amabilis,HOWE:8083,49.467556,-123.217175,Douglas ex J. Forbes,2020-05-29,,Taylor Justason
Alnus alnobetula sinuata,939032,Alnus alnobetula ssp. sinuata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Alnus,alnobetula,HOWE:8084,49.464783,-123.221808,(Ehrh.) K.Koch,2020-05-29,,Taylor Justason
Arctostaphylos uva-ursi,68049,Arctostaphylos uva-ursi,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Arbutoideae,,Arctostaphylos,uva-ursi,HOWE:8085,49.466364,-123.213958,(L.) Spreng.,2020-05-29,,Taylor Justason
Boykinia occidentalis,68213,Boykinia occidentalis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Boykinieae,Boykinia,occidentalis,HOWE:8086,49.463147,-123.218522,Torr. & A. Gray,2017-07-26,,Adam Huggins
Campanula alaskana,967218,Campanula alaskana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Campanula,alaskana,HOWE:8087,49.463147,-123.218338,L.,2017-07-26,,Adam Huggins
Corallorhiza striata,50708,Corallorhiza striata,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,striata,HOWE:8088,49.467269,-123.215791,Lindl.,2021-07-16,,garethwheatley
Goodyera oblongifolia,50719,Goodyera oblongifolia,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Cranichideae,Goodyera,oblongifolia,HOWE:8089,49.464797,-123.222047,Raf.,2020-05-29,,Taylor Justason
Nothochelone nemorosa,78231,Nothochelone nemorosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Cheloneae,Nothochelone,nemorosa,HOWE:8090,49.464755,-123.215745,(Dougl. ex Lindl.) Straw,2017-07-26,,Adam Huggins
Pinus monticola,68084,Pinus monticola,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,Pinoideae,,Pinus,monticola,HOWE:8091,49.466728,-123.219578,Douglas ex. D. Don,2020-05-29,,Taylor Justason
Pseudotsuga menziesii menziesii,63910,Pseudotsuga menziesii var. menziesii,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Pseudotsuga,menziesii,HOWE:8092,49.467556,-123.216947,(Mirb.) Franco,2020-05-29,,Taylor Justason
Vaccinium ovalifolium,63820,Vaccinium ovalifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,ovalifolium,HOWE:8093,49.46715,-123.219297,Sm.,2020-05-29,,Taylor Justason
Adiantum aleuticum aleuticum,947668,Adiantum aleuticum var. aleuticum,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Pteridineae,,,Pteridaceae,Vittarioideae,,Adiantum,aleuticum,HOWE:8094,49.459031,-123.210412,(Rupr.) Paris,2017-07-26,,Adam Huggins
Chimaphila umbellata,62236,Chimaphila umbellata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Chimaphila,umbellata,HOWE:8095,49.460926,-123.218238,(L.) W.P.C. Barton,2017-07-26,,Adam Huggins
Moneses uniflora,60376,Moneses uniflora,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Monotropoideae,,Moneses,uniflora,HOWE:8096,49.456352,-123.216629,(L.) A. Gray,2015-06-08,,Peter
Nothochelone nemorosa,78231,Nothochelone nemorosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Cheloneae,Nothochelone,nemorosa,HOWE:8097,49.45898,-123.21115,(Dougl. ex Lindl.) Straw,2020-08-19,,Liz
Penstemon serrulatus,143674,Penstemon serrulatus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Plantaginaceae,,Cheloneae,Penstemon,serrulatus,HOWE:8098,49.460003,-123.21457,Menzies ex Sm.,2017-07-26,,Adam Huggins
Corallorhiza mertensiana,49444,Corallorhiza mertensiana,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Epidendroideae,Epidendreae,Corallorhiza,mertensiana,HOWE:8099,49.449656,-123.219719,Bong,2015-06-08,,Peter
Triantha occidentalis brevistyla,238899,Triantha occidentalis ssp. brevistyla,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Tofieldiaceae,,,Triantha,occidentalis,HOWE:8100,49.44041,-123.2113,(S. Watson) R.R. Gates,2016-08-13,"Cypress Mountain, near Yew Lake","Qianshi Lin, Evan Hersh"
Triantha occidentalis brevistyla,238899,Triantha occidentalis ssp. brevistyla,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Tofieldiaceae,,,Triantha,occidentalis,HOWE:8101,49.44041,-123.2113,(S. Watson) R.R. Gates,2016-08-13,"Cypress Mountain, near Yew Lake","Qianshi Lin, Evan Hersh"
Triantha occidentalis brevistyla,238899,Triantha occidentalis ssp. brevistyla,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Tofieldiaceae,,,Triantha,occidentalis,HOWE:8102,49.44041,-123.2113,(S. Watson) R.R. Gates,2016-08-13,"Cypress Mountain, near Yew Lake","Qianshi Lin, Evan Hersh"
Drosera rotundifolia,52658,Drosera rotundifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Droseraceae,,,Drosera,rotundifolia,HOWE:8103,49.409497,-123.21961,L.,2013-07-21,,imaggini
Micranthes ferruginea,78024,Micranthes ferruginea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Micrantheae,Micranthes,ferruginea,HOWE:8104,49.411945,-123.221763,(Graham) Brouillet & Gornall,2021-07-15,,Maddie Edmonds
Abies amabilis,75240,Abies amabilis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Abies,amabilis,HOWE:8105,49.400464,-123.210839,Douglas ex J. Forbes,2021-06-25,,John D Reynolds
Abies amabilis,75240,Abies amabilis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Abies,amabilis,HOWE:8106,49.401325,-123.209992,Douglas ex J. Forbes,2021-06-25,,John D Reynolds
Abies amabilis,75240,Abies amabilis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Abies,amabilis,HOWE:8107,49.401333,-123.210061,Douglas ex J. Forbes,2020-09-02,,John D Reynolds
Abies amabilis,75240,Abies amabilis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Abies,amabilis,HOWE:8108,49.40456,-123.21279,Douglas ex J. Forbes,2016-08-06,,Derek Killby
Alnus alnobetula sinuata,939032,Alnus alnobetula ssp. sinuata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Alnus,alnobetula,HOWE:8109,49.404278,-123.210517,(Ehrh.) K.Koch,2020-06-10,,Kat Milligan
Alnus rubra,56034,Alnus rubra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Alnus,rubra,HOWE:8110,49.403473,-123.2099,Bong.,2022-08-26,,John D Reynolds
Alnus rubra,56034,Alnus rubra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Alnus,rubra,HOWE:8111,49.402825,-123.209717,Bong.,2020-09-02,,John D Reynolds
Alnus rubra,56034,Alnus rubra,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,,Betulaceae,,,Alnus,rubra,HOWE:8112,49.402817,-123.209708,Bong.,2020-09-02,,John D Reynolds
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:8113,49.400517,-123.210237,(L.) Benth. & Hook.,2022-09-03,,mickbyseacliff
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:8114,49.406495,-123.211083,(L.) Benth. & Hook.,2021-08-28,,Lindsay Lalach
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:8115,49.403747,-123.210114,(L.) Benth. & Hook.,2021-08-28,,John D Reynolds
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:8116,49.40432,-123.210188,(L.) Benth. & Hook.,2019-07-19,,Derek
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:8117,49.399489,-123.220368,(L.) Benth. & Hook.,2013-08-16,,James Maughn
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:8118,49.404708,-123.210687,(L.) Benth. & Hook.,2022-09-20,,Yousif Attia
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:8119,49.404883,-123.211209,(L.) Benth. & Hook.,2018-07-08,,Zoë Davis
Anaphalis margaritacea,52833,Anaphalis margaritacea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Anaphalis,margaritacea,HOWE:8120,49.404072,-123.211441,(L.) Benth. & Hook.,2022-08-26,,John D Reynolds
