gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
543708390	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:2631	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	2631		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:32.073Z	StillImage	COORDINATE_ROUNDED
543708389	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:2630	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	2630		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:32.073Z	StillImage	COORDINATE_ROUNDED
543708387	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:2629	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	2629		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:32.070Z	StillImage	COORDINATE_ROUNDED
543708386	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:2628	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	2628		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:32.072Z	StillImage	COORDINATE_ROUNDED
543708385	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:2627	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	2627		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:32.048Z	StillImage	COORDINATE_ROUNDED
543708384	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:2626	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	2626		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:32.046Z	StillImage	COORDINATE_ROUNDED
543708383	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:2625	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	2625		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:32.070Z	StillImage	COORDINATE_ROUNDED
543708382	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:2624	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	2624		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:32.071Z	StillImage	COORDINATE_ROUNDED
543708381	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:2623	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	2623		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:32.080Z	StillImage	COORDINATE_ROUNDED
543708380	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:2622	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	2622		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:32.072Z	StillImage	COORDINATE_ROUNDED
543708379	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:2621	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	2621		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:32.072Z	StillImage	COORDINATE_ROUNDED
543708378	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:2620	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	2620		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:32.073Z	StillImage	COORDINATE_ROUNDED
543699255	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:1628	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	1628		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:31.563Z	StillImage	COORDINATE_ROUNDED
543699244	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:1627	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	1627		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:31.585Z	StillImage	COORDINATE_ROUNDED
543699233	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:1626	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	1626		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:31.563Z	StillImage	COORDINATE_ROUNDED
543699222	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:1625	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	1625		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:31.563Z	StillImage	COORDINATE_ROUNDED
543699211	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:1624	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	1624		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:31.563Z	StillImage	COORDINATE_ROUNDED
543699200	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:1623	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	1623		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:31.563Z	StillImage	COORDINATE_ROUNDED
543699189	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:1622	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	SUA	1622		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:31.503Z	StillImage	COORDINATE_ROUNDED
543699178	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:SUA:1621	Animalia	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus	Anaxyrus boreas	boreas	SUBSPECIES	Bufo boreas boreas	Bufo boreas boreas		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558											5217055	2422924	PRESERVED_SPECIMEN	CAS	SUA	1621				CC0_1_0		J.O. Snyder and V. Burke			2023-11-06T00:09:31.531Z	StillImage	COORDINATE_ROUNDED
543477895	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:HERP:13307	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	HERP	13307		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder			2023-11-06T00:09:47.102Z	StillImage	COORDINATE_ROUNDED
543477884	cece4fc2-1fec-4bb5-a335-7252548e3f0b	urn:catalog:CAS:HERP:13306	Animalia	Chordata	Amphibia	Caudata	Plethodontidae	Aneides	Aneides vagrans		SPECIES	Aneides vagrans Wake & Jackman, 1999	Aneides vagrans		CA	Union Bay	British Columbia	PRESENT		66522820-055c-11d8-b84e-b8a03c50a862	49.772102	-123.174558							1906-05-16T00:00:00	16	5	1906	2431710	2431710	PRESERVED_SPECIMEN	CAS	HERP	13306		J.V. Vindum	2013-01-03T00:00:00	CC0_1_0		J.O. Snyder			2023-11-06T00:09:47.091Z	StillImage	COORDINATE_ROUNDED
4426670306	6cb6ab2b-b5ac-4134-9b25-574dcfcbef09	387673	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	Megaptera novaeangliae	(Borowski, 1781)	CA	British Columbia, Canada		PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	49.416456	-123.280814	1.11	1.0E-5					2023-09-08T12:06:00	8	9	2023	5220086	5220086	HUMAN_OBSERVATION	Happywhale.com	1765	https://happywhale.com/individual/4302;enc=387673	1765_18363	Tobin Sparling	2023-09-08T12:06:00	CC0_1_0		Tobin Sparling			2023-10-16T16:22:36.043Z	StillImage	COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
4426667499	6cb6ab2b-b5ac-4134-9b25-574dcfcbef09	392137	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	Megaptera novaeangliae	(Borowski, 1781)	CA	British Columbia, Canada		PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	49.400585	-123.283081	1.11	1.0E-5					2023-09-24T07:48:58	24	9	2023	5220086	5220086	HUMAN_OBSERVATION	Happywhale.com	1765	https://happywhale.com/individual/7208;enc=392137	1765_29891	MS Fridtjof Nansen	2023-09-24T07:48:58	CC0_1_0		MS Fridtjof Nansen			2023-10-16T16:22:37.366Z	StillImage	COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
4426663614	6cb6ab2b-b5ac-4134-9b25-574dcfcbef09	395070	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	Megaptera novaeangliae	(Borowski, 1781)	CA	British Columbia, Canada		PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	49.347152	-123.455172	111319.49	1.0					2023-10-07T13:56:01	7	10	2023	5220086	5220086	HUMAN_OBSERVATION	Happywhale.com	1765	https://happywhale.com/individual/3325;enc=395070	1765_6743	Diana Izdebski	2023-10-07T13:56:01	CC0_1_0		Diana Izdebski			2023-10-16T16:24:03.865Z	StillImage	COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
4411119372	6cb6ab2b-b5ac-4134-9b25-574dcfcbef09	381867	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	Megaptera novaeangliae	(Borowski, 1781)	CA	British Columbia, Canada		PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	49.382203	-123.273253	111319.49	1.0					2023-05-26T11:20:00	26	5	2023	5220086	5220086	HUMAN_OBSERVATION	Happywhale.com	1765	https://happywhale.com/individual/72413;enc=381867	1765_43302	Tu T Nguyen	2023-05-26T11:20:00	CC0_1_0		Tu T Nguyen			2023-10-16T16:24:01.048Z	StillImage	COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
4174003365	e0da2d53-86f0-440c-a11a-42ffb0b3fd3e	371462	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Orcinus	Orcinus orca		SPECIES	Orcinus orca (Linnaeus, 1758)	Orcinus orca	(Linnaeus, 1758)	CA	British Columbia, Canada		PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	49.392609	-123.500632	111319.49	1.0					2021-12-22T00:00:00	22	12	2021	2440483	2440483	HUMAN_OBSERVATION	Happywhale.com	1718	https://happywhale.com/encounter/371462	1718_98006		2021-12-22T00:00:00	CC0_1_0		Kelly ouellette			2023-10-16T14:56:10.664Z	StillImage	COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
4130760114	6cb6ab2b-b5ac-4134-9b25-574dcfcbef09	361000	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	Megaptera novaeangliae	(Borowski, 1781)	CA	British Columbia, Canada		PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	49.329234	-123.276901	1.11	1.0E-5					2023-05-13T17:23:09	13	5	2023	5220086	5220086	HUMAN_OBSERVATION	Happywhale.com	1765	https://happywhale.com/individual/73874;enc=361000	1765_39826	Jill Franceschini	2023-05-13T17:23:09	CC0_1_0		Jill Franceschini			2023-10-16T16:22:27.175Z	StillImage	COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
3410849823	6cb6ab2b-b5ac-4134-9b25-574dcfcbef09	241220	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera	Megaptera novaeangliae		SPECIES	Megaptera novaeangliae (Borowski, 1781)	Megaptera novaeangliae	(Borowski, 1781)	CA	British Columbia, Canada		PRESENT	1	67b2263f-6990-4d9d-b32b-20aa72ef4fbc	49.390041	-123.276541	111319.49	1.0					2021-10-09T13:33:37	9	10	2021	5220086	5220086	HUMAN_OBSERVATION	Happywhale.com	1765	https://happywhale.com/individual/72269;enc=241220	1765_72459	Audra Brousseau	2021-10-09T13:33:37	CC0_1_0		Audra Brousseau			2023-10-16T16:23:31.008Z	StillImage	COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
