Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Veronica scutellata,L.,marsh speedwell,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Plantaginaceae,,native,S5 (2015),documented,2000-06-12,H. Roemer,ER 128 Inventory,2015-07-02,L. Magner & A. Simon,http://www.inaturalist.org/observations/2561852,https://static.inaturalist.org/photos/2854142/medium.png?1452152487,,61112,PLA
Veronica serpyllifoliavar.humifusa,(Dicks.) Syme,bright blue speedwell,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Plantaginaceae,,native,S5 (2015),new 2017,,,,2015-05-04,L. Magner & A. Simon,http://www.inaturalist.org/observations/2569367,https://static.inaturalist.org/photos/2865028/medium.JPG?1452410677,,55749,PLA
Veronica serpyllifolia var. serpyllifolia,L.,thyme-leaved speedwell,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Plantaginaceae,,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2016-05-06,A. Simon,http://www.inaturalist.org/observations/3116792,https://static.inaturalist.org/photos/3604035/medium.JPG?1462592698,,181574,PLA
Verbascum phlomoides,L.,common mullein,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Scrophulariaceae,,exotic,unlisted,undocumented,1992-07-23,T. M. Taylor,UBC,,,,,,,PLA
Verbascum thapsus,L.,great mullein,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Scrophulariaceae,,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2015-08-05,A. Simon,http://www.inaturalist.org/observations/2599978,https://static.inaturalist.org/photos/2903223/medium.JPG?1453246591,,59029,PLA
Euphorbia characias,L.,Mediterranean spurge,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Euphorbiaceae,,exotic,unlisted,new 2016,,,,2016-02-12,A. Simon,http://www.inaturalist.org/observations/2676463,https://static.inaturalist.org/photos/3007333/large.JPG?1455350921,,181594,PLA
Euphorbia characias ssp. wulfenii,(Hoppe ex W.D.J. Koch) Radcl.-Sm.,evergreen spurge,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Euphorbiaceae,,exotic,unlisted,undocumented,2017-05-27,A. J. Wright,Bioblitz Galiano 2017,,,,,,,PLA
Euphorbia cyparissias,L.,Cypress spurge,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Euphorbiaceae,,exotic,unlisted,new 2017,,,,2017-05-08,A. Simon,https://www.inaturalist.org/observations/6217454,https://static.inaturalist.org/photos/7810557/medium.jpeg?1494824315,,55766,PLA
Euphorbia peplus,L.,petty spurge,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Euphorbiaceae,,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2016-06-02,A. Simon,http://www.inaturalist.org/observations/3382906,https://static.inaturalist.org/photos/3909108/medium.JPG?1465087304,,57036,PLA
Hypericum anagalloides,Cham. & Schltdl.,bog St. John’s wort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Hypericaceae,,native,S4 (2015),documented,,H. Janszen,Private List Aug 26 2001,2015-05-28,L. Magner & A. Simon,http://www.inaturalist.org/observations/2563634,https://static.inaturalist.org/photos/2856589/medium.png?1452219159,,61032,PLA
Hypericum calycinium,L.,Rose-of-Sharon,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Hypericaceae,,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2016-06-02,A. Simon,http://www.inaturalist.org/observations/3382761,https://static.inaturalist.org/photos/3908990/medium.JPG?1465086445,,77481,PLA
Hypericum perforatum,L.,common St John's wort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Hypericaceae,,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2015-06-24,L. Magner & A. Simon,http://www.inaturalist.org/observations/2564145,https://static.inaturalist.org/photos/2857223/medium.JPG?1452235620,,56077,PLA
Populus alba,L.,European white poplar,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Salicaceae,,exotic,unlisted,new 2016,,,,2016-08-21,A. Huggins,http://www.inaturalist.org/observations/3934419,https://static.inaturalist.org/photos/4632018/medium.jpg?1471810372,,47570,PLA
Populus nigra,L.,black poplar,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Salicaceae,,exotic,unlisted,new 2017,,,,2017-05-27,A. Simon,https://www.inaturalist.org/observations/6411171,https://static.inaturalist.org/photos/8088322/medium.jpeg?1496020853,,47565,PLA
Populus tremuloides,Michx.,trembling aspen,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Salicaceae,,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2015-02-15,A. Simon,http://www.inaturalist.org/observations/2564997,https://static.inaturalist.org/photos/2858580/medium.JPG?1452280730,Presence of putative susbspecies Populus tremuloides var. vancouveriana still in question.,54840,PLA
Populus trichocarpa,Torr. & A. Gray,black cottonwood,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Salicaceae,,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2016-03-03,A. Simon,http://www.inaturalist.org/observations/2763298,https://static.inaturalist.org/photos/3127479/medium.JPG?1457574548,,78699,PLA
Salix amygdaloides,Andersson,peachleaf willow,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Salicaceae,,exotic,unlisted,undocumented,1978,C. J. Clement,RBCM,,,,,North American species reported here outside of natural range; probably a part of the boreal element around the bog,,PLA
Salix hookeriana,Barratt ex Hook.,Hooker’s willow,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Salicaceae,,native,S5,undocumented,2017-05-27,H. Janszen,Bioblitz Galiano 2017,,,,,,,PLA
Salix lucida var. lasiandra,Benth.,Pacific willow,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Salicaceae,,native,S5 (2000),documented,1995-05-11,H. Roemer,UBC,2016-07-31,A. Huggins,http://www.inaturalist.org/observations/3779790,https://static.inaturalist.org/photos/4408472/medium.jpg?1470009791,,54846,PLA
Salix scouleriana,Barratt ex Hook.,Scouler's willow,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Salicaceae,,native,S5,documented,1980-04-12,H. Janszen,ER 128 Inventory,2015-06-05,L. Magner & A. Simon,http://www.inaturalist.org/observations/2563511,https://static.inaturalist.org/photos/2856385/medium.JPG?1452216005,,71076,PLA
Salix sitchensis,Sanson ex Bong.,sitka willow,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Salicaceae,,native,S5 (2015),documented,1980-04-12,H. Janszen,ER 128 Inventory,2016-06-05,A. Simon,http://www.inaturalist.org/observations/3414591,https://static.inaturalist.org/photos/3953395/medium.JPG?1465435426,,61100,PLA
Viola macloskeyi,F.E. Lloyd,small white violet,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Violaceae,,native,S5 (2015),undocumented,2000-06-12,H. Roemer,RBCM,,,,,,,PLA
Viola odorata,L.,sweet violet,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Violaceae,,exotic,unlisted,undocumented,1989-04-06,G. B. Straley,UBC,,,,,,,PLA
Viola palustris var. palustris,L.,alpine marsh violet,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Violaceae,,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2017-05-27,A. J. Wright,https://www.inaturalist.org/observations/6412034,https://static.inaturalist.org/photos/8091197/medium.jpeg?1496028036,,79514,PLA
Viola sempervirens,Greene,redwood violet,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malpighiales,,,Violaceae,,native,S4 (2015),documented,,H. Janszen,Private List Aug 26 2001,2016-04-05,A. Colwell,http://www.inaturalist.org/observations/2889817,https://static.inaturalist.org/photos/3303779/medium.jpg?1459965953,,55342,PLA
Cistus sp.,,rockrose,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malvales,,,Cistaceae,,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Althaea rosea,(L.) Cav.,common hollyhock,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malvales,,,Malvaceae,,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Malva moschata,L.,musk mallow,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malvales,,,Malvaceae,,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Malva neglecta,Wallr.,common mallow,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malvales,,,Malvaceae,,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Daphne laureola,L.,spurge laurel,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Malvales,,,Thymelaeaceae,,exotic,unlisted,documented,1989-04-06,G. B. Straley,UBC,2016-01-20,A. Simon,http://www.inaturalist.org/observations/2602959,https://static.inaturalist.org/photos/2908159/medium.JPG?1453354708,,127391,PLA
Eucalyptus sp.,,eucalyptus,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Myrtaceae,,,,new 2016,,,,2016-08-26,A. Simon,http://www.inaturalist.org/observations/3971643,https://static.inaturalist.org/photos/4683128/large.jpeg?1472273363,,,PLA
Chamerion angustifolium,(L.) Holub,fireweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S5 (2015),documented,,H. Janszen,Private List Aug 26 2001,2015-05-31,L. Magner & A. Simon,http://www.inaturalist.org/observations/2663711,https://static.inaturalist.org/photos/2993920/large.JPG?1455079244,,564969,PLA
Circaea alpina,L.,alpine enchanter's-nightshade,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S4 (2011),documented,1980-04-12,H. Janszen,ER 128 Inventory,2015-05-04,L. Magner & A. Simon,http://www.inaturalist.org/observations/2561121,https://static.inaturalist.org/photos/2853051/medium.png?1452128435,,76342,PLA
Circaea alpina ssp. pacifica,(Asch. & Magnus) P.H. Raven,raven enchanter’s nightshade,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S4 (2011),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Clarkia amoena var. caurina,(Abrams ex Piper) C.L. Hitchc.,farewell-to-spring,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S3S4 N3N4,documented,2004-07-12,H. Roemer,RBCM,2017-05-26,A. Simon,https://www.inaturalist.org/observations/6411597,https://static.inaturalist.org/photos/8090333/medium.jpeg?1496024906,,235283,PLA
Clarkia amoena var. lindleyi,(Douglas) C.L. Hitchc.,farewell-to-spring,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S3S4 N3 Vulnerable in Canada,new 2017,,,,2017-05-29,A. J. Wright & A. Simon,https://www.inaturalist.org/observations/6434828,https://static.inaturalist.org/photos/8126317/medium.jpeg?1496174763,,235285,PLA
Epilobium brachycarpum,C. Presl,tall annual willowherb,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2017-04-30,A. Simon,https://www.inaturalist.org/observations/6047549,https://static.inaturalist.org/photos/7577615/medium.jpeg?1493700121,,52971,PLA
Epilobium ciliatum,Raf.,fringed willowherb,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S5,documented,2000-06-12,H. Roemer,ER 128 Inventory,2016-07-21,A. Simon,http://www.inaturalist.org/observations/3719859,https://static.inaturalist.org/photos/4323288/large.jpeg?1469177709,,53050,PLA
Epilobium ciliatum ssp. watsonii,(Barbey) Hoch & P.H. Raven,purple-leaved willowherb,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S4,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Epilobium densiflorum,(Lindl.) Hoch & P.H. Raven,denseflower willowherb,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S1 (2010),new 2016,,,,2016-07-20,A. Huggins,http://www.inaturalist.org/observations/3711497,https://static.inaturalist.org/photos/4311895/medium.jpeg?1469054141,Previously thought to have been extirpated from the southern Gulf Islands.,57149,PLA
Epilobium foliosum,(Torr. & A. Gray) Suksd.,California Willowherb,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S4S5,new 2017,,,,2016-05-09,A. Simon,http://www.inaturalist.org/observations/3649882,https://static.inaturalist.org/photos/4222555/medium.JPG?1468099842,,76829,PLA
Epilobium minutum,Lindl. ex Lehm.,little willowherb,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S5,documented,1986-08-16,W. J. Crins,UBC,2015-04-04,A. Simon,http://www.inaturalist.org/observations/2567455,https://static.inaturalist.org/photos/2863394/medium.JPG?1452387469,,57150,PLA
Epilobium watsonii var. occidentale,(Trel.) C.L. Hitchc.,raven purple-leaved willowherb,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,?,?,undocumented,1986-08-16,W. J. Crins,UBC,,,,,,,PLA
Ludwigia palustris,(L.) Elliott,water purslane,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Onagraceae,,native,S3S4 (2001),documented,2000-06-12,H. Roemer,ER 128 Inventory,2017-05-27,J. Holm,https://www.inaturalist.org/observations/6669733,https://static.inaturalist.org/photos/8451945/medium.jpeg?1497552128,,60221,PLA
Nuphar polysepala,Engelm.,western yellow pond lily,Plantae,Magnoliophyta,,,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,native,S5,documented,2000-06-12,H. Roemer,ER 128 Inventory,2016-05-24,L. Magner & A. Simon,http://www.inaturalist.org/observations/3296086,https://static.inaturalist.org/photos/3809663/medium.JPG?1464146705,,78234,PLA
Oxalis corniculata,L.,creeping woodsorel,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Oxalidales,,,Oxalidaceae,,exotic,unlisted,undocumented,2017-05-27,A. J. Wright,Bioblitz Galiano 2017,,,,,,,PLA
Oxalis stricta,L.,common yellow oxalis,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Oxalidales,,,Oxalidaceae,,exotic,unlisted,undocumented,2017-05-27,A. J. Wright,Bioblitz Galiano 2017,,,,,,,PLA
Achlys triphylla,DC.,vanilla leaf,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Berberidaceae,,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2013-04-10,F. Erhard,http://www.inaturalist.org/observations/2583396,https://static.inaturalist.org/photos/2884920/large.JPG?1452872421,,75263,PLA
Berberis aquifolium,Pursh,tall Oregon grape,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Berberidaceae,,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2015-02-22,A. Simon,http://www.inaturalist.org/observations/2566238,https://static.inaturalist.org/photos/2860489/medium.JPG?1452318844,Reported as Mahonia aquifolium,126887,PLA
Berberis nervosa,Pursh,Cascade Oregon-grape,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Berberidaceae,,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2015-02-12,L. Magner,http://www.inaturalist.org/observations/2565110,https://static.inaturalist.org/photos/2858749/medium.JPG?1452284163,Reported as Mahonia nervosa,75756,PLA
Eschscholzia californica,Cham.,California poppy,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Papaveraceae,,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Fumaria officinalis,L.,earth smoke,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Papaveraceae,,exotic,unlisted,undocumented,2012-04-21,T. Taylor,Vascular Plants Seen on Galiano Island,,,,,,,PLA
Fumaria reuteri,Boiss.,Martin’s ramping fumitory,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Papaveraceae,,exotic,unlisted,undocumented,1987-05-02,G. B. Straley,UBC,,,,,,,PLA
Meconella oregana,Nutt.,white meconella,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Papaveraceae,,native,S1 (2015),documented,,H. Janszen,Private List Aug 26 2001,2014-13-22,R. Batten,https://www.inaturalist.org/observations/9142345,https://static.inaturalist.org/photos/12358993/large.jpeg?1513148730,,77970,PLA
Papaver somniferum,L.,opium poppy,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Papaveraceae,,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Actaea rubra,(Aiton) Willd.,red baneberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S5 (2015),undocumented,1981-07-16,H. Janszen,RBCM,,,,,,,PLA
Anemone blanda,Schott & Kotschy,Greek anemone,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,exotic,unlisted,new 2017,,,,2017-04-24,A. Simon,https://www.inaturalist.org/observations/5964571,https://static.inaturalist.org/photos/7453163/medium.jpeg?1493193139,,57515,PLA
Aquilegia formosa,Fisch. ex DC.,red columbine,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S5 (2015),undocumented,1979-06-08,H. Janszen,RBCM,,,,,,,PLA
Clematis virginiana,L.,virgin’s bower,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,exotic,unlisted,undocumented,1989-08-22,G. B. Straley,UBC,,,,,,,PLA
Consolida ambigua,(L.) P.W. Ball & Heywood,giant larkspur,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Delphinium menziesii,DC.,Menzies' larkspur,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S4,documented,1981-05-07,H. Janszen,RBCM,2015-03-13,L. Magner & A. Simon,http://www.inaturalist.org/observations/2585094,https://static.inaturalist.org/photos/2887329/medium.JPG?1452918003,,153479,PLA
Myosurus minimus,L.,tiny mousetail,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S3S4 (2015),undocumented,2014-05-13,F. Lomer,UBC,,,,,,,PLA
Ranunculus acris,L.,meadow buttercup,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2016-05-13,A. Simon,http://www.inaturalist.org/observations/3296001,https://static.inaturalist.org/photos/3809495/medium.JPG?1464145512,,56064,PLA
Ranunculus aquatilis,L.,common water crowfoot,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S3S4 (2007),undocumented,1979-06-08,H. Janszen,RBCM,,,,,,,PLA
Ranunculus flammula,L.,lesser spearwort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S5 (2008),documented,1979-06-08,H. Janszen,RBCM,2015-06-05,L. Magner & A. Simon,http://www.inaturalist.org/observations/2561834,https://static.inaturalist.org/photos/2854122/medium.png?1452152279,,67826,PLA
Ranunculus occidentalis,Nutt.,western buttercup,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S5,documented,1975-06-07,H. Janszen,RBCM,2015-05-04,A. Simon,http://www.inaturalist.org/observations/2567893,https://static.inaturalist.org/photos/2863313/medium.JPG?1452386888,,68057,PLA
Ranunculus repens,L.,creeping buttercup,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,exotic,unlisted,documented,1975-06-14,A. Wood,RBCM,2015-05-04,A. Simon,http://www.inaturalist.org/observations/2563728,https://static.inaturalist.org/photos/2856700/medium.JPG?1452221033,,48229,PLA
Ranunculus sardous,Crantz,hairy buttercup,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,exotic,unlisted,documented,1982-06-05,H. Janszen,RBCM,2016-05-13,A. Simon,http://www.inaturalist.org/observations/3319983,https://static.inaturalist.org/photos/3835430/medium.JPG?1464401767,,78832,PLA
Ranunculus uncinatus,D. Don,woodland buttercup,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,native,S5,documented,1979-06-08,H. Janszen,RBCM,2016-05-13,A. Simon,http://www.inaturalist.org/observations/3319522,https://static.inaturalist.org/photos/3834995/medium.JPG?1464398314,,63898,PLA
Crassula connata,(Ruiz & Pav.) A. Berger,erect pygmyweed,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Crassulaceae,,native,S2 (2015),undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Sedum album,L.,white stonecrop,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Crassulaceae,,exotic,unlisted,documented,,H. Janszen,Private List Aug 26 2001,2016-11-14,A. Simon,http://www.inaturalist.org/observations/4571925,https://static.inaturalist.org/photos/5518781/medium.jpeg?1479156577,,79025,PLA
Sedum forsterianum,Sm.,rock stonecrop,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Crassulaceae,,exotic,unlisted,new 2015,,,,2013-08-30,F. Erhard,http://www.inaturalist.org/observations/2583337,https://static.inaturalist.org/photos/2884821/medium.JPG?1452869842,,168735,PLA
Sedum lanceolatum ssp. nesioticum,(G.N. Jones) R.T. Clausen,lanceleaf stonecrop,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Crassulaceae,,native,S3S4 (2001),documented,,H. Janszen,Private List Aug 26 2001,2017-03-25,A. Simon,https://www.inaturalist.org/observations/5473488,https://static.inaturalist.org/photos/6741767/medium.jpeg?1490587532,,238479,PLA
Sedum reflexum,L.,reflexed stonecrop,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Crassulaceae,,exotic,unlisted,undocumented,,H. Janszen,Private List Aug 26 2001,,,,,,,PLA
Sedum spathulifolium,Hook.,broad-leaved Stonecrop,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Crassulaceae,,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2015-02-15,A. Simon,http://www.inaturalist.org/observations/2565289,https://static.inaturalist.org/photos/2859190/medium.JPG?1452291515,,58886,PLA
Sedum stenopetalum,Pursh,wormleaf stonecrop,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Crassulaceae,,native,S4 (2001),new 2017,,,,2016-10-19,A. Simon,http://www.inaturalist.org/observations/4397432,https://static.inaturalist.org/photos/5279699/medium.jpeg?1476939623,,79033,PLA
Shepherdia canadensis,(L.) Nutt.,sopalali,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Elaeagnaceae,,native,S5 (2015),documented,1989-04-06,G. B. Straley,UBC,2016-05-10,A. Simon,http://www.inaturalist.org/observations/3310896,https://static.inaturalist.org/photos/3826836/medium.JPG?1464311403,,79072,PLA
Ribes bracteosum,Douglas ex Hook. (unresolved),stink currant,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Grossulariaceae,,native,S5 (2015),documented,,H. Janszen,Private List Aug 26 2001,2013-04-17,F. Erhard,http://www.inaturalist.org/observations/2628134,https://static.inaturalist.org/photos/2944078/medium.JPG?1454098326,,78852,PLA
Ribes divaricatum,Douglas,wild gooseberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Grossulariaceae,,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2016-05-10,A. Simon,http://www.inaturalist.org/observations/3310898,https://static.inaturalist.org/photos/3826845/medium.JPG?1464311495,,53448,PLA
Ribes lacustre,(Pers.) Poir.,black gooseberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Grossulariaceae,,native,S5,undocumented,2017-05-27,A. J. Wright,Bioblitz Galiano 2017,,,,,,,PLA
Ribes lobbii,A. Gray,gummy gooseberry,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Grossulariaceae,,native,S4 (2015),undocumented,1974-04-21,W. B. Schofield,UBC,,,,,,,PLA
Ribes sanguineum,Pursh,red-flowering currant,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Grossulariaceae,,native,S5,documented,,H. Janszen,Private List Aug 26 2001,2015-03-21,L. Magner,http://inaturalist.ca/observations/2605374,https://static.inaturalist.org/photos/2910278/medium.JPG?1453418867,,53435,PLA
Ceanothus sanguineus,Pursh,redstem ceanothus,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rhamnaceae,,native,S5 (2015),undocumented,1995-05-11,H. Roemer,RBCM,,,,,,,PLA
Rhamnus purshiana,DC.,cascara,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rhamnaceae,,native,S5,documented,1980-03-29,H. Roemer,ER 128 Inventory,2016-07-18,A. Simon,http://www.inaturalist.org/observations/3701040,https://static.inaturalist.org/photos/4295635/medium.jpeg?1468880528,,77156,PLA
