Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Ligia pallasii,,Common Rock Louse,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,,Ligiidae,,,,new 2017,,,,2017-08-04,T. Ehlers,https://www.inaturalist.org/observations/8914894,https://static.inaturalist.org/photos/12001696/medium.jpeg?1511497443,,84264,ART
Ligidium gracile,,isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,,Ligiidae,,,,new 2017,,,,2017-05-27,A. Malcolm,https://www.inaturalist.org/observations/6613083,https://static.inaturalist.org/photos/8441837/medium.jpg?1497493994,,339104,ART
Oniscus asellus,,common shiny woodlouse,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,,Oniscidae,,,,new 2016,,,,2016-06-23,willy1,http://www.inaturalist.org/observations/3516082,https://static.inaturalist.org/photos/4094822/medium.jpg?1466808142,,48284,ART
Porcellio scaber,,common rough woodlouse,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,,Porcellionidae,,,,new 2017,,,,2017-05-18,A. Simon,https://www.inaturalist.org/observations/6309405,https://static.inaturalist.org/photos/7942419/medium.jpeg?1495403395,,122238,ART
Trachelipus rathkii,,Rathki’s woodlouse,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,,Peracarida,Isopoda,Oniscidea,,Trachelipodidae,,,,new 2016,,,,2016-06-23,A. Colwell,http://www.inaturalist.org/observations/3562943,https://static.inaturalist.org/photos/4138988/medium.jpg?1467244164,,203479,ART
Bugulina californica,,,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,,,Bugulidae,,,,new 2017,,,,2017-05-26,K. Wall,https://www.inaturalist.org/observations/7674532,https://static.inaturalist.org/photos/10050677/medium.jpg?1503853386,,551808,MAR
Membranipora membranacea,,kelp lace bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,,,Membraniporidae,,,,new 2016,,,,2016-08-17,A. Simon,http://www.inaturalist.org/observations/3910076,https://static.inaturalist.org/photos/4596489/medium.jpg?1471493170,,51027,MAR
Porichthys notatus,,plainfin midshipman,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Batrachoidiformes,,,Batrachoididae,,,,new 2016,,,,2016-05-08,K. Wall,http://www.inaturalist.org/observations/3706223,https://static.inaturalist.org/photos/4303798/medium.jpg?1468968364,,60021,FIS
Gasterosteus aculeatus,,three-spined stickleback,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gasterosteiformes,,,Gasterosteidae,,,,new 2016,,,,2016-06-20,K. Wall,http://www.inaturalist.org/observations/4014949,https://static.inaturalist.org/photos/4741820/medium.jpg?1472785436,,48403,FIS
Ammodytes hexapterus,,pacific sand lance,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Ammodytidae,,,,new 2016,,,,2011-05-20,K. Wall,http://www.inaturalist.org/observations/4028615,https://static.inaturalist.org/photos/4762503/medium.jpg?1472949647,,130238,FIS
Clevelandia ios,,arrow gobi,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Gobiidae,,Unlisted,Unlisted,new 2017,,,,2017-05-26,K. Wall,https://www.inaturalist.org/observations/7648112,https://static.inaturalist.org/photos/10006904/large.jpg?1503689037,,117564,FIS
Rhinogobiops nicholsii,,crested goby,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Gobiidae,,,,new 2016,,,,2016-02-07,P. Luckham,http://www.inaturalist.org/observations/2763449,https://static.inaturalist.org/photos/3127718/medium.jpg?1457577990,,132521,FIS
Apodichthys flavidus,,penpoint gunnel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,,new 2016,,,,2013-06-22,K. Wall,http://www.inaturalist.org/observations/4015148,https://static.inaturalist.org/photos/4742119/large.jpg?1472786735,,67408,FIS
Pholis laeta,,crescent gunnel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,,new 2016,,,,2013-07-07,K. Wall,http://www.inaturalist.org/observations/4032541,https://static.inaturalist.org/photos/4768198/medium.jpg?1473009277,,67362,FIS
Pholis ornata,,saddled blenny,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,,new 2016,,,,2016-05-06,K. Wall,http://www.inaturalist.org/observations/4032638,https://static.inaturalist.org/photos/4768306/medium.jpg?1473010418,,62605,FIS
Anoplarchus purpurescens,,high cockscomb,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,,,,new 2017,,,,2017-05-26,K. Krüg,http://inaturalist.ca/observations/6401388,https://static.inaturalist.org/photos/8075169/medium.jpg?1495987101,,67316,FIS
Lumpenus sagitta,,Snake Prickleback,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,,,,new 2017,,,,2017-05-30,K. Wall,https://www.inaturalist.org/observations/7647286,https://static.inaturalist.org/photos/10005433/medium.jpg?1503684535,,224164,FIS
Xiphister atropurpureus,,black prickleback,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,,,,new 2016,,,,2016-07-18,A. Simon,http://www.inaturalist.org/observations/3701142,https://static.inaturalist.org/photos/4295806/medium.jpeg?1468881994,,67360,FIS
Lepidopsetta sp.,,,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,,new 2017,,,,2017-05-26,K. Krüg,http://inaturalist.ca/observations/6371855,https://static.inaturalist.org/photos/8040367/medium.jpg?1495832800,,89411,FIS
Lyopsetta exilis,,Slender Sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,,new 2017,,,,2008-05-24,J.W.F. Chu,https://www.inaturalist.org/observations/8533887,https://static.inaturalist.org/photos/11398013/medium.jpg?1508871108,,104926,FIS
Pleuronichthys coenosus,,C-O Sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,,new 2016,,,,2013-06-22,K. Wall,http://www.inaturalist.org/observations/4015105,https://static.inaturalist.org/photos/4742064/medium.jpg?1472786381,,228393,FIS
Oncorhynchus tshawytscha,,Chinook salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,,new 2017,,,,2017-02-12,galianobserver,https://www.inaturalist.org/observations/5101395,https://static.inaturalist.org/photos/6270737/medium.jpg?1486962958,,54191,FIS
Odontopyxis trispinosa,,pygmy poacher,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Agonidae,,,,new 2016,,,,2013-10-13,P. Luckham,http://www.inaturalist.org/observations/2976649,https://static.inaturalist.org/photos/3420900/medium.jpg?1461100492,,226210,FIS
Xeneretmus leiops,,smootheye poacher,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,Cottoidei,Cottoidea,Agonidae,,,,new 2017,,,,2017-07-25,K. Wall,https://www.inaturalist.org/observations/7247400,https://static.inaturalist.org/photos/9362986/medium.jpg?1501258854,,233755,FIS
Artedius fenestralis,,padded sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,,new 2016,,,,2013-10-13,P. Luckham,http://www.inaturalist.org/observations/2976334,https://static.inaturalist.org/photos/3420609/medium.jpg?1461099471,,117527,FIS
Artedius harringtoni,,scalyhead sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,,new 2016,,,,2015-01-01,P. Luckham,http://www.inaturalist.org/observations/2797281,https://static.inaturalist.org/photos/3175104/medium.jpg?1458270463,,117528,FIS
Enophrys bison,,buffalo sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,,new 2016,,,,2013-10-13,P. Luckham,http://www.inaturalist.org/observations/2976525,https://static.inaturalist.org/photos/3420725/medium.jpg?1461100027,,117536,FIS
Hemilepidotus hemilepidotus,,red irish lord,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,,new 2016,,,,2015-05-16,P. Luckham,http://www.inaturalist.org/observations/2854794,https://static.inaturalist.org/photos/3256887/medium.jpg?1459381706,,221165,FIS
Icelinus tenuis,,spotfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,,new 2016,,,,2013-10-13,P. Luckham,http://www.inaturalist.org/observations/2976329,https://static.inaturalist.org/photos/3420604/medium.jpg?1461099437,,222146,FIS
Jordania zonope,,longfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,,new 2016,,,,2013-10-13,P. Luckham,http://www.inaturalist.org/observations/2763466,https://static.inaturalist.org/photos/3127747/medium.jpg?1457578330,,222465,FIS
Oligocottus maculosus,,Tidepool Sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,,new 2017,,,,2017-05-29,K. Wall,https://www.inaturalist.org/observations/7647288,https://static.inaturalist.org/photos/10005456/medium.jpg?1503684630,,67629,FIS
Radulinus taylori,,,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,,new 2016,,,,2013-10-13,P. Luckham,http://www.inaturalist.org/observations/2975888,https://static.inaturalist.org/photos/3419987/medium.jpg?1461096959,,492673,FIS
Nautichthys oculofasciatus,,sailfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hemitripteridae,,,,new 2016,,,,2015-04-15,K. Wall,http://www.inaturalist.org/observations/3706257,https://static.inaturalist.org/photos/4303863/medium.jpg?1468968686,,183019,FIS
Hexagrammos decagrammus,,kelp greenling,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,,,,new 2017,,,,2017-07-07,K. Wall,https://www.inaturalist.org/observations/6967042,https://static.inaturalist.org/photos/8911997/medium.jpg?1499526792,,68596,FIS
Hexagrammos stelleri,,whitespotted greenling,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,,,,new 2016,,,,2016-07-05,K. Wall,http://www.inaturalist.org/observations/4015063,https://static.inaturalist.org/photos/4741973/medium.jpg?1472786009,,186849,FIS
Ophiodon elongatus,,lingcod,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,,,,new 2016,,,,2013-10-13,P. Luckham,http://www.inaturalist.org/observations/2755465,https://static.inaturalist.org/photos/3116302/medium.jpg?1457384753,,52539,FIS
Liparis pulchellus,,showy snailfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Liparidae,,,,new 2016,,,,2013-10-13,P. Luckham,http://www.inaturalist.org/observations/2976683,https://static.inaturalist.org/photos/3420958/medium.jpg?1461100641,,223899,FIS
Psychrolutes sigalutes,,soft sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Psychrolutidae,,,,new 2016,,,,2011-09-22,K. Wall,http://www.inaturalist.org/observations/4051923,https://static.inaturalist.org/photos/4798657/medium.jpg?1473204757,,229295,FIS
Rhamphocottus richardsonii,,grunt sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Rhamphocottidae,,,,new 2016,,,,2010-07-14,K. Wall,http://www.inaturalist.org/observations/4052031,https://static.inaturalist.org/photos/4798682/medium.jpg?1473205023,,51881,FIS
Sebastes caurinus,,copper rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,,,,new 2016,,,,2016-05-06,K. Wall,http://www.inaturalist.org/observations/3707593,https://static.inaturalist.org/photos/4305810/medium.jpg?1468983285,,68597,FIS
Sebastes emphaeus,,Puget Sound rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,,,,new 2016,,,,2015-05-16,P. Luckham,http://www.inaturalist.org/observations/2854781,https://static.inaturalist.org/photos/3257132/medium.jpg?1459384258,,64468,FIS
Sebastes maliger,,quillback rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,,,,new 2016,,,,2016-02-07,P. Luckham,http://www.inaturalist.org/observations/2763497,https://static.inaturalist.org/photos/3127787/medium.jpg?1457578777,,63386,FIS
Sebastes ruberrimus,,turkey-red rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,,,,new 2016,,,,2015-05-16,P. Luckham,http://www.inaturalist.org/observations/2854164,https://static.inaturalist.org/photos/3256011/medium.jpg?1459375796,,63695,FIS
Syngnathus leptorhynchus,,bay pipefish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Syngnathiformes,,,Syngnathidae,Syngnathinae,,,new 2016,,,,2016-07-03,P. Touchburn,http://www.inaturalist.org/observations/3612908,https://static.inaturalist.org/photos/4172035/medium.JPG?1467577966,,54538,FIS
Pseudacris regilla,,northern Pacific treefrog,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Hylidae,,,,documented,,K. Brothers,VMS,2015-03-21,L. Magner,http://inaturalist.ca/observations/2605370,https://static.inaturalist.org/photos/2910269/medium.JPG?1453418691,,24259,HER
Rana aurora,,northern red-legged frog,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,native,S3 (2016),documented,,K. Brothers,VMS,2013-09-27,B. Spencer,http://www.inaturalist.org/observations/2333734,https://static.inaturalist.org/photos/2589624/medium.jpg?1446250867,,25545,HER
Ambystoma gracile,,northwestern salamander,Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Ambystomatidae,,,,new 2016,,,,2016-07-13,A. Simon,http://www.inaturalist.org/observations/3680857,https://static.inaturalist.org/photos/4266264/medium.jpg?1468560731,,26747,HER
Ambystoma macrodactylum,,long-toed salamander,Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Ambystomatidae,,,,new 2016,,,,2016-10-30,J. Brooklin,http://www.inaturalist.org/observations/4469044,https://static.inaturalist.org/photos/5391247/medium.jpeg?1477927116,,26754,HER
Taricha granulosa,,rough-skinned newt,Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Salamandridae,,,,documented,,K. Brothers,VMS,2014-05-26,A. Simon,http://www.inaturalist.org/observations/731423,https://static.inaturalist.org/photos/919062/medium.jpg?1402499921,,27826,HER
Didemnum sp.,,wrinkled sea mat,Animalia,Chordata,Tunicata,,Ascidiacea,,,Enterogona,,,Didemnidae,,,,new 2016,,,,2013-10-13,P. Luckham,http://www.inaturalist.org/observations/2976349,https://static.inaturalist.org/photos/3420624/medium.jpg?1461099539,,55512,MAR
Eudistoma purpuropunctatum,,,Animalia,Chordata,Tunicata,,Ascidiacea,,,Enterogona,,,Polycitoridae,,,,new 2016,,,,2013-10-13,P. Luckham,http://www.inaturalist.org/observations/2976065,https://static.inaturalist.org/photos/3420229/medium.jpg?1461098012,,492675,MAR
Corella sp.,,,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,,new 2017,,,,2017-05-18,A. Simon,https://www.inaturalist.org/observations/6298908,https://static.inaturalist.org/photos/7930227/medium.jpeg?1495351124,,347993,MAR
Boltenia villosa,,,Animalia,Chordata,Tunicata,,Ascidiacea,,,Pleurogona,,,Pyuridae,,,,new 2016,,,,2015-05-16,P. Luckham,http://www.inaturalist.org/observations/2854899,https://static.inaturalist.org/photos/3257040/medium.jpg?1459383044,,194568,MAR
Halocynthia igaboja,,sea hedgehog,Animalia,Chordata,Tunicata,,Ascidiacea,,,Pleurogona,,,Pyuridae,,,,new 2016,,,,2015-05-16,P. Luckham,http://www.inaturalist.org/observations/2854905,https://static.inaturalist.org/photos/3257048/medium.jpg?1459383148,,428524,MAR
Cnemidocarpa finmarkiensis,,shiny red sea squirt,Animalia,Chordata,Tunicata,,Ascidiacea,,,Pleurogona,,,Styelidae,,,,new 2016,,,,2013-07-24,K. Wall,http://www.inaturalist.org/observations/4015210,https://static.inaturalist.org/photos/3420358/medium.jpg?1461098569,,47807,MAR
Styela montereyensis,,,Animalia,Chordata,Tunicata,,Ascidiacea,,,Pleurogona,,,Styelidae,,,,new 2016,,,,2015-05-16,P. Luckham,http://www.inaturalist.org/observations/2854893,https://static.inaturalist.org/photos/3257032/medium.jpg?1459382963,,333922,MAR
Accipiter cooperii,,Cooper's hawk,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-09-01,K. Wall,http://www.inaturalist.org/observations/4014861,https://static.inaturalist.org/photos/4741649/medium.jpg?1472784278,,5112,BIR
Accipiter gentilis,,northern goshawk,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Accipiter striatus,,sharp-shinned hawk,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-04-12,S. Tweedale,http://inaturalist.ca/observations/2929563,https://static.inaturalist.org/photos/3356463/medium.jpg?1460577879,,5097,BIR
Aquila chrysaetos,,golden eagle,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Buteo jamaicensis,,red-tailed hawk,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-02-12,L. Magner & A. Simon,http://www.inaturalist.org/observations/2565749,https://static.inaturalist.org/photos/2859748/medium.JPG?1452301369,,5212,BIR
Circus cyaneus,,northern harrier,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Haliaeetus leucocephalus,,bald eagle,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2014-05-06,C. Miltner,http://www.inaturalist.org/observations/3598548,https://static.inaturalist.org/photos/4166070/large.jpg?1467509216,,5305,BIR
Cathartes aura,,turkey vulture,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Cathartidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2014-05-06,C. Miltner,http://www.inaturalist.org/observations/3648742,https://static.inaturalist.org/photos/2862678/medium.JPG?1452378041,,4756,BIR
Pandion haliaetus,,osprey,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Pandionidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-06-20,B. Spencer,http://www.inaturalist.org/observations/2677178,https://static.inaturalist.org/photos/2962842/medium.jpg?1454475131,,116999,BIR
Aix sponsa,,wood duck,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Anas acuta,,northern pintail,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Anas americana,,American wigeon,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Anas carolinensis,,green-winged teal,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Anas clypeata,,northern shoveler,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Anas penelope,,Eurasian wigeon,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Anas platyrhynchos,,mallard,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-02-04,K. Krüg,http://inaturalist.ca/observations/2644712,https://static.inaturalist.org/photos/2968085/medium.jpg?1454612886,,6930,BIR
Anser albifrons,,greater white-fronted goose,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2014-09-27,M. Hoebel,http://www.inaturalist.org/observations/4046931,https://static.inaturalist.org/photos/4790404/medium.jpg?1473146696,,7019,BIR
Aythya affinis,,lesser scaup,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Aythya collaris,,ring-necked duck,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2011-05-10,M. Hoebel,http://www.inaturalist.org/observations/4046933,https://static.inaturalist.org/photos/4790406/medium.jpg?1473146813,,7044,BIR
Aythya marila,,greater scaup,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Branta canadensis,,Canada goose,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2007-01-10,S. Street,http://www.inaturalist.org/observations/2635233,https://static.inaturalist.org/photos/2954324/large.JPG?1454297323,,7089,BIR
Bucephala albeola,,bufflehead,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2010-02-19,M. Hoebel,http://www.inaturalist.org/observations/4046948,https://static.inaturalist.org/photos/4790422/large.jpg?1473147281,,6993,BIR
Bucephala clangula,,common goldeneye,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2012-04-19,B. J. Stacey,http://www.inaturalist.org/observations/167229,https://static.inaturalist.org/photos/223623/medium.jpg?1444475987,,6990,BIR
