iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,catalogNumber,Date observed,Place name,Recorded by,id
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6764,,,SIMON2021:1385,2018-05-09,Heritage Forest,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6765,,,SIMON2021:1391,2018-05-08,Mount Sutil,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6766,,,SIMON2021:1423,2018-06-07,Crystal Mountain,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6767,,,SIMON2021:1437,2018-06-05,Dexter’s,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6768,,,SIMON2021:1460,2018-06-06,Laughlin Lake,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6769,,,SIMON2021:1478,2018-06-05,Millard Learning Centre,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6770,,,SIMON2021:1522,2018-06-02,150 Shopland,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6771,,,SIMON2021:1567,2018-05-31,Catkin Forest Farm,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6772,,,SIMON2021:1584,2018-06-07,Devina Swamp,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6773,,,SIMON2021:1589,2018-06-05,Dexter’s,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6774,,,SIMON2021:1610,2018-06-03,Heritage Forest,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6775,,,SIMON2021:1619,2018-06-06,Laughlin Lake,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6776,,,SIMON2021:1648,2018-06-01,Mount Sutil Garden,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6777,,,SIMON2021:1668,2018-06-02,150 Shopland,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6778,,,SIMON2021:1684,2018-06-04,Stockade Hill,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6779,,,SIMON2021:1691,2018-06-03,Sticks West,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6780,,,SIMON2021:1728,2018-06-07,Devina Swamp,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6781,,,SIMON2021:1734,2018-06-05,Dexter’s,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6782,,,SIMON2021:1749,2018-06-03,Heritage Forest,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6783,,,SIMON2021:1757,2018-06-06,Laughlin Lake,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6784,,,SIMON2021:1763,2018-06-08,Marben Farm,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6785,,,SIMON2021:1808,2018-06-02,150 Shopland,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6786,,,SIMON2021:1838,2018-05-31,Bodega Ridge,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6787,,,SIMON2021:1865,2018-06-05,Dexter’s,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6788,,,SIMON2021:1871,2018-06-04,District Lot 14,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6789,,,SIMON2021:1890,2018-06-03,Heritage Forest,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6790,,,SIMON2021:1900,2018-06-06,Laughlin Lake,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6791,,,SIMON2021:1920,2018-06-01,Mount Sutil,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6792,,,SIMON2021:1929,2018-06-01,Mount Sutil Garden,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6793,,,SIMON2021:1959,2018-06-02,150 Shopland,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6794,,,SIMON2021:1972,2018-06-04,Stockade Hill,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6795,,,SIMON2021:2017,2018-06-07,Devina Swamp,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6796,,,SIMON2021:2028,2018-06-05,Dexter’s,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6797,,,SIMON2021:2038,2018-06-04,District Lot 14,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6798,,,SIMON2021:2054,2018-06-03,Heritage Forest,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6799,,,SIMON2021:2075,2018-06-05,Millard Learning Centre,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6800,,,SIMON2021:2119,2018-06-04,Stockade Hill,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6801,,,SIMON2021:2161,2018-06-04,District Lot 14,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6802,,,SIMON2021:2178,2018-06-03,Heritage Forest,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6803,,,SIMON2021:2251,2018-06-05,Dexter’s,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6804,,,SIMON2021:2284,2018-06-04,District Lot 14,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6805,,,SIMON2021:2295,2018-06-03,Heritage Forest,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6806,,,SIMON2021:2413,2018-07-10,Dexter’s,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6807,,,SIMON2021:2867,2018-07-10,Dexter’s,Andrew Simon,
Galium aparine,1403902,Galium aparine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,6808,48.890189,-123.320716,LOMER2022:19,2022-06-13,,Frank Lomer,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6809,48.946327,-123.493078,GCA2002:28,2002-03-01,"District Lot 63, Pebble Beach Reserve","Nathan Gaylor, Odin Scholz & Keith Erickson",
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6810,48.983313,-123.55665,ROEMER2000:36,1980-04-12,Ecological Reserve 128,Harvey Janszen,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6811,48.983313,-123.55665,ROEMER2000:89,2000-06-12,Ecological Reserve 128,Hans Roemer,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6812,48.992898,-123.574943,3881959,2016-08-13,,Andrew Simon,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6813,48.993092,-123.575714,3889100,2016-08-13,,Adam Huggins,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6814,48.983393,-123.556254,3890848,2016-08-14,,Andrew Simon,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6815,48.89592,-123.344496,13974440,2018-07-01,,Andrew Simon,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6816,48.928958,-123.469186,15854528,2018-08-13,,Adam Huggins,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6817,48.909981,-123.41545,56906397,2020-08-18,,Adam Huggins,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6818,48.864888,-123.364213,85291230,2021-07-01,,Andrew Simon,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6819,,,JANSZEN2003:198,2003-08-10,,Harvey Janszen,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6820,48.949777,-123.505732,GCA2002-2:175,2002-08-20,Laughlin Lake,Keith Erickson & Steven Gates,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6821,,,SIMON2021:2341,2018-07-05,Great Beaver Swamp,Andrew Simon,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6822,,,SIMON2021:2501,2018-07-13,Devina Swamp,Andrew Simon,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6823,,,SIMON2021:2614,2018-07-12,Laughlin Lake,Andrew Simon,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6824,,,SIMON2021:2682,2018-07-13,Devina Swamp,Andrew Simon,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6825,,,SIMON2021:3005,2018-08-18,Devina Swamp,Andrew Simon,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6826,,,SIMON2021:3094,2018-08-18,Devina Swamp,Andrew Simon,
Galium trifidum,77216,Galium trifidum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,6827,,,SIMON2021:3147,2018-08-17,Great Beaver Swamp,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6828,48.946327,-123.493078,GCA2002:29,2002-03-01,"District Lot 63, Pebble Beach Reserve","Nathan Gaylor, Odin Scholz & Keith Erickson",
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6829,48.942881,-123.511658,HUNTERSTON2010:106,2010-05-22,Hunterston Farms,,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6830,48.94348,-123.512527,HUNTERSTON2010:107,2010-05-22,Hunterston Farms,,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6831,48.944023,-123.512632,HUNTERSTON2010:108,2010-05-22,Hunterston Farms,,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6832,48.945869,-123.51375,HUNTERSTON2010:109,2010-05-22,Hunterston Farms,,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6833,48.945177,-123.511947,HUNTERSTON2010:110,2010-05-22,Hunterston Farms,,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6834,48.943615,-123.511616,HUNTERSTON2010:111,2010-05-22,Hunterston Farms,,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6835,48.915652,-123.426826,3335680,2016-05-29,,galianotwins,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6836,48.979385,-123.556432,12648597,2018-05-19,,larissamarie,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6837,48.897062,-123.342042,13370850,2018-06-11,,slrtweedale,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6838,48.932322,-123.477792,62512666,2020-10-13,,ssilverman,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6839,48.927931,-123.46769,84097297,2021-06-22,,barbarairving,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6840,48.96173,-123.544684,84629365,2021-06-26,,delphisl,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6841,48.928295,-123.467955,84748566,2021-06-26,,flando,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6842,48.927772,-123.468413,84751279,2021-06-27,,emmaborg,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6843,48.866617,-123.356827,118687976,2022-05-25,,classickendall,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6844,48.969753,-123.54792,124667751,2022-07-01,,jgrant,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6845,48.916814,-123.424101,3093464,2016-05-03,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6846,48.916645,-123.424273,3093620,2016-05-03,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6847,48.904364,-123.357689,5900408,2017-04-20,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6848,48.943193,-123.484139,6411183,2017-05-27,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6849,48.876137,-123.341973,12631889,2018-05-19,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6850,48.872403,-123.342645,12762492,2018-05-23,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6851,48.874773,-123.336339,12763017,2018-05-23,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6852,48.87451,-123.333783,12763209,2018-05-23,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6853,48.871484,-123.337272,12792029,2018-05-24,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6854,48.871013,-123.333777,12792307,2018-05-24,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6855,48.868534,-123.338467,12816596,2018-05-24,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6856,48.863115,-123.351374,13974436,2018-07-01,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6857,48.865798,-123.332227,22799469,2019-04-20,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6858,48.879282,-123.32164,23794511,2019-04-27,,John Martin,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6859,48.896769,-123.407928,24677570,2019-05-05,,Brian Starzomski,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6860,48.962472,-123.517731,24684043,2019-05-05,,Geneviève Reynolds,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6861,48.962135,-123.517298,24919813,2019-05-05,,Lena Dietz Chiasson,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6862,48.89989,-123.403947,25478421,2019-05-04,,Aimee Pelletier,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6863,48.978615,-123.555913,25479604,2019-05-05,,Aimee Pelletier,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6864,49.004787,-123.56683,83605883,2021-06-12,,Riley Cameron,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6865,48.876076,-123.384526,83738308,2021-06-19,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6866,48.930645,-123.468795,84344524,2021-06-24,,Shania LaFreniere,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6867,48.874335,-123.31961,86360302,2021-07-09,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6868,48.874337,-123.319752,86360321,2021-07-09,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6869,48.868401,-123.339248,86633402,2021-07-11,,Andrew Simon,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6870,48.929692,-123.450988,95504175,2021-06-15,,Caitlin Robinson,
Galium triflorum,53065,Galium triflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,6871,49.01205,-123.574542,123934492,2022-06-24,,Andrew Simon,
