Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Luzula macrantha,(S. Watson) Zika & B.L. Wilson,,prairie woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,macrantha,,,,native,S4S5,,confirmed,observed,1979-03-31,Harvey Janszen,RBCM,V097889,1949546888,2015-03-27,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2575096,you collected this at Tapovan (Luzula cf macrantha),890625,VAS
Luzula multiflora ssp. multiflora,(Ehrh.) Lej.,,many-flowered Wood-rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,multiflora,,,,exotic,unlisted,,confirmed,observed,1975-06-17,Angela Wood,RBCM,V097271,1949546138,2020-05-07,Andrew Simon,https://www.inaturalist.org/observations/45205078,,237139,VAS
Luzula parviflora,(Ehrh.) Desv.,,forked wood-rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,parviflora,,,,native,S5,,reported,unobserved,2012-04-21,Terry Taylor,Vascular Plants Seen on Galiano Island,,,,,,"reported as Luzula fastigiata by Terry Taylor (2012); Luzula parviflora by Tyler Innes (2017-05-27, Bioblitz Galiano 2017)",77897,VAS
Luzula subsessilis,(S. Watson) Buchenau,,short-stalked wood-rush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,Luzula,subsessilis,,,,native,S5,,confirmed,observed,1979-03-31,Harvey Janszen,RBCM,V097889,,2015-03-21,Lauren Magner & Andrew Simon,http://inaturalist.ca/observations/2605364,,77901,VAS
Lycopodium clavatum,L.,,running club-moss,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,Lycopodiaceae,,,Lycopodium,clavatum,,,,native,S5,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,DL-04; Section 4,77914,VAS
Lycopus americanus,Muhl. ex W.P.C. Barton,,cut-leaved water horehound,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Lamiaceae,,,Lycopus,americanus,,,,native,S5,,new 2016,observed,,,,,,2016-06-28,Andrew Simon,http://www.inaturalist.org/observations/3542726,,60206,VAS
Lycopus uniflorus,Michx.,,northern water horehound,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Lamiaceae,,,Lycopus,uniflorus,,,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2016-08-13,Andrew Simon,http://www.inaturalist.org/observations/3881616,,77915,VAS
Lysichiton americanus,Hulten & H. St. John,,skunk cabbage,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Araceae,Orontioideae,,Lysichiton,americanus,,,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2013-04-08,Felix Erhard,http://www.inaturalist.org/observations/2583370,,48537,VAS
Lysimachia arvensis,(L.) U. Manns & Anderb,,scarlet pimpernel,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,arvensis,,,,exotic,unlisted,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,791928,VAS
Lysimachia europaea ssp. arctica,(L.) U. Manns & Anderb.,,Arctic starflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,europaea,,arctica,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2016-05-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296137,,716948,VAS
Lysimachia latifolia,(Hook.) Cholewa,,broad-leaved starflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,latifolia,,,,native,S4S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-04-04,Andrew Simon,http://www.inaturalist.org/observations/2567734,reported as Trientalis latifolia,496537,VAS
Lysimachia maritima,"(L.) Galasso, Banfi & Soldano",,sea-milkwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,maritima,,,,native,S5,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,Estuaries and salt marshes; reported as Glaux maritima ssp. obtusifolia,204175,VAS
Lysimachia minima,(L.) U.Manns & Anderb.,,chaffweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,minima,,,,native,S4 (2019),,new 2020,observed,2022-06-12,Frank Lomer,UBC,13024,,2020-06-14,Andrew Simon,https://www.inaturalist.org/observations/50027107,,204353,VAS
Lysimachia thyrsiflora,L.,,tufted loosestrife,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Primulaceae,Myrsinoideae,,Lysimachia,thyrsiflora,,,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2016-05-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3296091,,77917,VAS
Lythrum salicaria,L.,,purple loosestrife,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Myrtales,,,Lythraceae,,,Lythrum,salicaria,,,,exotic,unlisted,,new 2019,observed,,,,,,2019-08-22,pblaeser,https://www.inaturalist.org/observations/31529144,,61321,VAS
Madia exigua,(Sm.) A. Gray,,little tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Madieae,Madia,exigua,,,,native,S5,,confirmed,observed,1986-08-17,William J. Crins,UBC,V190866,,2016-05-14,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3181137,,56971,VAS
Madia glomerata,Hook.,,clustered tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Madieae,Madia,glomerata,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-07-14,Andrew Simon,https://www.inaturalist.org/observations/14367584,,77923,VAS
Madia gracilis,(Sm. ex Sm.) D.D. Keck,,slender tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Madieae,Madia,gracilis,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-03,Andrew Simon,http://www.inaturalist.org/observations/3383083,,53135,VAS
Madia sativa,Molina,,Chilean tarweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Madieae,Madia,sativa,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-03,Andrew Simon,http://www.inaturalist.org/observations/3383111,,53143,VAS
Maianthemum dilatatum,(Alph. Wood) A. Nelson & J.F. Macbr.,,false lily-of-the-valley,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,dilatatum,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2019-05-04,"Andrew Simon, Quentin Cronk, Diana Percy, Carmen Lea, Jessica Duncan & Harley Gordon",https://www.inaturalist.org/observations/24653224,,63939,VAS
Maianthemum racemosum ssp. amplexicaule,(L.) Link,(Nutt.) LaFrankie,western Solomon's plume,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,Polygonateae,Maianthemum,racemosum,,amplexicaule,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2022-06-17,Andrew Simon & Austin Baines,https://www.inaturalist.org/observations/122258286,,53012,VAS
Malus domestica,Borkh.,,apple,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,,Malus,domestica,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-10,Andrew Simon,http://www.inaturalist.org/observations/3310825,counted as synonymous with Malus pumila,469472,VAS
Malus fusca,(Raf.) C.K. Schneid,,Pacific crab apple,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,,,Malus,fusca,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-07-30,Adam Huggins,http://www.inaturalist.org/observations/3773338,,77948,VAS
Malva moschata,L.,,musk mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Malvales,,,Malvaceae,,,Malva,moschata,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-07-12,Andrew Simon,https://www.inaturalist.org/observations/14300222,,55977,VAS
Malva neglecta,Wallr.,,dwarf mallow,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Malvales,,,Malvaceae,,,Malva,neglecta,,,,exotic,unlisted,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,77952,VAS
Matricaria discoidea,DC.,,pineapple weed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Matricaria,discoidea,,,,exotic,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-06-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2564085,,52992,VAS
Meconella oregana,Nutt.,,white meconella,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Papaveraceae,,,Meconella,oregana,,,,native,S1S2 (2019),1-E (2006),confirmed,observed,1980-04-11,Harvey Janszen,RBCM,V107366,,2014-03-22,Ryan Batten,https://www.inaturalist.org/observations/9142345,,77970,VAS
Medicago arabica,(L.) Huds.,,spotted medic,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Medicago,arabica,,,,exotic,unlisted,,new 2022,unobserved,2022-06-13,Frank Lomer,UBC,13040,,,,,,61012,VAS
Medicago lupulina,L.,,black medic,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Medicago,lupulina,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2020-06-04,Andrew Simon,https://www.inaturalist.org/observations/48489340,,57056,VAS
Medicago sativa ssp. sativa,L.,,alfalfa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Medicago,sativa,,,,exotic,unlisted,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,57070,VAS
Melica harfordii,Bol.,,Harford's melic,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Melica,harfordii,,,,native,S4,,confirmed,observed,2022-06-13,Frank Lomer,UBC,13034,,2017-07-28,Andrew Simon,https://www.inaturalist.org/observations/7278330,,77983,VAS
Melica smithii,(Porter) Vasey,,Smith's melic,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Melica,smithii,,,,native,S4,,reported,unobserved,1986-08-16,William J. Crins,UBC,V191357,,,,,west of Stockade Hill; overlooking Montague;Mesic depression under Bigleaf Maple-fir-Red Alder-Red Cedar,143698,VAS
Melica subulata,(Griseb.) Scribn.,,Alaska oniongrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Melica,subulata,,,,native,S5,,confirmed,observed,1986-08-16,William J. Crins,UBC,V191358,,2016-05-10,Andrew Simon,http://www.inaturalist.org/observations/3311145,,77986,VAS
Melilotus albus,Medik.,,white sweet-clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Fabales,,,Fabaceae,Faboideae,,Melilotus,albus,,,,exotic,unlisted,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,58907,VAS
Melissa officinalis,L.,,lemon balm,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Lamiaceae,,,Melissa,officinalis,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-08-27,Andrew Simon,http://www.inaturalist.org/observations/3978723,,59901,VAS
Mentha canadensis,L.,,Canada mint,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Lamiaceae,,,Mentha,canadensis,,,,native,S5,,confirmed,observed,1980-04-12,Harvey Janszen,ER 128 Inventory,,,2015-05-04,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2569386,"M. arvensis misreported; ”M. canadensis is a distinct morphotype not to be confused with European M. arvensis s.str. I have only seen M. canadensis in the SGI. I have not seen M. arvensis in BC but it might well be here."" (QC)",77991,VAS
Mentha spicata,L.,,spearmint,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Lamiaceae,,,Mentha,spicata,,,,exotic,unlisted,,new 2017,observed,2017-05-27,Alexander J. Wright,Bioblitz Galiano 2017,,,,,,adventive,62652,VAS
Mentha suaveolens,Ehrh.,,applemint,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Lamiaceae,,,Mentha,suaveolens,,,,exotic,unlisted,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,adventive,77993,VAS
Menyanthes trifoliata,L.,,buckbean,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Menyanthaceae,,,Menyanthes,trifoliata,,,,native,S5,,new 2016,observed,,,,,,2016-08-13,Adam Huggins & Andrew Simon,http://www.inaturalist.org/observations/3882093,,78016,VAS
Micranthes integrifolia,(Hook.) Small,,grassland saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,,Micranthes,integrifolia,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2013-03-22,Ryan Batten,https://www.inaturalist.org/observations/9142627,,78027,VAS
Micranthes rufidula,Small,,rusty-haired saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,,Micranthes,rufidula,,,,native,S5,,new 2018,observed,,,,,,2018-03-05,Andrew Simon,https://www.inaturalist.org/observations/10109045,,357949,VAS
Microsteris gracilis,(Douglas ex Hook.) Greene,,pink twink,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Polemoniaceae,,,Microsteris,gracilis,,,,native,S5,,confirmed,observed,1982-05-10,Harvey Janszen,RBCM,V119985,1949568896,2018-05-11,Andrew Simon,https://www.inaturalist.org/observations/12373997,reported as Phlox gracilis (V119985),61210,VAS
Moehringia macrophylla,(Hook.) Fenzl,,big-leaved sandwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,,,Moehringia,macrophylla,,,,native,S5,,confirmed,observed,1975-05-13,Angela Wood,RBCM,V097335,1949546493,2015-03-21,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2608744,,61884,VAS
Moenchia erecta,"(L.) P.Gaertn., B.Mey. & Scherb.",,upright chickweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Caryophyllaceae,Alsinoideae,Alsineae,Moenchia,erecta,,,,exotic,unlisted,,new 2020,observed,2022-06-10,Frank Lomer,UBC,13003,,2020-05-07,Andrew Simon,https://www.inaturalist.org/observations/45205082,,78088,VAS
Monotropa hypopitys,L.,,pinesap,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,,Monotropa,hypopitys,,,,native,S5,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,59986,VAS
Monotropa uniflora,L.,,indian-pipe,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,,Monotropa,uniflora,,,,native,S5,,confirmed,observed,1979-06-28,Harvey Janszen,RBCM,V097820,1949546874,2006-07-05,Sarah Tweedale,http://inaturalist.ca/observations/3502607,,49477,VAS
Montia dichotoma,(Nutt.) Howell,,dwarf montia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,,Montia,dichotoma,,,,native,S5,,confirmed,observed,1983-05-01,Gerald B. Straley,UBC,V178676,,2017-04-24,Andrew Simon,https://www.inaturalist.org/observations/5964573,Sticks West; wet mossy area above sea,78119,VAS
Montia fontana,L.,,blinks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,,Montia,fontana,,,,native,S5,,confirmed,observed,1974-04-21,Wilfred B. Schofield,UBC,V230998,,2017-01-29,Tyrel Froese & Andrew Simon,https://www.inaturalist.org/observations/5024437,,58990,VAS
Montia howellii,S. Watson,,Howell's montia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,,Montia,howellii,,,,native,S5,,confirmed,observed,2001-04-11,Frank Lomer,UBC,V234966,,2017-04-14,Andrew Simon,https://www.inaturalist.org/observations/5715310,,78121,VAS
Montia linearis,(Douglas ex Hook.) Greene,,narrow-leaved montia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,,Montia,linearis,,,,native,S5,,confirmed,observed,1988-04-23,Gerald B. Straley,UBC,V194247,,2019-05-04,Kiara Gannon,https://www.inaturalist.org/observations/24708159,Bellhouse; vernally wet grassy area; in shallow soil above rocks,78122,VAS
Montia parvifolia,(Moc. ex DC.) Greene,,small-leaved montia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Montiaceae,,,Montia,parvifolia,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-05-14,Andrew Simon,http://www.inaturalist.org/observations/2617694,"application of Montia parvifolia var. flagellaris unclear; sometimes used for all larger plants, sometimes for pink flowers; names don’t correlate to variation in the taxon",78123,VAS
Muscari armeniacum,Leichtlin,,Armenian grape hyacinth,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Scilloideae,,Muscari,armeniacum,,,,exotic,unlisted,,new 2015,observed,,,,,,2015-03-13,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2580263,,57847,VAS
Mycelis muralis,(L. Dumort.,,wall lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,Mycelis,muralis,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-03-04,Andrew Simon,http://www.inaturalist.org/observations/2566554,,48543,VAS
Myosotis arvensis,(L.) Hill,,field forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,arvensis,,,,exotic,unlisted,,confirmed,observed,1975-07-14,Angela Wood,RBCM,V097757,1949546744,2017-05-28,Andrew Simon,https://www.inaturalist.org/observations/6409658,,51726,VAS
Myosotis discolor,Pers.,,common forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,discolor,,,,exotic,unlisted,,confirmed,observed,1975-06-03,Angela Wood,RBCM,V097402,1949546627,2015-04-21,Andrew Simon,http://www.inaturalist.org/observations/2567285,,70265,VAS
Myosotis laxa,Lehm.,,small-flowered forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,laxa,,,,native,S5,,confirmed,observed,1975-05-25,Angela Wood,RBCM,V097681,1949546577,2015-05-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2625785,,78150,VAS
Myosotis scorpioides,L.,,European forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,scorpioides,,,,exotic,unlisted,,confirmed,observed,1975-06-12,Angela Wood,RBCM,V097256,1949546132,2021-06-04,Kristian Sigvardsen,https://www.inaturalist.org/observations/81637533,"Reeces’ field; wet shore of lake; 48.933333°, -123.45°",49130,VAS
Myosotis sylvatica,Ehrh. ex Hoffm.,,wood forget-me-not,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Cynoglossoideae,,Myosotis,sylvatica,,,,exotic,unlisted,,confirmed,observed,1975-05-14,Angela Wood,RBCM,V097338,1949546343,2017-04-09,Andrew Simon,https://www.inaturalist.org/observations/5635307,"Angela Wood reports M. s.var. alpestris, which is likely misapplied to M. sylvatica; not a valid infraspecific taxon; this species is not recognized by the province according to the BC Ecosystem Explorer; check specimen; couldn't find the specimen! (AS)",55826,VAS
Myosurus minimus,L.,,tiny mousetail,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Ranunculaceae,,,Myosurus,minimus,,,,native,S4S5,,reported,unobserved,2014-05-13,Frank Lomer,UBC,V241914,,,,,"collected in ruderal area. Possible adventive? –QC ; Montague; near picnic tables;Wet grassy area, too wet yet to cut; growing with Juncus bufonius, Montia fontana, Poa annua, Plantago elongata.",58306,VAS
Myriophyllum sp.,,,milfoil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Haloragaceae,,,Myriophyllum,,,,,exotic,,,new 2019,observed,,,,,,2019-05-04,Andrew Simon,https://www.inaturalist.org/observations/24653214,,60207,VAS
Myriophyllum spicatum,L.,,Eurasian water-milfoil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Haloragaceae,,,Myriophyllum,spicatum,,,,exotic,unlisted,,reported,unobserved,1979-08-15,Harvey Janszen,RBCM,V097859,1949546890,,,,"Bog + Sturdies Bay farm lake; 48.879167°, -123.31944°",78157,VAS
Narcissus poeticus,L.,,poet's narcissus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Amaryllidoideae,Narcisseae,Narcissus,poeticus,,,,exotic,unlisted,,new 2019,observed,,,,,,2019-05-04,Katie Kushneryk,https://www.inaturalist.org/observations/24713792,,61334,VAS
Narcissus pseudonarcissus,L.,,daffodil,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Amaryllidoideae,Narcisseae,Narcissus,pseudonarcissus,,,,exotic,unlisted,,confirmed,observed,2012-04-21,Terry Taylor,Vascular Plants Seen on Galiano Island,,,2015-02-22,Andrew Simon,http://www.inaturalist.org/observations/2566214,Our naturalized daffodils are more likely a hybrid as the pure species is rarely grown. However in practical terms I think this is the best available name for the cultivated daffodil (and the photo actually looks not unlike pure N. pseudonarcissus). –QC,55848,VAS
Nasturtium officinale,R. Br.,,common watercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Nasturtium,officinale,,,,exotic,unlisted,,confirmed,observed,1979-06-08,Harvey Janszen,RBCM,V122413,1949571512,2016-03-21,Sarah Tweedale,http://inaturalist.ca/observations/2817044,reported as Nasturtium microphyllum(V122413),78174,VAS
Navarretia squarrosa,(Eschsch.) Hook. & Arn.,,skunkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Polemoniaceae,,,Navarretia,squarrosa,,,,native,S4S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-06-24,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2564155,,53157,VAS
Nemophila parviflora,Douglas ex Benth.,,small-flowered woodland-lover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Hydrophylloideae,,Nemophila,parviflora,,,,native,S5 (2019),,confirmed,observed,1986-08-17,William J. Crins,UBC,V190911,,2015-03-04,Andrew Simon,http://www.inaturalist.org/observations/2566455,,57353,VAS
Nemophila pedunculata,Douglas ex Benth.,,meadow nemophila,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Boraginales,,,Boraginaceae,Hydrophylloideae,,Nemophila,pedunculata,,,,native,S4?,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-04-13,Andrew Simon,https://www.inaturalist.org/observations/10887673,,55461,VAS
Neottia cordata,(L.) Rich.,,heart-leaved twayblade,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Epidendroideae,,Neottia,cordata,,,,native,S5,,confirmed,observed,1974-04-21,Wilfred B. Schofield,UBC,V156681,,2017-05-28,Andrew Simon,https://www.inaturalist.org/observations/6409668,Neottia borealisshould also be sought on higher elevation north slopes (HJ),204364,VAS
Nuphar polysepala,Engelm.,,western yellow pond-lily,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,Nymphaeaceae,,,Nuphar,polysepala,,,,native,S5,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2015-08-20,Karolle Wall,https://www.inaturalist.org/observations/97172676,,78234,VAS
Nuttallanthus texanus,(Scheele) D.A. Sutton,,Texas toadflax,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Plantaginaceae,,,Nuttallanthus,texanus,,,,native,S3 (2019),,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,Reported as Linaria canadensis var. texana,78235,VAS
