Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Date observed,Description,Place name,Coordinates,Common name,Observer name,iNaturalist taxon name,iNaturalist taxon ID,Observation count
Halicondria (Eumastia) sitiens,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Halichondriidae,,,Halichondria,Halichondria sitiens,2007-12-15T15:03:00,large and spectacular around a barnacle,Dionisio Reef,"[[49.015,-123.57833],[49.015,-123.57833],[49.01667,-123.57167]]",breast sponge,Andy Lamb,Halichondria sitiens,459775,3
Phoca vitulina,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Phocidae,,,Phoca,Phoca vitulina,1995-02-24T15:50:00,,Alcala Point,,harbour seal,Charlie Gibbs,Phoca vitulina,41708,3
Suberites latus,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Suberitidae,,,Suberites,Suberites latus,2007-12-29T12:23:00,,Rolling Ridge,"[[48.941398,-123.448435],[48.99,-123.58]]",hermit crab sponge,Andy Lamb,Suberites latus,473057,2
Lepeophtherius sp. B,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Podoplea,Siphonostomatoida,,,Caligidae,,,Lepeophtheirus,,2008-02-03T09:34:00,on lingcod,Spanish Hills Store,"[[48.99,-123.58]]",parasitic copepod B,Andy Lamb,Lepeophtheirus,329133,1
Lebbeus grandimanus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Lebbeus,Lebbeus grandimanus,1996-09-28T13:13:00,,Shaw's Landing,,candy stripe shrimp,Charlie Gibbs,Lebbeus grandimanus,459598,4
Desmarestia aculeata,Chromista,Ochrophyta,,,Phaeophyceae,,,Desmarestiales,,,Desmarestiaceae,,,Desmarestia,Desmarestia aculeata,2008-02-16T10:56:00,new growth,Dionisio Reef,"[[49.015,-123.57833],[49.01283,-123.584794],[49.01283,-123.584794],[48.99,-123.58],[48.99,-123.58],[49.01283,-123.584794],[48.99,-123.58],[48.92833,-123.50483],[48.99,-123.58],[49.015,-123.57833],[48.99,-123.58],[49.015,-123.57833],[49.015,-123.57833],[49.01333,-123.575],[49.002312,-123.590188],[49.015,-123.57833],[49.01283,-123.584794],[48.99,-123.58],[48.99,-123.58],[48.99,-123.58],[49.01283,-123.584794],[48.995018,-123.584696],[49.015,-123.57833],[49.015,-123.57833],[49.015,-123.57833],[49.01283,-123.584794],[48.92938,-123.47865],[48.995018,-123.584696]]",wiry acid weed,Andy Lamb,Desmarestia aculeata,182896,28
Dendronotus sp.,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Dendronotoidea,Dendronotidae,,,Dendronotus,,2008-02-16T10:56:00,tiny white juvv.,Dionisio Reef,"[[49.015,-123.57833],[48.99,-123.58]]",light-speckled dendronotid,Andy Lamb,Dendronotus,47707,2
Crucigera spp.,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,Crucigera,,2002-06-06T06:45:00,,Hawkins Island,,pale calcareous tubeworm,Donna Gibbs,Crucigera,543578,8
Lebbeus mundus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Lebbeus,Lebbeus mundus,2008-02-16T13:15:00,,Spanish Hills Store,"[[48.99,-123.58]]",cleaner lebbeid,Andy Lamb,Lebbeus mundus,459601,1
Telmessus cheiragonus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cheiragonoidea,Cheiragonidae,,,Telmessus,Telmessus cheiragonus,1996-05-29T10:55:00,shallow,Spanish Hills Store,,helmet crab,Charlie Gibbs,Telmessus cheiragonus,180391,4
Chthamalus dalli,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracica,Sessilia,Balanomorpha,Chthamaloidea,Chthamalidae,,,Chthamalus,Chthamalus dalli,2008-02-16T13:15:00,,Spanish Hills Store,"[[48.99,-123.58]]",small acorn barnacle,Andy Lamb,Chthamalus dalli,129910,1
Codium fragile,Plantae,Chlorophyta,,,Ulvophyceae,,,Bryopsidales,,,Codiaceae,,,Codium,Codium fragile,2008-02-17T11:16:00,,Race Point,"[[49.01283,-123.584794],[49.015,-123.57833],[48.99,-123.58],[49.01283,-123.584794],[48.995018,-123.584696]]",sea staghorn,Andy Lamb,Codium fragile,67555,5
Odonthalia floccosa,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,Odonthalia,Odonthalia floccosa,2008-02-17T11:16:00,,Race Point,"[[49.01283,-123.584794],[49.01333,-123.575]]",sea brush,Andy Lamb,Odonthalia floccosa,322180,2
Epiactis lisbethae,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Epiactis,Epiactis lisbethae,1999-07-31T13:10:00,,Mathews Point,,brooding anemone,Charlie Gibbs,Epiactis lisbethae,429853,6
Nucella ostrina,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,Nucella ostrina,2008-02-17T11:16:00,many with hermits,Race Point,"[[49.01283,-123.584794],[49.01283,-123.584794]]",northern striped dogwinkle,Andy Lamb,Nucella ostrina,122704,2
Artedius sp.,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Artedius,,2008-02-17T11:16:00,,Race Point,"[[49.01283,-123.584794]]",sculpin,Andy Lamb,Artedius,86650,1
Constantinea simplex,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,,Constantinea,Constantinea simplex,1995-02-24T15:50:00,,Alcala Point,"[[48.99,-123.58],[49.002312,-123.590188]]",cup and saucer seaweed,Charlie Gibbs,Constantinea simplex,345231,9
Nereis procera,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Nereididae,,,Nereis,Nereis procera,2008-03-01T11:11:00,? swimming at surface,Spanish Hills Store,"[[48.99,-123.58],[48.896354,-123.40363]]",little pileworm sea-nymph,Andy Lamb,Nereis procera,339256,2
Velutina velutina,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Cypraeoidea,Velutinidae,Velutininae,,Velutina,Velutina velutina,2008-03-07T09:57:00,eggs on glassy tunicate,Dionisio Reef,"[[49.015,-123.57833],[49.01667,-123.57167]]",spiral velvet snail,Andy Lamb,Velutina velutina,482347,2
Tubularia indivisa,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,Tubulariidae,,,Tubularia,Tubularia indivisa,2008-03-07T15:01:00,,Race Point,"[[49.01283,-123.584794],[49.00667,-123.59167],[48.86123,-123.32878],[49.01667,-123.57167],[49.01667,-123.57167],[49.01283,-123.584794],[49.002312,-123.590188],[49.005,-123.59],[48.99,-123.58]]",giant pink-mouth hydroid,Andy Lamb,Tubularia indivisa,461660,9
Rhizocaulus verticillatus,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Campanulariidae,,,Rhizocaulus,Rhizocaulus verticillatus,2008-03-22T11:39:00,,Romulus Reef,"[[49.00667,-123.59167],[49.002312,-123.590188],[49.005,-123.59],[49.01283,-123.584794],[49.00942,-123.58796]]",horse-tail hydroid,Andy Lamb,Rhizocaulus verticillatus,127158,5
Hydractinia sp. (H. laevispina?),Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Hydractiniidae,,,Hydractinia,,2008-03-22T11:39:00,,Romulus Reef,"[[49.00667,-123.59167],[48.86123,-123.32878]]",barnacle fur hydroid,Andy Lamb,Hydractinia,203798,2
Laminaria setchellii,Chromista,Ochrophyta,,,Phaeophyceae,,,Laminariales,,,Laminariaceae,,,Laminaria,Laminaria setchellii,2008-04-27T08:11:00,? Lush,Mathews Point,"[[48.86123,-123.32878],[48.92833,-123.50483]]",split kelp,Andy Lamb,Laminaria setchellii,81896,2
Synoicum parfustis,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,Synoicum,Synoicum parfustis,1999-07-31T13:10:00,,Mathews Point,,peach-coloured compound tunicate,Charlie Gibbs,Synoicum parfustis,424278,3
Stomphia coccinea,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinostoloidea,Actinostolidae,,,Stomphia,Stomphia coccinea,2008-04-27T14:43:00,,Walker Rock,"[[48.92833,-123.50483],[48.99,-123.58]]",spotted swimming anemone,Andy Lamb,Stomphia coccinea,459981,2
Phoronis ijimai,Animalia,Phoronida,,,,,,,,,Phoronidae,,,Phoronis,Phoronis ijimai,2008-04-27T14:43:00,patch,Walker Rock,"[[48.92833,-123.50483]]",white colonial phoronid,Andy Lamb,Phoronis ijimai,372139,1
Mya truncata,Animalia,Mollusca,,,Bivalvia,Heterodonta,Imparidentia,Myida,,Myoidea,Myidae,,,Mya,Mya truncata,2008-04-27T14:43:00,,Walker Rock,"[[48.92833,-123.50483],[48.938826,-123.501192],[48.924841,-123.4678],[49.007465,-123.587784],[49.01283,-123.584794]]",truncated softshell-clam,Andy Lamb,Mya truncata,447416,5
Bryopsis sp.,Plantae,Chlorophyta,,,Ulvophyceae,,,Bryopsidales,,,Bryopsidaceae,,,Bryopsis,,2008-05-30T15:08:00,large tufts,Spanish Hills Store,"[[48.99,-123.58],[48.938826,-123.501192]]",sea fern,ANDY lAMB,Bryopsis,63632,2
Diaphorodoris lirulatocauda,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Diaphorodoris,Diaphorodoris lirulatocauda,2008-05-30T15:08:00,,Spanish Hills Store,"[[48.99,-123.58],[49.00942,-123.58796]]",porcupine dorid,ANDY lAMB,Diaphorodoris lirulatocauda,48630,2
Triopha maculata,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,,Triopha,Triopha maculata,2008-05-30T15:08:00,,Spanish Hills Store,"[[48.99,-123.58]]",spotted triopha,ANDY lAMB,Triopha maculata,47110,1
Acanthodoris pilosa,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Onchidoridoidea,Onchidorididae,,,Acanthodoris,Acanthodoris pilosa,2008-06-15T12:53:00,,False Reef,"[[48.93447,-123.51599],[49.015,-123.57833]]",pilose doris,Andy Lamb,Acanthodoris pilosa,47466,2
Metacarcinus magister,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cancroidea,Cancridae,,,Metacarcinus,Metacarcinus magister,1996-05-29T10:55:00,,Spanish Hills Store,,Dungeness crab,Charlie Gibbs,Metacarcinus magister,63697,5
Hexagrammos stelleri,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,Hexagramminae,,Hexagrammos,Hexagrammos stelleri,1996-02-24T20:57:00,,Spanish Hills Store,"[[48.99,-123.58],[48.955,-123.54],[48.94167,-123.51333]]",whitespotted greenling,Charlie Gibbs,Hexagrammos stelleri,186849,10
Halcampa decemtentaculata,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Halcampidae,,,Halcampa,Halcampa decemtentaculata,2008-06-21T11:17:00,,Dionisio Reef,"[[49.015,-123.57833],[49.007465,-123.587784],[49.01283,-123.584794]]",ten-tentacled burrowing anemone,Andy Lamb,Halcampa decemtentaculata,124510,3
Caprella alaskana,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Caprelloidea,Caprellidae,Caprellinae,,Caprella,Caprella alaskana,2008-06-21T11:17:00,on suit,Dionisio Reef,"[[49.015,-123.57833],[48.896354,-123.40363]]",Alaskan skeleton shrimp,Andy Lamb,Caprella alaskana,508889,2
Pagurus quaylei,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,Pagurus quaylei,2008-06-21T14:11:00,,Spanish Hills Store,"[[48.99,-123.58]]",Quayle's hermit,Andy Lamb,Pagurus quaylei,366957,1
Heteropora alaskensis,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Cerioporina,,Heteroporidae,,,Heteropora,Heteropora alaskensis,2008-07-19T12:23:00,tiny,Dionisio Reef,"[[49.015,-123.57833],[48.99,-123.58],[49.002312,-123.590188],[48.99,-123.58],[48.99,-123.58],[48.995018,-123.584696],[48.99,-123.58]]",delicate staghorn bryozoan,Andy Lamb,Heteropora alaskensis,873902,7
Epitonium indianorum,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Epitonioidea,Epitoniidae,,,Epitonium,Epitonium indianorum,2008-07-19T12:23:00,shell with hermit,Dionisio Reef,"[[49.015,-123.57833],[49.015,-123.57833],[49.015,-123.57833]]",money wentletrap,Andy Lamb,Epitonium indianorum,129921,3
Tubulanus polymorphus,Animalia,Nemertea,,,Pilidiophora,,,Heteronemertea,,,Tubulanidae,,,Tubulanus,Tubulanus polymorphus,2008-08-23T11:47:00,,Spanish Hills Store,"[[48.99,-123.58],[48.99,-123.58],[49.00942,-123.58796]]",orange ribbon worm,Andy Lamb,Tubulanus polymorphus,117581,3
Corallina vancouveriensis,Plantae,Rhodophyta,,,Florideophyceae,,,Corallinales,,,Corallinaceae,Corallinoideae,,Corallina,Corallina vancouveriensis,1995-02-24T15:50:00,,Alcala Point,,graceful coralline,Charlie Gibbs,Corallina vancouveriensis,126448,4
Acarnus erithacus,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Acarnidae,,,Acarnus,Acarnus erithacus,2008-08-29T16:09:00,,Race Point,"[[49.01283,-123.584794],[49.01167,-123.59333],[49.010729,-123.586583],[48.97983,-123.568823],[49.00942,-123.58796]]",thick encrusting scarlet sponge,Andy Lamb,Acarnus erithacus,63669,5
Oedignathus inermis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,,Oedignathus,Oedignathus inermis,2008-08-29T16:09:00,,Race Point,"[[49.01283,-123.584794]]",granular claw crab,Andy Lamb,Oedignathus inermis,194566,1
Rossia pacifica,Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Sepiida,,,Sepiolidae,Rossiinae,,Rossia,Rossia pacifica,1994-02-27T17:28:00,large,Spanish Hills Store,"[[48.97,-123.56167],[48.99,-123.58],[48.99,-123.58]]",stubby squid,Charlie Gibbs,Rossia pacifica,151358,5
Bougainvillia sp.,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Bougainvilliidae,,,Bougainvillia,,2008-10-05T11:23:00,,Spanish Hills Store,"[[48.99,-123.58],[49.015,-123.57833],[49.01283,-123.584794],[49.01333,-123.575],[49.005,-123.59]]",cluster-tentacled jelly,Andy Lamb,Bougainvillia,247135,5
Petrolisthes cinctipes,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Galatheoidea,Porcellanidae,,,Petrolisthes,Petrolisthes cinctipes,2008-10-06T13:41:00,,Race Point,"[[49.01283,-123.584794]]",flat porcelain crab,Andy Lamb,Petrolisthes cinctipes,53620,1
Psolus squamatus,Animalia,Echinodermata,Echinozoa,,Holothuroidea,,,Dendrochirotida,,,Psolidae,,,Psolus,Psolus squamatus,2008-10-09T13:51:00,,Dionisio Reef,"[[49.015,-123.57833],[49.007465,-123.587784]]",white creeping pedal sea cucumber,Andy lamb,Psolus squamatus,293149,2
Mopalia muscosa,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,,,Mopalia,Mopalia muscosa,2008-10-10T14:24:00,,Dionisio Reef,"[[49.015,-123.57833]]",mossy chiton,Andy Lamb,Mopalia muscosa,117633,1
Clinocardium ciliatum,Animalia,Mollusca,,,Bivalvia,Heterodonta,Imparidentia,Cardiida,,Cardioidea,Cardiidae,Clinocardiinae,,Clinocardium,Clinocardium ciliatum,2008-10-10T14:24:00,pair of shells,Dionisio Reef,"[[49.015,-123.57833]]",hairy cockle,Andy Lamb,Clinocardium ciliatum,125365,1
Aplysilla polyraphis,Animalia,Porifera,,,Demospongiae,Keratosa,,Dendroceratida,,,Darwinellidae,,,Aplysilla,Aplysilla polyraphis,2008-11-12T14:04:00,,Mathews Point,"[[48.86123,-123.32878],[48.86123,-123.32878],[49.01283,-123.584794]]",slippery purple sponge,Andy Lamb,Aplysilla polyraphis,213993,3
Amphissa versicolor,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Buccinoidea,Columbellidae,,,Amphissa,Amphissa versicolor,2008-11-12T14:04:00,,Mathews Point,"[[48.86123,-123.32878],[49.015,-123.57833],[49.015,-123.57833]]",variegated amphissa,Andy Lamb,Amphissa versicolor,129932,3
Eudistoma purpuropunctatum,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polycitoridae,,,Eudistoma,Eudistoma purpuropunctatum,2008-11-12T14:04:00,,Mathews Point,"[[48.86123,-123.32878]]",mauve lobed compound tunicate,Andy Lamb,Eudistoma purpuropunctatum,492675,1
Semibalanus balanoides,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracica,Sessilia,Balanomorpha,Balanoidea,Archaeobalanidae,,,Semibalanus,Semibalanus balanoides,2008-11-13T11:01:00,,Mathews Point,"[[48.86123,-123.32878]]",ridge-less barnacle,Andy Lamb,Semibalanus balanoides,118832,1
Synchirus gilli,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Synchirus,Synchirus gilli,1996-09-28T15:49:00,,"Bodega, off Bodega Ridge",,manacled sculpin,Charlie Gibbs,Synchirus gilli,232130,3
Thrombophyton trachydermum,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Alcyonacea,Alcyoniina,,Alcyoniidae,,,Thrombophyton,Thrombophyton trachydermum,2009-01-30T12:43:00,,Outer Dionisio Reef,"[[49.01667,-123.57167]]",pale soft coral,Andy Lamb,Thrombophyton trachydermum,424307,1
Cryptonatica aleutica,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Naticoidea,Naticidae,,,Cryptonatica,Cryptonatica aleutica,2009-01-30T12:43:00,collar,Outer Dionisio Reef,"[[49.01667,-123.57167],[49.01667,-123.57167],[49.015,-123.57833],[49.015,-123.57833],[49.005,-123.59]]",Aleutian moonsnail,Andy Lamb,Cryptonatica aleutica,507519,5
Gracilaria / Gracilariopsis,Plantae,Rhodophyta,,,Florideophyceae,,,Gracilariales,,,Gracilariaceae,,,Gracilaria,,2009-02-08T13:51:00,,Outer Dionisio Reef,"[[49.01667,-123.57167],[49.006365,-123.591401],[48.95115,-123.53298],[48.99,-123.58]]",red spaghetti,Andy Lamb,Gracilaria,67679,4
Lacuna variegata,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Littorinoidea,Littorinidae,Lacuninae,,Lacuna,Lacuna variegata,2009-02-08T13:51:00,mostly spawning donuts,Outer Dionisio Reef,"[[49.01667,-123.57167]]",variable lacuna,Andy Lamb,Lacuna variegata,339150,1
Margarites pupillus,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Margaritidae,,,Margarites,Margarites pupillus,2000-07-18T14:40:00,,Hawkins Island,,puppet margarite,Donna Gibbs,Margarites pupillus,129922,3
Aegires albopunctatus,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Aegiridae,,,Aegires,Aegires albopunctatus,1996-05-29T10:55:00,shallow,Spanish Hills Store,,salt-and-pepper nudibranch,Charlie Gibbs,Aegires albopunctatus,48981,5
Ziminella japonica,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Fionoidea,Paracoryphellidae,,,Ziminella,Ziminella japonica,2009-02-08T13:51:00,,Outer Dionisio Reef,"[[49.01667,-123.57167]]",pearly nudibranch,Andy Lamb,Ziminella japonica,877359,1
Ampithoe lacertosa,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,,Ampithoidae,,,Ampithoe,Ampithoe lacertosa,2009-02-14T10:03:00,green??,Spanish Hills Store,"[[48.99,-123.58]]",sea lettuce sea flea,Andy Lamb,Ampithoe lacertosa,260501,1
Caryophyllia alaskensis,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,,,Caryophylliidae,,,Caryophyllia,Caryophyllia alaskensis,2009-02-14T13:13:00,small cluster cemented together,Dionisio Reef,"[[49.015,-123.57833],[49.005,-123.59],[48.92833,-123.50483]]",round tan cup coral,Andy Lamb,Caryophyllia alaskensis,459907,3
Crepidula nummaria,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Calyptraeoidea,Calyptraeidae,,,Crepidula,Crepidula nummaria,1999-07-31T13:10:00,,Mathews Point,,northern white slippersnail,Charlie Gibbs,Crepidula nummaria,117325,2
Aldisa albomarginata,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidea,Cadlinidae,,,Aldisa,Aldisa albomarginata,2009-03-19T09:17:00,,Dionisio Reef,"[[49.015,-123.57833]]",white-rimmed nudibranch,Andy Lamb,Aldisa albomarginata,50094,1
Pagurus samuelis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,,Pagurus,Pagurus samuelis,2009-03-19T11:38:00,,Spanish Hills Store,"[[48.99,-123.58]]",blueband hermit,Andy Lamb,Pagurus samuelis,49095,1
Cryptosiphonia woodii,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,,Cryptosiphonia,Cryptosiphonia woodii,2009-03-20T12:42:00,,Dionisio Bay,"[[49.01333,-123.575],[49.006365,-123.591401],[49.00942,-123.58796]]",dark branching-tube seaweed,Andy Lamb,Cryptosiphonia woodii,117777,3
Solmissus spp.,Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Narcomedusae,,,Cuninidae,,,Solmissus,,2009-04-04T11:29:00,small,Outer Dionisio Reef,"[[49.01667,-123.57167]]",scalloped jellies,Andy Lamb,Solmissus,247208,1
Polyorchis penicillatus,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Capitata,,Corynidae,,,Polyorchis,Polyorchis penicillatus,2009-04-04T11:29:00,small,Outer Dionisio Reef,"[[49.01667,-123.57167],[48.92833,-123.50483]]",red-eye medusa,Andy Lamb,Polyorchis penicillatus,51640,2
Aegina citrea,Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Narcomedusae,,,Aeginidae,,,Aegina,Aegina citrea,2009-04-04T11:29:00,,Outer Dionisio Reef,"[[49.01667,-123.57167]]",four tentacled jelly,Andy Lamb,Aegina citrea,256077,1
Parasagitta elegans,Animalia,Chaetognatha,,,Sagittoidea,,,Aphragmophora,,,Sagittidae,,,Parasagitta,Parasagitta elegans,1995-02-23T10:32:00,at 50 feet,Cliff House,"[[48.99,-123.58],[48.99,-123.58],[48.99,-123.58]]",arrow worm,Charlie Gibbs,Parasagitta elegans,448318,5
Limacina helicina,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Pteropoda,Euthecosomata,Limacinoidea,Limacinidae,,,Limacina,Limacina helicina,2009-04-04T11:29:00,,Outer Dionisio Reef,"[[49.01667,-123.57167]]",helicid pteropod,Andy Lamb,Limacina helicina,345356,1
Chorilia longipes,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Epialtidae,,,Chorilia,Chorilia longipes,2009-04-04T14:40:00,,Spanish Hills Store,"[[48.99,-123.58]]",longhorn decorator crab,Andy Lamb,Chorilia longipes,459559,1
Bathypera feminalba,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Bathypera,Bathypera feminalba,2009-04-04T14:40:00,,Spanish Hills Store,"[[48.99,-123.58]]",tiny white tunicate,Andy Lamb,Bathypera feminalba,800127,1
Muggiaea sp.,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Siphonophorae,Calycophorae,,Diphyidae,Diphyinae,,Muggiaea,,2009-04-11T13:26:00,,Alcala Point,"[[49.002312,-123.590188],[49.005,-123.59],[49.002312,-123.590188]]",dwarf tailed jelly,Andy Lamb,Muggiaea,201710,3
