Taxon,Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,First.Observed,Observer,iNaturalist.Link,iNaturalist.Photo,Notes,ID,Stats.Code,Critical Notes A.L.&D.G.
Desmarestia ligulata,(Stackhouse) J.V. Lamouroux,broad acid weed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Desmarestiales,,,Desmarestiaceae,,unlisted,unlisted,reported,unobserved,10/09/1994,Andy Lamb & Donna Gibbs,PMLS,,,,,,,328357,ALG,
Desmarestia viridis,O.F. Môller,stringy acid weed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Desmarestiales,,,Desmarestiaceae,,unlisted,unlisted,confirmed,observed,05/05/1999,Andy Lamb & Donna Gibbs,PMLS,,08/04/2017,Tyrel Froese,https://www.inaturalist.org/observations/5620551,https://static.inaturalist.org/photos/6948629/medium.jpeg?1491711609,,182892,ALG,
Dictyota binghamiae,J.Agardh,mermaid's gloves,Chromista,Ochrophyta,,,Phaeophyceae,Dictyotophycidae,,Dictyotales,,,Dictyotaceae,,unlisted,unlisted,reported,unobserved,04/05/1999,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Feldmannia sp.,,brown tuft,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,Acinetosporaceae,,unlisted,unlisted,reported,unobserved,30/06/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Hincksia sp.,,brown tuft,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,Acinetosporaceae,,unlisted,unlisted,reported,unobserved,30/06/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Leathesia marina,(Lyngbye) Decaisne,sea cauliflower,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,Chordariaceae,,unlisted,unlisted,new 2015,observed,,,,,05/07/2016,Andrew Simon,http://www.inaturalist.org/observations/3636580,https://static.inaturalist.org/photos/4203862/medium.JPG?1467876398,,502380,ALG,
Ectocarpus sp.,,brown tuft,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,Ectocarpaceae,,unlisted,unlisted,reported,unobserved,30/06/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Pilayella sp.,,brown tuft,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,Pilayellaceae,,unlisted,unlisted,reported,unobserved,30/06/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Cystoseira geminata,C. Agardh,northern bladder chain,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,Cystoseiraceae,,unlisted,unlisted,reported,unobserved,28/09/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Fucus distichus,L.,rockweed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,Fucaceae,,unlisted,unlisted,confirmed,observed,10/09/1994,Andy Lamb & Donna Gibbs,PMLS,,05/08/2015,Andrew Simon,http://www.inaturalist.org/observations/2599385,https://static.inaturalist.org/photos/2902303/large.JPG?1453227444,,69155,ALG,
Fucus distichus ssp. evanescens ,L.,rockweed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,Fucaceae,,unlisted,unlisted,reported,unobserved,,Kent Brothers,VMS Private List,,,,,,,773763,ALG,
Sargassum muticum,Yendo,wireweed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,Sargassaceae,,unlisted,unlisted,confirmed,observed,27/11/1977,Michael W. Hawkes,UBC,A57506,28/08/2015,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3735153,https://static.inaturalist.org/photos/4340537/medium.jpeg?1469332865,,130177,ALG,
Agarum clathratum,Dumortier,sea colander kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Agaraceae,,unlisted,unlisted,reported,unobserved,23/01/2016,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Agarum fimbriatum,Harvey,fringed sieve kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Agaraceae,,unlisted,unlisted,new 2016,observed,,,,,11/07/2016,Adam Huggins,http://www.inaturalist.org/observations/3684441,https://static.inaturalist.org/photos/4272130/medium.?1468629102,,182954,ALG,
Neoagarum fimbriatum,Harv.,fringed sea colander kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Agaraceae,,unlisted,unlisted,reported,unobserved,07/10/1994,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Alaria marginata,Postels & Ruprecht,winged kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Alariaceae,,unlisted,unlisted,reported,unobserved,28/09/1996,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Alaria sp.,,kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Alariaceae,,unlisted,unlisted,new 2016,observed,,,,,17/08/2016,Andrew Simon,http://www.inaturalist.org/observations/3910118,https://static.inaturalist.org/photos/4596886/medium.jpeg?1471496362,,124813,ALG,
Pleurophycus gardneri,Setchell & Gardner ex Tilden,broad-rib kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Alariaceae,,unlisted,unlisted,reported,unobserved,29/09/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Pterygophora californica,"Ruprecht, 1852",old growth kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Alariaceae,,unlisted,unlisted,reported,unobserved,26/02/1994,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Costaria costata,C. Ag.,seersucker kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Laminariaceae,,unlisted,unlisted,confirmed,observed,09/05/1993,Andy Lamb & Donna Gibbs,PMLS,,08/04/2017,Tyrel Froese,https://www.inaturalist.org/observations/5620533,https://static.inaturalist.org/photos/6948558/medium.jpeg?1491711296,,125877,ALG,
Cymathaere triplicata,(Postels & Ruprecht) J.Agardh,three-ribbed kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Laminariaceae,,unlisted,unlisted,reported,unobserved,29/08/2008,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Laminaria setchellii,P.C. Silva,split kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Laminariaceae,,unlisted,unlisted,reported,unobserved,27/04/2008,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Laminaria sp.,,kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Laminariaceae,,unlisted,unlisted,new 2016,observed,,,,,18/07/2016,Andrew Simon,http://www.inaturalist.org/observations/3701137,https://static.inaturalist.org/photos/4295790/medium.jpeg?1468881882,,67424,ALG,
Nereocystis luetkeana,(Mertens) Postels & Ruprecht,bull kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Laminariaceae,,unlisted,unlisted,confirmed,observed,29/07/1985,Andy Lamb & Donna Gibbs,PMLS,,05/07/2016,Andrew Simon,http://www.inaturalist.org/observations/3636592,https://static.inaturalist.org/photos/4203902/medium.JPG?1467877067,,120499,ALG,
Saccharina bongardiana,"(Postels & Ruprecht) Selivanova, Zhigadlova & G.I.Hansen",dark-brown wrack kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Laminariaceae,,unlisted,unlisted,reported,unobserved,10/10/2009,Andy Lamb & Donna Gibbs,PMLS,,,,,,Reported as Laminaria bongardiana,,ALG,
Saccharina latissima,"(Linnaeus) C.E. Lane, C. Mayes, Druehl et G.W. Saunders",sugar wrack kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Laminariaceae,,unlisted,unlisted,confirmed,observed,25/05/1986,O. Kaddatz,UBC,A80341,11/07/2016,Adam Huggins,http://www.inaturalist.org/observations/3684442,https://static.inaturalist.org/photos/4272136/medium.?1468629141,,130231,ALG,
Lessoniopsis littoralis,(Farlow & Setchell ex Tilden) Reinke,strap kelp,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,Lessoniaceae,,unlisted,unlisted,reported,unobserved,24/02/1996,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Colpomenia peregrina,Sauv.,round brown bag,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Scytosiphonales,,,Scytosiphonaceae,,unlisted,unlisted,confirmed,observed,28/09/2006,Andy Lamb & Donna Gibbs,PMLS,,28/08/2015,Andrew Simon,http://www.inaturalist.org/observations/2580689,https://static.inaturalist.org/photos/2880904/medium.JPG?1452763225,,129737,ALG,
Scytosiphon lomentaria,(Lyngbye) Link,beanweed,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Scytosiphonales,,,Scytosiphonaceae,,unlisted,unlisted,new 2017,observed,,,,,08/04/2017,Tyrel Froese,https://www.inaturalist.org/observations/5620546,https://static.inaturalist.org/photos/6948615/medium.jpeg?1491711514,,182932,ALG,
Pileolaria sp.,,dwarf calcareous worm,Fungi,Basidiomycota,,,Urediniomycetes,,,Uredinales,,,Pileolariaceae,,unlisted,unlisted,reported,unobserved,23/10/1994,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Nitella sp.,,green alga,Plantae,Charophyta,,,Charophyceae,,,Charales,,,Characeae,,unlisted,unlisted,reported,unobserved,12/06/2000,Hans Roemer,ER 128 Inventory,,,,,,,,ALG,
Micrasterias rotata,Ralfs,desmid,Plantae,Charophyta,,,Zygnematophyceae,,,Desmidiales,,,Desmidiaceae,,unlisted,unlisted,new 2016,observed,,,,,18/12/2016,Mark Weber,https://www.inaturalist.org/observations/4847621,https://static.inaturalist.org/photos/5887058/medium.jpg?1482799253,,468235,ALG,
Closterium ehrenbergii,Meneghini ex Ralfs,desmid,Plantae,Charophyta,,,Zygnematophyceae,,,Zygnematales,,,Closteriaceae,,unlisted,unlisted,new 2017,observed,,,,,15/11/2017,Mark Weber,https://www.inaturalist.org/observations/9096764,https://static.inaturalist.org/photos/12287063/medium.jpg?1512794947,,470518,ALG,
Closterium praelongum,Brébisson,desmid,Plantae,Charophyta,,,Zygnematophyceae,,,Zygnematales,,,Closteriaceae,,unlisted,unlisted,new 2017,observed,,,,,21/12/2012,Mark Weber,https://www.inaturalist.org/observations/5036392,https://static.inaturalist.org/photos/6168527/medium.jpg?1485920561,,526977,ALG,
Codium fragile,(Suringar) Hariot,sea staghorn,Plantae,Chlorophyta,,,Bryopsidophyceae,,,Bryopsidales,,,Codiaceae,,unlisted,unlisted,reported,unobserved,27/11/1977,Michael W. Hawkes,UBC,A57498,,,,,,67555,ALG,
Volvox globator,L.,green alga,Plantae,Chlorophyta,,,Chlorophyceae,,,Volvocales,,,Volvocaceae,,unlisted,unlisted,new 2016,observed,,,,,25/07/2003,Mark Weber,https://www.inaturalist.org/observations/4848832,https://static.inaturalist.org/photos/5889050/medium.jpg?1482816064,,474779,ALG,
Prasiola furfuracea,(Mertens ex Hornemann) Trevisan,green alga,Plantae,Chlorophyta,,,Trebouxiophyceae,,,Prasiolales,,,Prasiolaceae,,unlisted,unlisted,reported,unobserved,15/11/1981,D. Garbary,UBC,A64646,,,,,,500289,ALG,
Prasiola meridionalis,Setchell & N.L. Gardner,short sea lettuce,Plantae,Chlorophyta,,,Trebouxiophyceae,,,Prasiolales,,,Prasiolaceae,,unlisted,unlisted,reported,unobserved,15/11/1981,D. Garbary,UBC,A64665,,,,,,429864,ALG,
Rosenvingiella polyrhiza,(Rosenvinge) P.C. Silva,green alga,Plantae,Chlorophyta,,,Trebouxiophyceae,,,Prasiolales,,,Prasiolaceae,,unlisted,unlisted,reported,unobserved,15/11/1981,D. Garbary,UBC,A64664,,,,,,410405,ALG,
Bryopsis cf corticulans,"Setchell in Collins, Holden & Setchell",sea fern,Plantae,Chlorophyta,,,Ulvophyceae,,,Bryopsidales,,,Bryopsidaceae,,unlisted,unlisted,reported,unobserved,30/05/2008,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Codium setchellii,"Gardner, 1919",spongy cushion,Plantae,Chlorophyta,,,Ulvophyceae,,,Bryopsidales,,,Codiaceae,,unlisted,unlisted,reported,unobserved,22/10/1994,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Cladophora columbiana,Collins,green pin-cushion alga,Plantae,Chlorophyta,,,Ulvophyceae,,,Cladophorales,,,Cladophoraceae,,unlisted,unlisted,new 2016,observed,,,,,01/09/2016,Andrew Simon,http://www.inaturalist.org/observations/4017201,https://static.inaturalist.org/photos/4745545/medium.jpg?1472822649,,117775,ALG,
Cladophora sp.,"Kôtzing, 1843",sea moss,Plantae,Chlorophyta,,,Ulvophyceae,,,Cladophorales,,,Cladophoraceae,,unlisted,unlisted,reported,unobserved,17/05/2013,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Acrosiphonia coalita,"J. Agardh, 1846",green rope,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulotrichales,,,Ulotrichaceae,,unlisted,unlisted,reported,unobserved,12/06/2009,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Blidingia minima vexata,(Setchell & N.L.Gardner) J.N.Norris,tiny-tube sea lettuce,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Ulvaceae,,unlisted,unlisted,reported,unobserved,15/12/2007,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Ulva fenestrata,Postels & Ruprecht,sea lettuce,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Ulvaceae,,unlisted,unlisted,reported,unobserved,27/11/1977,Michael W. Hawkes,UBC,A57503,,,,,,152972,ALG,
Ulva intestinalis,L.,sea lettuce,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Ulvaceae,,unlisted,unlisted,confirmed,observed,29/09/1996,Andy Lamb & Donna Gibbs,PMLS,,05/06/2016,Andrew Simon,http://www.inaturalist.org/observations/3404281,https://static.inaturalist.org/photos/3939959/medium.JPG?1465335453,,130197,ALG,
Ulva lactuca,L.,sea lettuce,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Ulvaceae,,unlisted,unlisted,confirmed,observed,26/02/1994,Andy Lamb & Donna Gibbs,PMLS,,28/08/2015,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3735172,https://static.inaturalist.org/photos/4340559/medium.jpeg?1469333148,,67423,ALG,
Ulva linza,L.,sea lettuce,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Ulvaceae,,unlisted,unlisted,new 2016,observed,,,,,28/08/2015,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3735176,https://static.inaturalist.org/photos/4340563/medium.jpeg?1469333226,,201435,ALG,
Zostera japonica,Ascherson & Graebner,dwarf eel-grass,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Alismatales,,,Zosteraceae,,exotic,unlisted,new 2016,observed,,,,,17/08/2016,Andrew Simon,http://www.inaturalist.org/observations/3910096,https://static.inaturalist.org/photos/4596713/medium.jpeg?1471494523,,79558,PLA,
Zostera marina,L.,eelgrass,Plantae,Magnoliophyta,,,Liliopsida,Magnoliidae,Lilianae,Alismatales,,,Zosteraceae,,native,S5,confirmed,observed,08/12/1985,Andy Lamb & Donna Gibbs,PMLS,,18/07/2016,Andrew Simon,http://www.inaturalist.org/observations/3701141,https://static.inaturalist.org/photos/4295803/medium.jpeg?1468881967,,52614,PLA,
Salicornia depressa,Standl. -- not accepted,annual sea asparagus,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,unlisted,unlisted,reported,unobserved,30/06/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,PLA,
Salicornia pacifica,(Standl.) A.J. Scott,American glasswort,Plantae,Magnoliophyta,,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Amaranthaceae,Chenopodioideae,native,S5,confirmed,observed,10/08/2003,Harvey Janszen,Private List Aug 26 2001,,28/06/2013,Felix Erhard,http://www.inaturalist.org/observations/2604261,https://static.inaturalist.org/photos/2908762/medium.JPG?1453382205,,78931,PLA,
Porphyra gardneri,(G.M. Smith et Hollengerg) M.W. Hawkes,kelp-fringing nori,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,unlisted,unlisted,reported,unobserved,28/09/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Porphyra sp.,,nori,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,unlisted,unlisted,reported,unobserved,10/09/1994,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Pyropia nereocystis,(C.L.Anderson) S.C.Lindstrom,bull-kelp nori,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,unlisted,unlisted,reported,unobserved,09/02/1986,M.W. Hawkes,UBC,A57505,,,,,Reported as Porphyra nereocystis,,ALG,
Pyropia sp.,,red laver,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,unlisted,unlisted,new 2017,observed,,,,,10/04/2017,Andrew Simon,https://www.inaturalist.org/observations/5646965,https://static.inaturalist.org/photos/6986590/medium.jpeg?1491881050,,370272,ALG,
Smithora naiadum,(Anderson) Hollenberg,red fringe,Plantae,Rhodophyta,,,Compsopogonophyceae,,,Erythropeltidales,,,Erythrotrichiaceae,,unlisted,unlisted,reported,unobserved,15/12/2007,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Bonnemaisonia nootkana,Esp.,delicately-branched red seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Bonnemaisoniales,,,Bonnemaisoniaceae,,unlisted,unlisted,reported,unobserved,10/12/2005,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Callithamnion pikeanum,Harvey,beauty bush,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,reported,unobserved,29/09/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Ceramium pacificum,(Collins) Kylin,hairy pottery seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,confirmed,observed,11/11/2006,Andy Lamb & Donna Gibbs,PMLS,,01/09/2016,Andrew Simon,http://www.inaturalist.org/observations/4017037,https://static.inaturalist.org/photos/4745328/medium.jpg?1472820211,,429948,ALG,
Irtugovia pacifica,(Harvey) Perestenko,red alga,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,reported,unobserved,27/11/1977,Michael W. Hawkes,UBC,A57488,,,,,Reported as Antithamnionella pacifica,500285,ALG,
Microcladia borealis,Ruprecht,coarse sea lace,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,reported,unobserved,11/11/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Microcladia coulteri,Harvey,delicate sea lace,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,confirmed,observed,18/11/2006,Andy Lamb & Donna Gibbs,PMLS,,11/07/2016,Adam Huggins & Tyrel Froese,http://www.inaturalist.org/observations/3684449,https://static.inaturalist.org/photos/4272144/medium.?1468629241,,71116,ALG,
Platythamnion sp.,,red alga,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,reported,unobserved,09/02/1986,B. E. Lippert,HPSU,?,,,,,,,ALG,
Scagelia pylaisaei,(Montagne) M.J.Wynne,red alga,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Ceramiaceae,,unlisted,unlisted,reported,unobserved,27/11/1977,Michael W. Hawkes,UBC,A57487,,,,,Hawkes reports Scagelia corallina var. occidentale,?,ALG,
Rhodoptilum plumosum,(Harvey & Bailey) Kylin,plumose red braid,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Dasyaceae,,unlisted,unlisted,confirmed,observed,27/11/1977,Michael W. Hawkes,UBC,A57500,08/04/2017,Tyrel Froese,https://www.inaturalist.org/observations/5620532,https://static.inaturalist.org/photos/6948563/medium.jpeg?1491711324,,446890,ALG,
Cryptopleura lobulifera,(J.Agardh) Kylin,hidden-ribbed red seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,,unlisted,unlisted,reported,unobserved,02/10/1999,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Cryptopleura ruprechtiana,(J. Agardh) Kylin,ruffled red seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,,unlisted,unlisted,reported,unobserved,02/10/1999,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Cryptopleura sp.,,red alga,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,,unlisted,unlisted,new 2016,observed,,,,,21/08/2016,Tyrel Froese,http://www.inaturalist.org/observations/4005089,https://static.inaturalist.org/photos/4730731/medium.jpeg?1472687638,,243907,ALG,
Cumathamnion decipiens,(J.Agardh) M.J.Wynne & G.W.Saunders,winged rib,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,,unlisted,unlisted,reported,unobserved,23/03/2002,Andy Lamb & Donna Gibbs,PMLS,,,,,,Reported as Delesseria decipiens,,ALG,
Hymenena sp.,,black-lined red seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,,unlisted,unlisted,reported,unobserved,10/12/2005,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Membranoptera multiramosa,N.L. Gardner,red alga,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,,unlisted,unlisted,reported,unobserved,27/11/1977,Michael W. Hawkes,UBC,A57497,,,,,,500287,ALG,
Membranoptera platyphylla,(Setchell & N.L.Gardner) Kylin,feather-veined red seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,Delesserioideae,unlisted,unlisted,reported,unobserved,29/09/2006,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,ALG,
Polyneura latissima,(Harvey) Kylin,network red seaweed,Plantae,Rhodophyta,,,Florideophyceae,Rhodymeniophycidae,,Ceramiales,,,Delesseriaceae,,unlisted,unlisted,reported,unobserved,27/11/1977,Michael W. Hawkes,UBC,A57496,,,,,syn. Nitophyllum nottii,339014,ALG,
